Município (Código);Município;Lavouras - permanentes;Lavouras - temporárias;Lavouras - área para cultivo de flores;Pastagens - naturais;Pastagens - plantadas em boas condições;Pastagens - pastagens plantadas em más condições;Matas ou florestas - matas e/ou florestas naturais;Matas ou florestas - florestas plantadas;Sistemas agroflorestais - área cultivada com espécies florestais também usada para lavouras e pastoreio por animais;Soma
4307450;Esperança do Sul (RS);102;5830;X;971,9;815,4;X;133,8;240,4;137;8230,5
4307500;Espumoso (RS);64,1;48087,4;X;6587,1;1315,4;X;435,4;154,8;X;56644,2
4307559;Estação (RS);54,1;6183,7;29,2;267,1;173,9;X;X;71,7;52,3;6832
4307609;Estância Velha (RS);5,8;142,8;X;316,1;X;35,3;-;606,7;-;1106,7
4307708;Esteio (RS);-;X;-;-;-;-;-;-;-;0
4307807;Estrela (RS);133,8;5901;14,2;1469,7;813,3;44,7;22,2;1398,8;244,5;10042,2
4307815;Estrela Velha (RS);145,9;12999,3;-;1062,4;1020,5;X;X;221,1;86;15535,2
4307831;Eugênio de Castro (RS);30,7;27225,1;X;2814,4;1681,5;22,3;35;67;X;31876
4307864;Fagundes Varela (RS);353,6;3524,9;X;1906,9;431,1;X;1482,7;418,4;103,1;8220,7
4307906;Farroupilha (RS);5232;1812,9;142,6;2266,8;X;X;648,9;1394,2;2524,6;14022
4308003;Faxinal do Soturno (RS);18,8;5307,5;X;2836,8;214,8;X;-;195,7;X;8573,6
4308052;Faxinalzinho (RS);115,8;5235,5;X;2008,6;976;43,4;X;266,9;133,9;8780,1
4308078;Fazenda Vilanova (RS);53,8;1617,1;X;1838,9;464,7;X;31,5;1378,3;237;5621,3
4308102;Feliz (RS);208,2;1370,4;X;539,3;63,8;X;390,3;451,7;95,4;3119,1
4308201;Flores da Cunha (RS);5168;789,3;85,6;1620;84,9;440,8;1780,3;517,6;345,3;10831,8
4308250;Floriano Peixoto (RS);123,4;7347,2;-;593,3;254,8;X;99,2;684,7;X;9102,6
4308300;Fontoura Xavier (RS);1940,6;8403,4;X;10122,3;762,4;X;365,8;6408;2263,1;30265,6
4308409;Formigueiro (RS);57,4;19156,3;X;19682,7;4550;X;-;478,4;-;43924,8
4308433;Forquetinha (RS);86,7;1630,5;X;1965,2;531,7;X;43,4;174,2;24,7;4456,4
4308458;Fortaleza dos Valos (RS);X;36513,7;X;1686;689,6;306,6;316,8;159;499,6;40171,3
4308508;Frederico Westphalen (RS);252,4;8649,6;9,5;2966,4;1486,2;161;463,2;458,3;182;14628,6
4308607;Garibaldi (RS);2707,4;963;25,3;1107,7;152,3;153,5;1803,8;556,5;361,9;7831,4
4308656;Garruchos (RS);64,8;17648;X;39591,7;5432,5;X;1234,7;112,8;999,2;65083,7
4308706;Gaurama (RS);953,8;10319,3;X;504;458,8;10,7;143,5;119,6;X;12509,7
4308805;General Câmara (RS);X;10225,2;X;11719,4;2483,7;423;104,6;4405,6;377,4;29738,9
4308854;Gentil (RS);18,9;8468,8;-;753,3;589,9;33;151,1;374,5;548,4;10937,9
4308904;Getúlio Vargas (RS);312,7;18773,3;X;404;308,6;X;135,7;373,5;89,6;20397,4
4309001;Giruá (RS);166,5;60324,1;43,8;3268,5;729,5;78,2;592,2;199,2;17,5;65419,5
4309050;Glorinha (RS);117;5063,6;2,3;14433,1;1680,8;56,7;33,7;327,7;548,5;22263,4
4309100;Gramado (RS);457;1057,7;16,9;1169,2;148,1;110,9;413,9;1862,9;489,3;5725,9
4309126;Gramado dos Loureiros (RS);80;6174;3;409,9;528,8;77,4;167;215,4;150,3;7805,8
4309159;Gramado Xavier (RS);88,1;5992,8;X;2494,1;237,1;X;241,1;1321,7;901;11275,9
4309209;Gravataí (RS);20,8;1992,1;15;5560,8;892,1;20,4;76,2;436,3;27,3;9041
4309258;Guabiju (RS);39,5;6407,4;X;1554,9;859,9;X;686,5;396;200,4;10144,6
4309308;Guaíba (RS);85;5197,7;X;7433,9;1683,8;X;196,1;3580,8;106,2;18283,5
4309407;Guaporé (RS);896,5;7291;X;2486,2;458,7;X;2789,2;2088,8;376,4;16386,8
4309506;Guarani das Missões (RS);84,6;15532,8;X;2610,7;985;X;114,7;326,5;116;19770,3
4309555;Harmonia (RS);1246,6;545;1,3;293,5;12,5;6,5;26,4;300,9;5,5;2438,2
4309571;Herveiras (RS);18,7;2964;X;837,6;56,9;-;552,2;1297,2;X;5726,6
4309605;Horizontina (RS);78;11440,9;1,9;1478,1;827,2;51;57,7;170,2;40,4;14145,4
4309654;Hulha Negra (RS);231,2;16576,3;X;21823,9;15507,3;1043,9;395,8;3037;X;58615,4
4309704;Humaitá (RS);108,2;8559,6;X;468,3;790,4;X;197,3;203,8;43,3;10370,9
4309753;Ibarama (RS);317,3;4801,8;-;1763,8;84,8;X;X;1292,8;146,2;8406,7
4309803;Ibiaçá (RS);145,6;24539,4;6,3;1022,2;890,8;34;395,3;50,5;2708;29792,1
4309902;Ibiraiaras (RS);180,9;15423,1;1,9;1612,9;1192,2;103,9;1153,2;790,6;476,6;20935,3
4309951;Ibirapuitã (RS);97;17080,7;X;1527,4;676,5;X;71,4;187,9;200,3;19841,2
4310009;Ibirubá (RS);17,2;38712;X;1925,2;4459;X;44,2;152,7;79,7;45390
4310108;Igrejinha (RS);189,4;871,5;X;2271,6;132;X;25,6;400,5;71,5;3962,1
4310207;Ijuí (RS);339,2;41394,6;128,4;2455,7;1646,3;81,9;292,6;312,1;295,4;46946,2
4310306;Ilópolis (RS);4531,4;1004,7;2,1;199,7;70,8;60;27,1;801,2;6,5;6703,5
4310330;Imbé (RS);-;X;-;1440,5;X;X;X;11,5;X;1452
4310363;Imigrante (RS);215,4;1150;20,4;690,9;308,8;35,4;103;493,7;32;3049,6
4310405;Independência (RS);322,2;21313,3;-;1828,1;565,9;127,2;352,2;100,2;32,5;24641,6
4310413;Inhacorá (RS);26,5;7908;X;686,8;137,3;21;154,4;47,3;X;8981,3
4310439;Ipê (RS);1372,8;12421;20,9;15679;2257,5;387;736,5;3106,6;1172,2;37153,5
4310462;Ipiranga do Sul (RS);127,9;11548,4;X;254,5;161;X;27,3;87,1;12,4;12218,6
4310504;Iraí (RS);145,6;6232,5;X;3384,9;941,5;X;469,2;296,5;118,4;11588,6
4310538;Itaara (RS);45,7;5021,3;X;1315,4;170,5;X;-;400,7;-;6953,6
4310553;Itacurubi (RS);28,4;10107,7;X;74758,2;7798,9;X;209,5;138,3;56,5;93097,5
4310579;Itapuca (RS);1361,1;5738,1;-;2767,2;350,3;X;X;1275,5;149;11641,2
4310603;Itaqui (RS);X;97781,7;X;126325,3;32486,7;3090,3;3191,9;1373;2163;266411,9
4310652;Itati (RS);439,2;705,8;9,7;1553,8;58;21,9;155,7;140,5;136;3220,6
4310702;Itatiba do Sul (RS);727,6;3267,4;X;4827,2;401,9;X;184,5;330,3;423,8;10162,7
4310751;Ivorá (RS);33,8;3672,8;X;1926,9;257,3;X;-;148,7;-;6039,5
4310801;Ivoti (RS);42,3;449,1;11,3;534,1;17,7;85,4;64,6;641,8;56,5;1902,8
4310850;Jaboticaba (RS);16;7968,4;X;577,7;760;X;39,5;58,7;327,6;9747,9
4310876;Jacuizinho (RS);41,1;16936;-;4722,6;567;X;198,6;X;69,5;22534,8
4310900;Jacutinga (RS);44,8;11346,4;X;278,9;290,1;-;19,7;269,8;X;12249,7
4311007;Jaguarão (RS);X;67379;-;87503,8;14424,9;X;220;6675,2;1169,8;177372,7
4311106;Jaguari (RS);196,8;18472,4;2,1;27012,4;4999,5;210,3;928,5;681,4;1648,3;54151,7
4311122;Jaquirana (RS);135,8;2630,7;-;35912,4;2381,2;215;9330,5;12898,2;2831,9;66335,7
4311130;Jari (RS);156,3;33800,3;X;27234,4;4192,5;X;1921,8;369,5;748,4;68423,2
4311155;Jóia (RS);312,3;73252,6;2,6;14177,6;6294,8;18;813,2;356,6;127,8;95355,5
4311205;Júlio de Castilhos (RS);115,3;111638,6;4,5;26841,6;5856,1;279;426,5;382,6;30,1;145574,3
4311239;Lagoa Bonita do Sul (RS);56,8;4336,6;-;585,1;216;X;X;1167,5;198,5;6560,5
4311254;Lagoão (RS);190,3;8895,2;-;9378;979,5;65;177,4;964,9;305,5;20955,8
4311270;Lagoa dos Três Cantos (RS);11,3;8959;-;371,2;418,3;X;X;42,7;49,2;9851,7
4311304;Lagoa Vermelha (RS);226,3;48468;X;10160,8;5410;X;1102,8;1165,5;1700,6;68234
4311403;Lajeado (RS);72,8;1748,1;12,5;382,6;219,6;7,2;30,1;119,3;38,5;2630,7
4311429;Lajeado do Bugre (RS);128;4565,3;X;175,1;253,7;X;10,2;3,5;33,5;5169,3
4311502;Lavras do Sul (RS);21,5;29886,7;-;158454,1;12329,8;316;4098,9;6173,6;8723;220003,6
4311601;Liberato Salzano (RS);1167,8;8566,4;-;1520,2;622,7;X;408,2;217,6;X;12502,9
4311627;Lindolfo Collor (RS);78,2;426,8;-;206,3;X;33;13,6;630,3;X;1388,2
4311643;Linha Nova (RS);98,5;770,7;X;373,6;112,5;-;421,4;1372,6;X;3149,3
4311700;Machadinho (RS);360,9;10952,8;X;6155,3;2031,5;X;175;325,5;183,5;20184,5
4311718;Maçambará (RS);X;48535,3;X;57097,8;24529;4462,5;445;2225,4;3729;141024
4311734;Mampituba (RS);1993,8;1045,3;X;864,8;X;-;49,7;54,5;62,7;4070,8
4311759;Manoel Viana (RS);18,5;35415,1;-;57157,4;19718,7;522;1126,5;443,4;233,7;114635,3
4311775;Maquiné (RS);588,9;1867,9;X;2082,4;753;X;305;141,4;205,8;5944,4
4311791;Maratá (RS);696,2;917,8;X;572,9;69,2;X;33,5;2741,4;21,3;5052,3
4311809;Marau (RS);189,3;34848,6;29,3;2516,6;1443,9;57,3;201,6;288,7;247,4;39822,7
4311908;Marcelino Ramos (RS);736,6;5606,8;X;3296;329,7;X;179,9;506,7;160;10815,7
4311981;Mariana Pimentel (RS);152,7;4459,1;X;7375,9;1764,8;211,1;X;4719,4;30,1;18713,1
4312005;Mariano Moro (RS);252;1422,8;X;2645,3;439;-;X;128,2;71;4958,3
4312054;Marques de Souza (RS);211,1;2355,2;X;1903,9;649,3;47,9;126;955,4;X;6248,8
4312104;Mata (RS);49,7;8638,6;6,9;12287;1027,2;63,5;551,1;231,9;409,9;23265,8
4312138;Mato Castelhano (RS);65;14721,3;8,1;903,7;335,4;X;X;873,7;179,7;17086,9
4312153;Mato Leitão (RS);230;1934,5;X;383,7;130;14,4;30,1;83,8;X;2806,5
4312179;Mato Queimado (RS);21,2;5661,5;-;1049,4;789,1;X;501,3;X;137,3;8159,8
4312203;Maximiliano de Almeida (RS);222,6;7668,8;X;2863,8;1170,7;67,5;231,1;95;X;12319,5
4312252;Minas do Leão (RS);X;11589,3;6;13374,5;6851,3;X;X;6608,1;-;38429,2
4312302;Miraguaí (RS);105,4;5974,8;-;828,1;937,3;X;246,6;152,7;X;8244,9
4312351;Montauri (RS);186,4;5166,2;-;70,5;420,8;X;126,6;68,6;X;6039,1
4312377;Monte Alegre dos Campos (RS);1738,3;5007,2;X;13938,1;2033,3;28;616,7;830,1;X;24191,7
4312385;Monte Belo do Sul (RS);2267,6;191;X;329;23;X;1316;113,9;36,4;4276,9
4312401;Montenegro (RS);3359,6;1916,2;X;6083,1;480,6;239;X;9249,2;339,6;21667,3
4312427;Mormaço (RS);36,4;8808,6;X;708,9;171,3;X;-;802,8;X;10528
4312443;Morrinhos do Sul (RS);2648,3;1255,1;47;1843,6;294,4;X;118,7;X;55,8;6262,9
4312450;Morro Redondo (RS);731;3331,9;X;4435,4;1151,9;X;19;358,8;431,7;10459,7
4312476;Morro Reuter (RS);24,4;540,2;X;246,7;9;-;76,7;1928,9;X;2825,9
4312500;Mostardas (RS);114,3;43999,1;X;42825,5;4897,1;236,8;997,3;13038,5;X;106108,6
4312609;Muçum (RS);117,3;1376,8;-;X;606,1;X;63,8;1346,2;-;3510,2
4312617;Muitos Capões (RS);1629,2;49718,5;X;19711,9;2266,1;X;1124;2158;2023,4;78631,1
4312625;Muliterno (RS);10,9;5731;-;407,8;264,9;-;269,4;158,4;171,8;7014,2
4312658;Não-Me-Toque (RS);65,6;24107,2;X;586,2;1121,8;X;58;300,9;209,5;26449,2
4312674;Nicolau Vergueiro (RS);14,9;9584;X;268,5;528,3;-;X;X;X;10395,7
4312708;Nonoai (RS);186,3;13758,5;X;1467,1;824,1;X;156,9;125,9;268,4;16787,2
4312757;Nova Alvorada (RS);629,8;6383,2;-;431,2;856,8;X;X;X;-;8301
4312807;Nova Araçá (RS);77,7;2682,2;X;452,3;348,3;X;191,3;378;X;4129,8
4312906;Nova Bassano (RS);189;8869,1;3;1130,2;871,9;49,7;1702,8;490;46,8;13352,5
4312955;Nova Boa Vista (RS);118;5665,4;X;468;442;22,7;66,6;101,4;X;6884,1
4313003;Nova Bréscia (RS);80,1;1072,1;-;443,3;770,5;86,8;X;2996,7;X;5449,5
4313011;Nova Candelária (RS);77,9;4462,8;X;256,1;1439,4;38,8;1053,3;49,6;X;7377,9
4313037;Nova Esperança do Sul (RS);22,3;829,2;-;6027,4;4795,8;X;X;128,1;166,3;11969,1
4313060;Nova Hartz (RS);47,1;201,8;-;440,2;33,3;X;X;381,1;57,3;1160,8
4313086;Nova Pádua (RS);1856,8;588,7;5,2;1113,5;12,3;X;X;65,5;204,7;3846,7
4313102;Nova Palma (RS);151,5;11373,8;X;5584,4;315;X;61;116,3;-;17602
4313201;Nova Petrópolis (RS);362,4;2799,1;64,6;1281;117,9;100;1764,9;1606;426,9;8522,8
4313300;Nova Prata (RS);201,6;6239,7;3,7;1967,5;450,6;23;1157,9;408,5;186,3;10638,8
4313334;Nova Ramada (RS);45,5;19421,7;-;839,1;456,9;-;763,8;X;X;21527
4313359;Nova Roma do Sul (RS);1194,7;1203,6;X;112,5;193;X;1445,6;209,3;2040,7;6399,4
4313375;Nova Santa Rita (RS);17,3;4881,7;1,7;3765,7;637,7;30;383;602,5;28,6;10348,2
4313391;Novo Cabrais (RS);76,4;10495,1;X;2381,8;486,3;X;136,2;356,9;161,4;14094,1
4313409;Novo Hamburgo (RS);14,2;971,5;4,2;2891;362,7;58,5;61,6;105,5;18;4487,2
4313425;Novo Machado (RS);46,6;13088,5;X;1315;299,5;X;70,6;138,9;153,7;15112,8
4313441;Novo Tiradentes (RS);60;4316,4;X;451,3;320,3;22,9;15,8;X;26,7;5213,4
4313466;Novo Xingu (RS);107,1;4847,9;-;166,1;444,2;14,5;125,6;67,6;29,5;5802,5
4313490;Novo Barreiro (RS);260;7135,8;-;472,8;360,8;X;16,3;X;38;8283,7
4313508;Osório (RS);209,2;7448,1;304,6;18193,1;1984,7;145;361,3;2498,6;65,4;31210
4313607;Paim Filho (RS);165,8;7575,2;-;1767,5;777,9;40,3;40,7;242,2;1046,1;11655,7
4313656;Palmares do Sul (RS);X;18779,3;X;18036,2;2856,5;804,9;144,5;7259,9;3065,1;50946,4
4313706;Palmeira das Missões (RS);250,3;93361,6;X;2420,7;2548,8;X;579,2;166,9;265,8;99593,3
4313805;Palmitinho (RS);179,7;4674,9;X;1295,2;1530,4;X;344,2;520,9;216,7;8762
4313904;Panambi (RS);65,3;28794,9;26,7;2325,5;1242,8;16;27,9;63;63,1;32625,2
4313953;Pantano Grande (RS);38,5;23277,5;-;13701;11287,5;X;197,3;15073,6;X;63575,4
4314001;Paraí (RS);195,4;4146,3;X;662,1;416;X;246,2;882,5;78,4;6626,9
4314027;Paraíso do Sul (RS);178;9128,9;X;3440,1;411,3;X;785,6;1045,2;163,5;15152,6
4314035;Pareci Novo (RS);1374,2;156,7;118,4;429,8;31,4;X;21,1;178,1;X;2309,7
4314050;Parobé (RS);14;462,7;11,5;2424,9;339,7;41;X;269,3;X;3563,1
4314068;Passa Sete (RS);129,4;8944,8;X;2886,7;1292,9;X;424,4;1272;201,2;15151,4
4314076;Passo do Sobrado (RS);90,7;8567,3;9;6258,3;1029,8;48,2;73,5;439,2;224,7;16740,7
4314100;Passo Fundo (RS);358,2;42304,5;15,2;1699,7;1234,4;X;X;1764,5;256,1;47632,6
4314134;Paulo Bento (RS);107,6;7937,4;X;424,5;368;8,5;51,9;123,4;X;9021,3
4314159;Paverama (RS);134,3;2471,3;X;1348,8;325,6;X;20,7;7324;158,3;11783
4314175;Pedras Altas (RS);97,2;14160,7;X;64594,8;18880,6;X;306,5;9520,7;6909,4;114469,9
4314209;Pedro Osório (RS);X;12059,8;-;20756,6;9976,3;56,5;X;4490,6;506,4;47846,2
4314308;Pejuçara (RS);50;33377,5;X;1216;445,6;X;251,6;32;63;35435,7
4314407;Pelotas (RS);3551,8;47744,3;76,6;17929,9;6178,5;5971,1;763,6;2924,1;168;85307,9
4314423;Picada Café (RS);75,6;560,6;0,2;324,3;90,4;12,5;66;661,8;53,8;1845,2
4314456;Pinhal (RS);1,9;2886,4;-;1039,7;645,5;111,7;33,6;114,7;922,1;5755,6
4314464;Pinhal da Serra (RS);130,2;8585,6;X;10226,7;1006,9;X;1107,6;281,1;2017,5;23355,6
4314472;Pinhal Grande (RS);74,4;21735,1;X;6466;629,5;X;-;74,7;-;28979,7
4314498;Pinheirinho do Vale (RS);170,4;3705,9;X;683;1059,8;72,9;91,7;265,8;X;6049,5
4314506;Pinheiro Machado (RS);763,6;4346,5;2;131918,7;10069,1;424,5;2841,1;9288,1;15377,6;175031,2
4314548;Pinto Bandeira (RS);2919,1;336,1;8,3;696,3;118,9;47,2;677,8;114,4;636,3;5554,4
4314555;Pirapó (RS);156,6;5435,7;X;13145,2;1807,8;X;608;114,7;-;21268
4314605;Piratini (RS);464,9;35246,1;61,7;119386,3;17416;380,8;4187,7;28726,7;4659,7;210529,9
4314704;Planalto (RS);1283,6;4600,3;X;2058,6;731,5;X;100,8;686,2;132,3;9593,3
4314753;Poço das Antas (RS);159;547,4;6,2;338,7;30,4;-;X;2687,1;X;3768,8
4314779;Pontão (RS);48,4;33891,5;X;175,3;2622,2;-;X;437,7;2722,9;39898
4314787;Ponte Preta (RS);20,9;5442;X;205,8;500,8;X;43,9;63,6;X;6277
4314803;Portão (RS);312,5;582,4;15,8;3153,7;1930;31,5;30,5;1246,9;123,9;7427,2
4314902;Porto Alegre (RS);177,9;1258,6;80,8;1044,9;2323,7;53,9;26,8;30,8;93,9;5091,3
4315008;Porto Lucena (RS);329,2;7270,3;X;7671,1;1209,6;X;1117,8;327,3;-;17925,3
4315057;Porto Mauá (RS);81,8;4327,9;-;1743,2;409,6;X;70,9;188,8;X;6822,2
4315073;Porto Vera Cruz (RS);145,6;1440,8;-;4868,3;505,2;-;1972,2;128,3;X;9060,4
4315107;Porto Xavier (RS);197,2;3525,8;X;13749,2;1062,7;32,7;456,9;219,7;X;19244,2
4315131;Pouso Novo (RS);185,4;823,7;X;1093,8;453,2;X;1022,5;1384,9;188,7;5152,2
4315149;Presidente Lucena (RS);82,2;818,9;X;443,3;X;-;197,6;565,9;45,1;2153
4315156;Progresso (RS);190,1;4512,3;X;2445;1950,5;426;297,2;3327,8;X;13148,9
4315172;Protásio Alves (RS);214;3260,6;4,9;1754,6;448,5;25;2184,7;1229,8;166,4;9288,5
4315206;Putinga (RS);2034,9;3467,4;X;1388;694,6;38,3;65,2;2117,6;X;9806
4315305;Quaraí (RS);133,8;16667,1;-;236206,4;20217,1;848,5;1532,8;604,8;2347,9;278558,4
4315313;Quatro Irmãos (RS);X;15812,2;-;377,5;394,9;X;25,5;466,5;46,6;17123,2
4315321;Quevedos (RS);19,5;21159,5;X;19529,7;578,6;-;X;X;48,5;41335,8
4315354;Quinze de Novembro (RS);5,1;9622,8;X;843,6;2087,5;-;-;183,6;X;12742,6
4315404;Redentora (RS);107,8;15585,2;-;2987,8;690,7;21,5;36,8;347,3;13,1;19790,2
4315453;Relvado (RS);218,8;1849,5;X;1003,2;337,9;240,2;X;1669,7;222,9;5542,2
4315503;Restinga Sêca (RS);24,3;44461,5;X;16674;7101;X;-;884,1;-;69144,9
4315552;Rio dos Índios (RS);145,5;9094,9;X;3721,6;1199;X;X;175,1;243,5;14579,6
4315602;Rio Grande (RS);25,5;29132,1;16,9;107053,1;3947,8;647,6;3147,5;11456,6;1555,9;156983
4315701;Rio Pardo (RS);217,9;63166,5;X;50187,4;25692,7;X;345,7;9467,7;942,9;150020,8
4315750;Riozinho (RS);241,4;821,4;4,2;1507,6;172,1;211,8;1656,8;2118,5;510,4;7244,2
4315800;Roca Sales (RS);467,7;3620,4;X;619,1;1475,9;X;232,8;1650,8;X;8066,7
4315909;Rodeio Bonito (RS);91,9;3777;X;603;563,7;32,5;X;266,5;146,5;5481,1
4315958;Rolador (RS);127,3;12488,6;X;5264,1;1656,4;X;139,6;67,4;572,8;20316,2
4316006;Rolante (RS);486,8;1934,4;22,4;3501,4;1247,1;167,3;621,2;1932,8;142,4;10055,8
4316105;Ronda Alta (RS);236,1;30470;X;588,3;522,5;X;373,1;237,2;58,8;32486
4316204;Rondinha (RS);295,3;14244;X;1068,3;1061,2;X;35,5;152;178,4;17034,7
4316303;Roque Gonzales (RS);329,1;9806,1;X;11823,6;1906,5;22;787,6;266,5;X;24941,4
4316402;Rosário do Sul (RS);788,2;80103,3;18;232162,2;29809,8;1404,8;2707,3;6265,1;6382,1;359640,8
4316428;Sagrada Família (RS);74,7;4855,6;6;305,8;140;X;X;12,5;X;5394,6
4316436;Saldanha Marinho (RS);X;15602,7;-;507,1;505,3;-;28;X;X;16643,1
4316451;Salto do Jacuí (RS);6,1;27920,3;X;2357,5;207,5;X;X;26,7;X;30518,1
4316477;Salvador das Missões (RS);173,4;4311,7;X;611,4;923,9;X;159,2;115,3;210,5;6505,4
4316501;Salvador do Sul (RS);90,3;1326,9;X;649,8;311,7;X;38,4;2709,6;75,6;5202,3
4316600;Sananduva (RS);218,7;27720,7;6,4;1771;1447,7;192,5;1007,2;766,3;71,1;33201,6
4316709;Santa Bárbara do Sul (RS);X;81317,8;X;1739;1872,5;9,1;237,5;740,5;220,1;86136,5
4316733;Santa Cecília do Sul (RS);31,5;11042,5;X;506,6;862,7;X;242,8;326,8;62,5;13075,4
4316758;Santa Clara do Sul (RS);109;3304,7;5,9;752,5;380,6;X;53;583,9;X;5189,6
4316808;Santa Cruz do Sul (RS);264,7;16188,6;X;5809,2;1506;X;2562,3;2320,2;524,2;29175,2
4316907;Santa Maria (RS);451,2;53835,8;61;53008,6;10307,2;325,6;318,8;771,1;106,2;119185,5
4316956;Santa Maria do Herval (RS);187,4;2088,1;13,6;672,1;188,7;31,3;211,2;2039,5;34,8;5466,7
4316972;Santa Margarida do Sul (RS);455,5;31062,7;-;33402;6265,8;25;2543,9;4692;670,3;79117,2
4317004;Santana da Boa Vista (RS);285,2;14459,6;-;61445,7;5802;1161,9;512,8;3230,5;4987,4;91885,1
4317103;Sant'Ana do Livramento (RS);1361,8;53011,3;35;524609;35732;1500,9;1981,5;3580,8;10446,7;632259
4317202;Santa Rosa (RS);227,3;20548;13,1;2042,3;1942,3;37,2;1950,4;533,1;28,9;27322,6
4317251;Santa Tereza (RS);1019,6;302,3;2,6;255,5;67,8;71;521,3;136,2;129,6;2505,9
4317301;Santa Vitória do Palmar (RS);-;100400,1;-;144469,9;35660,7;1206,5;303,5;6595,3;1116;289752
4317400;Santiago (RS);278,2;32993,9;X;107549,4;36268,6;X;371,5;163,9;235,6;177861,1
4317509;Santo Ângelo (RS);86,3;33086,7;16,3;4733,4;1826,4;169,1;182,1;338;514,8;40953,1
4317558;Santo Antônio do Palma (RS);145,1;5458,3;X;375,3;255,3;X;446;845,2;222,5;7747,7
4317608;Santo Antônio da Patrulha (RS);226;21259;184,1;38961,6;2756,4;175,9;270,6;844,9;460,7;65139,2
4317707;Santo Antônio das Missões (RS);172;42910;X;74308,2;12663,3;X;634,4;372,1;1583,2;132643,2
4317756;Santo Antônio do Planalto (RS);26;13389,6;-;740,9;1135,5;-;X;X;210,7;15502,7
4317806;Santo Augusto (RS);150,2;32785,7;X;648,6;813,3;X;266,7;226,9;241;35132,4
4317905;Santo Cristo (RS);368,1;13527,3;4;5625,6;3625;113,7;994,7;782,4;278,4;25319,2
4317954;Santo Expedito do Sul (RS);22,8;6586,9;X;562,7;597,3;X;676,4;74,7;X;8520,8
4318002;São Borja (RS);107,7;121631,4;9,8;107977,4;32132,4;3097,8;4445,5;912,6;8641,9;278956,5
4318051;São Domingos do Sul (RS);53,5;2511,5;10,4;692,3;106,8;29,1;91,2;475,1;123,8;4093,7
4318101;São Francisco de Assis (RS);187,3;50781,9;X;121885,2;29060,5;X;3997;6519,4;4066,2;216497,5
4318200;São Francisco de Paula (RS);1036,3;14265,3;3,3;107854,9;14699,2;874,7;3577,8;35548,9;16087,8;193948,2
4318309;São Gabriel (RS);223;159963,1;7,5;235940,6;29091,2;892,5;2066,9;14053,3;6434,7;448672,8
4318408;São Jerônimo (RS);X;12595,7;X;24736,8;2690,7;137;461,2;9345,8;1021,2;50988,4
4318424;São João da Urtiga (RS);151,7;7506;-;775,4;1288,3;20;398,8;276;15,9;10432,1
4318432;São João do Polêsine (RS);116,8;2260,4;-;1543,4;31,9;71,1;X;93;X;4116,6
4318440;São Jorge (RS);392,5;4859,9;X;602,3;435,3;X;1639,4;485,2;X;8414,6
4318457;São José das Missões (RS);39;6557,9;-;246,3;166,1;X;135,4;X;349,2;7493,9
4318465;São José do Herval (RS);310,8;1042,8;X;1225,8;329,7;X;X;795;213;3917,1
4318481;São José do Hortêncio (RS);444,3;863,4;24,4;358,1;36,3;59;X;523,4;X;2308,9
4318499;São José do Inhacorá (RS);30,5;3676,9;X;326,2;573,3;X;942;119,8;57,7;5726,4
4318507;São José do Norte (RS);11;3427,3;X;39936;535,8;X;1930,8;10779,3;125,6;56745,8
4318606;São José do Ouro (RS);74,8;19753,9;X;2893,8;900;X;864,8;424,1;21,9;24933,3
4318614;São José do Sul (RS);983,9;486,2;X;411,4;59,8;58,2;X;546,9;54,4;2600,8
4318622;São José dos Ausentes (RS);460;2985,5;-;45406,3;6904,5;99;7595,6;15911,4;20266,4;99628,7
4318705;São Leopoldo (RS);51,5;115,6;X;221,5;65,5;X;61,9;540,1;11,7;1067,8
4318804;São Lourenço do Sul (RS);392,5;72278,6;146,5;37313,8;15927,6;750,8;879,4;6331,7;1146,7;135167,6
4318903;São Luiz Gonzaga (RS);192,7;64047,5;13;28119,3;6147,7;206,5;4751,3;254,7;715;104447,7
4319000;São Marcos (RS);1429,2;736,2;X;3577,7;513;X;656,8;1070,4;534,3;8517,6
4319109;São Martinho (RS);140,5;10841,4;X;286,2;517,9;19,9;354,2;164,9;X;12325
4319125;São Martinho da Serra (RS);33,5;22084,9;-;22202,2;1254,4;89,5;-;128,7;-;45793,2
4319158;São Miguel das Missões (RS);124,9;67083,1;3,4;25571,9;5682,2;72,1;2566,1;73;563,1;101739,8
4319208;São Nicolau (RS);77,4;16713,7;X;18734,7;1954,3;X;2013,8;153,3;-;39647,2
4319307;São Paulo das Missões (RS);194,3;7598,1;X;4778,5;1716,1;X;1701,8;335,3;238,6;16562,7
4319356;São Pedro da Serra (RS);69,9;520,8;X;112,1;137,5;X;20,5;738,1;X;1598,9
4319364;São Pedro das Missões (RS);43,2;5363,4;-;275,2;99;8,5;X;147,9;X;5937,2
4319372;São Pedro do Butiá (RS);93,2;5364,7;X;972;750,7;X;84,8;97,1;56,1;7418,6
4319406;São Pedro do Sul (RS);120,7;17926;X;32751,5;4132,8;X;87,2;397,8;97;55513
4319505;São Sebastião do Caí (RS);711,2;735,6;202,2;1185,3;89,7;16,9;77,3;1003,7;135,4;4157,3
4319604;São Sepé (RS);43;73446,6;X;66771,2;19974,3;834,7;270,7;3019,4;X;164359,9
4319703;São Valentim (RS);167,1;4859;X;825,4;823,1;85,5;X;408,2;31,9;7200,2
