"";"...1";"area_estabelecimentos";"area_lavouras";"area_producao";"despesas_terra";"qtde_estabelecimentos";"pessoal_ocupado";"salarios";"pessoal_homens";"pessoal_mulheres";"qtde_tratores";"qtde_maquinas";"uso_adubos";"uso_corretivos";"uso_assistencia_tecnica";"uso_agrotoxicos";"uso_conservacao";"uso_irrigacao";"uso_energia";"despesa_insumos";"intensidade_agrotoxico";"despesas_estabelecimentos";"despesas_outras";"despesas_lavouras";"receitas_lavouras";"receitas_estabelecimentos";"CR_sicor";"producao";"pib_agro_municipios"
"148";1503507;55434,2;7394,6;36048;2742;2352;7984;3585;5297;2687;88;139;476;147;142;142;1751;88;1997;5417;0,09647979;19531;429;5901;45746;2207;2460345,35;53672;37908,39
"149";1503606;138052,3;5259,9;56585;3055;1597;5288;7237;3667;1621;188;215;188;48;71;71;1231;46;1305;7894;0,40993789;28807;1600;2806;9879;1482;5699482,55;44797;182797,51
"150";1503705;340233,9;5806,1;17168;15922;3318;13382;16237;8915;4467;262;323;116;72;307;307;3601;52;2729;25506;18,31740614;109005;7947;3141;18987;3170;38926522,15;245952;211096,56
"151";1503804;105866,7;386;1587;4193;728;2408;3448;1512;896;93;132;98;43;28;28;175;9;622;8711;62,1;21890;1419;207;495;656;9196510,9;31656;61166,59
"152";1503903;27668,4;2339,9;19400;781;1481;6664;817;4098;2566;15;22;45;18;93;93;452;21;730;1311;0,41666667;7064;566;2033;10953;1446;266070,87;16960;132981,73
"153";1504059;21956,4;2558,2;10373;3364;801;2659;2572;1746;913;66;96;164;52;49;49;1245;37;654;4719;0,72995781;28208;3291;4034;9627;791;18520594,55;29793;24224,65
"154";1504109;9397,7;937,9;8805;335;441;1467;439;1020;447;9;13;131;43;36;36;584;74;150;410;0,87179487;2289;140;1007;5374;414;539833,86;5361;24009,07
"155";1504208;561117;10879,7;39408;24546;5274;16460;37610;11516;4944;530;730;432;283;304;304;2953;237;4728;47796;8,53303471;187779;14745;9121;23306;5172;95310614,83;373471;376519,42
"156";1504307;10053,8;4018,8;14112;1593;1749;6155;1687;4400;1755;48;50;598;113;41;41;2442;403;1133;2140;0,28009828;7521;616;3872;20845;1746;215780,67;30228;58194,23
"157";1504406;6484,6;1632,5;8683;1272;910;3630;1312;2519;1111;19;19;335;84;46;46;623;227;538;1700;0,78095238;4884;192;2640;11527;888;152145,23;20844;49135,15
"158";1504455;195987;28231,4;89425;5976;3457;13078;38043;9977;3101;277;280;745;418;77;77;966;20;2996;12379;0,0536067;81373;3877;50858;146752;3326;9956118,79;189170;320572,17
"159";1504604;19480,2;5330,6;22015;643;1478;6351;677;4224;2127;25;26;302;123;27;27;1188;78;986;1150;0,02183174;4223;471;3659;19583;1463;827273,04;19931;108751,36
"160";1504703;176054,2;58673,8;270297;36665;5770;23091;61762;16506;6585;481;582;1384;287;383;383;3870;242;2768;40093;0,19496207;137247;5240;116184;232004;5743;16540178,01;290473;250742,94
"161";1504752;58624,1;21672,9;91976;27187;1574;4439;2642;3108;1331;166;315;686;148;94;94;1125;159;1181;27642;38,77113402;42317;586;36963;65135;1555;9967755;74192;44153,56
"162";1504802;125102,8;20562,6;66882;3819;4163;13415;4312;9379;4036;90;98;342;36;158;158;2208;74;3057;4333;0,3;27847;3881;8154;27846;3878;4265027,06;49977;256315,35
"163";1504950;58214,7;6924,5;55484;3223;1370;5788;3571;4015;1773;124;177;483;54;25;25;742;314;543;4573;0,35694051;19974;1267;17132;32294;1173;18277014,11;53098;75369,83
"164";1504976;93161,8;2979,9;7290;3109;1428;4442;3622;2902;1540;124;162;91;61;155;155;705;28;1164;7790;13,47692308;26904;1956;1251;3408;1306;4039798,43;60474;33467,05
"165";1505007;13463;3484,7;13564;8017;901;1994;2125;1486;508;94;115;599;169;58;58;958;208;576;9179;0,29970326;14646;263;10401;19155;900;1115829,03;21243;27834,47
"166";1505031;553644,3;10510,9;26276;22529;1305;3979;17161;3074;905;858;1163;126;113;123;123;444;44;730;37618;29,61176471;125682;10555;10559;35384;1087;18353814,8;185442;189926,81
"167";1505064;588122,7;8376,1;36934;15183;5420;15524;25114;11029;4495;267;318;120;49;333;333;4210;22;4387;31074;1,67501958;173855;8800;3759;15916;5317;37222032,56;254398;271565,13
"168";1505106;110976,3;4113,2;59184;2729;2746;11811;4097;7908;3903;44;48;107;19;74;74;2487;150;1452;4748;0,88648649;24312;2784;4862;21160;2704;3444489,96;62483;253172,58
"169";1505205;27300,1;3425,8;36538;441;3707;12222;1056;7603;4619;21;21;256;39;60;60;2609;128;1269;817;0,00906344;6184;1783;2576;22337;3578;910006,16;43534;240952,82
"170";1505304;86858,4;7685,6;51124;940;2181;10496;2144;6047;4449;32;43;88;23;72;72;1211;69;1227;2999;0,86415094;13776;528;4036;30536;2346;2354027,71;63736;231482,85
"171";1505403;32635,9;2807,9;9743;1276;1159;3203;2030;2576;627;52;57;695;101;68;68;1375;205;912;2378;0,36460554;7938;116;3542;11947;1120;2909510,59;24149;73908,96
"172";1505437;157382,2;1661,6;4862;4510;1207;4817;8522;3083;1734;145;178;112;38;25;25;647;9;1132;9049;3,7;32680;898;1816;7071;1182;3919010,28;70238;49930,62
"173";1505486;510605,4;11587,2;95521;8574;4418;17282;10267;11410;5872;134;143;114;72;128;128;775;19;3541;16485;0,21167728;64805;5930;5495;20252;4234;32293561,49;142153;242166,88
"174";1505502;380223,1;111922,3;472318;155201;1432;8407;36063;6356;2051;734;1230;661;275;341;341;1943;315;968;139279;66,7235387;345961;19901;150526;438861;1325;199292665,19;603816;309229
"175";1505536;65973,5;2611;6069;2221;1292;4752;6658;3380;1372;88;111;304;97;302;302;825;110;1088;5734;1,36523929;26981;1694;2703;9921;1276;3744212,67;88389;195210,98
"176";1505551;98129;1966,9;7291;1590;569;1849;3398;1377;472;39;43;118;23;33;33;181;7;460;3404;55,14285714;10735;329;1270;3750;486;16889757,23;19058;26548,15
"177";1505601;16789,3;1470,4;6238;905;718;2726;1624;2057;669;45;51;430;73;173;173;321;138;473;1938;1,55263158;7122;558;1254;3745;621;2865387,9;17642;8622,31
"178";1505650;170640,9;12797;80040;7248;2719;6412;4959;4681;1731;157;193;179;121;143;143;1461;59;2269;11773;0,18084097;59454;6311;11770;43974;2636;4274176,71;94921;96104,84
"179";1505809;27653,5;3430,9;17405;604;2323;7636;762;4850;2786;19;21;15;6;18;18;1194;2;202;1184;11,14285714;6935;1566;3014;11527;2235;39120,2;17108;256528,23
"180";1505908;189701,1;5124,9;75231;4210;1571;5703;3032;3673;2030;41;75;60;14;59;59;321;11;990;6534;10,7816092;24657;2617;2750;8673;1530;693550,23;48450;63332,14
"181";1506005;89253,5;6404,8;38260;1190;1208;4285;838;2798;1487;32;40;34;10;68;68;99;7;584;1377;0,78125;8358;1115;1958;21232;1168;1022299,24;31738;125284,85
"182";1506138;174580,3;5244,9;14327;7982;986;2841;10756;1937;904;268;320;182;113;46;46;77;26;898;14880;378,83333333;41372;641;6866;14567;880;39854680,76;74006;109397,52
"183";1506161;249887,5;1799,6;7426;21743;1061;3866;21520;3409;457;282;351;190;54;118;118;101;2;1025;37726;721,09090909;141925;10598;3272;5799;958;46029246,05;194957;142154,38
"184";1506187;276816,1;18926,9;38027;19873;1850;5495;15644;4161;1334;317;457;286;159;245;245;1415;16;1095;30550;2275;87394;1699;14927;59111;1677;58064690,58;156289;109456,48
"185";1506195;155081,9;9113,7;57722;1850;2658;7436;3649;5125;2311;154;182;130;59;73;73;566;59;2026;6377;0,05707196;23358;811;3431;18433;2611;6846011,62;69953;80117,55
"186";1506302;11330,5;1934,8;6905;3334;304;1584;1065;1247;337;16;28;191;24;51;51;292;33;157;3464;24,76;5948;67;5344;14849;332;2976939,16;10685;23442,65
"187";1506351;3161,3;3068,5;7417;841;443;1273;3034;902;371;7;9;131;66;110;110;228;54;412;1406;0,0007758;7523;14;6750;4702;406;253067,75;8165;9693,93
"188";1506500;13834,9;4915,1;9182;3312;1153;3798;8779;2826;972;194;211;769;155;225;225;1096;475;1036;51800;0,05461496;100201;1718;6825;24556;1183;2861513,01;571663;91536,61
"189";1506559;50138,5;2822,6;11550;2359;1038;3663;4476;2840;823;47;62;254;37;29;29;252;53;689;2446;0,3507109;11638;696;4724;10394;970;1106960,97;17733;33228,84
"190";1506583;647250,9;38677,1;172036;56979;2788;9630;16221;6166;3464;528;740;424;142;165;165;1111;16;1738;65167;373;508514;4060;326214;109735;2567;111967274,18;249213;169853,07
"191";1506609;15041,8;5146,2;15069;2255;1217;3608;2694;3000;608;128;148;1047;133;121;121;1088;182;854;2612;0,88257576;11083;286;5697;21575;1201;2651622,49;18803;109810,97
"192";1506708;657966,7;64761,2;217830;82789;2047;5859;34539;4039;1820;710;955;106;88;78;78;538;13;1323;102457;85,98360656;217808;7348;104363;190183;1499;129290620,96;349194;197686,86
"193";1506807;95613,2;34535,5;125221;28753;7254;25288;14476;16339;8949;224;401;1287;247;593;593;3548;436;4891;31850;11,26002766;82248;2137;50382;126280;7287;30889170,29;207910;544762,74
"194";1506906;4747,5;1283,6;2670;179;232;684;372;446;238;20;30;74;12;42;42;206;52;184;286;0,07865169;1155;21;167;1120;229;577076,68;3394;5169,81
"195";1507003;17043;14417,5;16977;3566;865;3359;5767;2362;997;124;132;472;231;184;184;1051;350;522;19281;0,09439528;35227;346;4079;14167;865;4915661,58;101924;114107,94
"196";1507102;8750,1;3139,7;10924;2062;579;1700;1949;1248;452;39;43;336;107;99;99;683;203;340;3586;0,11775362;7629;298;2859;8648;614;389774,4;22390;33667,9
"197";1507151;94906,4;1648,6;6576;14885;1013;3835;6656;2599;1236;130;201;67;51;54;54;616;14;919;17676;8,27208481;47048;3394;2169;4908;998;12724560,55;111563;71637,24
"198";1507201;55070,2;26294,8;57930;1748;3146;9760;2194;6410;3350;88;96;466;77;191;191;3751;125;2443;3026;0,06472987;16984;2941;8511;40188;3064;6218445,56;66331;118686,41
"199";1507300;1505348,9;16023,3;87779;52391;6339;22521;59419;15113;7408;1306;1601;474;169;272;272;3409;20;3855;100315;3,67753797;334213;24496;15084;41768;5798;79563368,45;610898;514908,87
"200";1507409;21259,9;7367,3;20135;2264;686;1940;4106;1444;496;126;161;537;120;108;108;378;223;592;3786;0,25722832;12991;552;5621;25624;667;811121,09;66896;70119,22
"201";1507458;197074,1;2778,4;21604;14004;1206;4649;15138;3170;1479;214;251;156;80;108;108;723;15;1069;22211;40,15706806;92923;6300;504;4380;1181;28199746,24;163257;112091,31
"202";1507474;10019,6;745,4;10215;148;516;2179;808;1617;562;6;9;115;18;44;44;412;49;289;527;0,27083333;2614;279;1095;4757;487;22500;6537;25668,26
"203";1507508;59270,7;2686,6;10240;2943;1219;5113;4084;3490;1623;73;100;103;54;90;90;920;56;1064;4853;5,26582278;29812;1360;2404;9757;1188;7242768,65;54150;36463,52
"204";1507607;44922,6;9757;30608;2729;2250;7019;2727;4759;2260;122;157;1009;158;133;133;1259;140;1858;3869;0,55708661;13737;1256;4588;34705;2193;3097547,55;51210;233551,11
"205";1507805;105020,3;13280;100322;2086;2224;6509;1864;4020;2489;28;31;64;25;58;58;2031;66;1364;4070;0,11577774;15312;971;3863;21330;1862;315633,41;48077;41499,48
"206";1507953;126656,9;58557,8;134365;39437;937;7769;21036;6429;1340;475;615;461;150;187;187;1591;228;735;37578;0,44466485;1052199;3938;989731;67938;914;19860673,6;177631;67934,32
"207";1508001;127968,6;31597,9;137395;15166;3050;10046;28291;6993;3053;595;680;1888;752;294;294;1442;480;1964;16873;0,10362068;81491;6453;51965;105115;2876;27390873,08;148419;114143,58
"208";1508035;19493,3;6393,8;17000;2356;3064;10804;4535;7924;2880;109;140;2118;151;71;71;2512;153;2559;4012;4,74193548;15417;1090;10394;30535;3016;164595,77;37339;73929,85
"209";1508050;99159,9;2230;28554;647;726;1890;1090;1263;627;64;73;52;19;3;3;256;20;588;4741;0,91836735;9749;394;1304;4462;650;871832,79;18103;133124,98
"210";1508084;190361;8459,2;25785;13501;1869;6836;14255;4623;2213;323;452;495;243;112;112;1563;14;1770;19636;1,12563971;65753;3691;11159;27237;1783;10236651,91;118445;92515,13
"211";1508126;196813,5;70651,4;253784;39976;1246;4835;10927;3300;1535;422;854;367;159;383;383;822;110;909;27513;18,59689922;123432;25527;34930;351069;1142;13836166,25;703013;749384,68
"212";1508159;299509,6;28019,5;214162;11559;3992;11284;12605;8142;3142;244;304;515;202;230;230;1592;87;3290;17682;0,14543211;80283;6791;29074;107879;3727;18705204,71;208429;151957,94
"213";1508209;7094,7;1257,1;3176;1927;913;2943;1720;1959;984;37;44;389;136;52;52;850;295;704;3040;0,25404157;6869;89;2637;9669;920;1982944,73;49997;66580,24
"214";1508308;175898,1;16161,2;68861;4528;3788;16240;5235;12032;4208;142;193;880;102;270;270;3494;171;1492;5847;0,15436242;34894;3062;10289;109551;4101;9021342,79;82594;271496,75
"215";1508357;118719,9;3486,8;19610;5333;1029;3847;5626;2426;1421;121;161;153;84;137;137;611;130;1021;7716;0,39142091;34248;1177;4619;18200;996;4909602,64;50885;63694,07
"216";1508407;175302,7;1946,7;21044;15396;904;3025;14719;2373;652;220;345;93;28;115;115;446;11;865;21706;405;76776;4664;8326;1830;897;55145941,43;116876;119681,9
"217";1600105;63830,4;1119,6;6227;3;223;963;1128;761;202;4;4;11;6;9;9;5;2;118;134;0,06666667;1937;172;461;1555;203;275597,11;13135;23314,11
"218";1600238;21963,7;1426,4;9810;17669;225;1449;17159;1135;314;22;34;55;54;25;25;209;22;194;17698;17,47887324;142548;1954;832;3436;221;96603,82;39008;13079,76
"219";1600279;25724,1;1215;25981;136;405;1199;1667;913;286;8;15;34;11;78;78;145;14;98;472;0,15337423;5314;1881;1954;5953;412;186132;13488;14134,32
"220";1600303;95343,8;19594,7;55565;12127;1818;6810;7347;4883;1927;153;197;590;432;403;403;1204;463;1627;14705;4,81933842;36666;891;19251;33301;1783;10733085,83;82103;57983,59
"221";1600402;62862,8;4456,3;65317;188;1115;4406;1468;3174;1232;11;14;106;50;201;201;1128;101;730;710;0,01097394;6377;1138;3007;13779;1168;2630983,26;27935;27337,11
"222";1600535;17809,8;4409,2;71956;2449;739;2544;2153;1766;778;72;100;376;189;117;117;506;110;581;3652;0,36317136;11060;354;6448;19967;715;2534788,66;23015;29553,44
"223";1600600;21908,1;1445,6;18145;465;638;2435;2079;1670;765;22;23;333;129;102;102;588;342;611;1507;0,069869;5977;453;1824;8220;695;1808383,4;26320;16871,94
"224";1600709;89936,5;4170,9;25319;1224;325;1176;2332;939;237;20;31;44;29;75;75;226;23;231;2078;0,61666667;7214;477;2257;12382;308;560945,94;21592;35545,02
"225";1700301;9541,4;430,3;1072;970;169;764;3433;525;239;34;47;72;10;25;25;125;24;144;1279;0,33584906;7784;100;4128;7261;168;1079169,86;14000;23251,46
"226";1700350;91391,6;9901,4;17383;11725;328;964;3456;782;182;215;292;96;61;142;142;95;14;314;12887;2516;26985;587;13020;19387;326;23984898,99;39991;51616,9
"227";1700400;93212,4;13639,4;33354;10001;353;1010;3318;795;215;165;226;79;92;62;62;53;4;250;21484;2880;37562;261;14404;21692;344;38686118,99;69321;78463,28
"228";1701002;87900,6;1108;1808;4206;373;1433;5190;974;459;104;146;72;40;17;17;198;1;366;7072;101,5;28232;1331;270;2241;369;13066376,81;46352;30399,47
"229";1701051;15627,7;511;2367;1774;158;543;749;464;79;44;64;50;15;31;31;18;2;126;3022;86;23488;548;392;384;138;3444473,36;12819;6619,5
"230";1701309;58854,2;1614;6339;6927;670;2177;3321;1333;844;72;102;57;22;45;45;420;9;649;9888;77,88235294;48772;1118;1010;2607;644;12918790,27;50570;18248,38
"231";1701903;107920,3;16482,3;43458;24394;959;2629;6606;1804;825;179;273;285;94;62;62;372;7;880;27503;487,83333333;70485;1421;50243;38767;909;27630225,83;69130;64055,26
"232";1702000;328577,7;12713,4;32470;11025;946;2933;10913;2095;838;636;889;182;134;239;239;111;8;900;25310;202,72727273;88846;2523;6397;19790;864;181165052,65;138001;77155,78
"233";1702109;214092;14178,7;23387;8424;1055;3346;17737;2505;841;359;482;222;125;188;188;309;87;998;17892;32,54716981;82588;1456;5796;8992;979;34757590,92;130053;54221,99
"234";1702208;112298,2;4876,1;13264;7835;2113;6199;6070;4083;2116;175;253;188;80;266;266;1143;99;1902;10533;19,3960396;45921;4744;2865;8768;2016;16047301,63;83000;34862,48
"235";1702307;100712,6;3097,9;19902;5797;245;830;5365;664;166;164;256;37;41;100;100;36;5;237;13255;1938;39195;1079;6271;9358;237;13073990,93;98932;28829,18
"236";1702406;154350,2;1299,9;16392;5163;859;3526;6760;2433;1093;256;325;89;28;82;82;356;9;498;8999;54,25;36761;1488;817;2265;791;35544982,26;63297;35034,18
"237";1702554;19073,6;502,5;451;1470;419;1164;1348;888;276;32;50;27;13;68;68;177;3;385;2824;287;8361;231;67;199;410;13779769,08;17856;11886,85
"238";1702901;6450,1;180,7;341;234;150;436;524;288;148;16;20;18;10;20;20;62;10;123;439;86;2492;441;97;676;150;3159013,49;6274;9631,41
"239";1703008;70828,9;5289,5;14362;3089;1030;2079;2399;1561;518;96;124;139;26;50;50;1131;46;867;3511;7,86666667;14589;1221;1727;8989;1024;6704629,74;44955;25031,18
"240";1703073;38499,5;4075,2;11112;3485;250;755;1438;497;258;37;55;29;12;23;23;176;14;171;3382;314,6;7239;94;4908;7359;244;10808262,38;12335;9120,18
"241";1703107;33132,3;677,8;2387;1851;240;725;1544;542;183;93;128;64;27;68;68;77;8;213;3823;9,86206897;16675;401;444;1105;207;16165388,95;23359;15640,51
"242";1703701;65296,7;19998;39442;5783;408;1292;2933;979;313;145;271;138;96;146;146;133;6;377;8149;483,5;17927;571;9049;67214;408;35905052,32;85672;96548,4
"243";1703800;16681,1;390,3;745;1074;207;597;1329;445;152;33;50;21;8;52;52;186;12;166;1837;120;7566;535;125;576;208;3905909,39;16539;6299,31
"244";1703826;11675,2;408;1354;892;201;426;686;297;129;21;26;47;10;130;130;6;12;138;854;6,76470588;8469;2761;163;608;184;275080,69;4688;3714,52
"245";1703842;120820;64255,7;110234;81483;655;3219;12338;2058;1161;272;560;136;81;79;79;665;18;428;71105;6570;124972;5821;120919;268096;637;103579454,93;297411;85666,16
"246";1703867;68719,4;14662,7;18138;23652;374;1281;7305;941;340;221;369;212;85;193;193;82;28;368;24232;461,9375;46316;1798;25766;52146;368;41500455,5;78202;36554,64
"247";1703891;11182;140,6;305;923;158;501;994;341;160;17;20;8;3;6;6;53;3;111;1220;4,69230769;4150;72;130;404;170;4221118,74;5757;4839,51
"248";1703909;113542,5;27618;73253;58601;461;995;7047;714;281;133;254;64;36;21;21;62;3;455;65495;1966,83333333;125621;231;48753;94281;210;95344238,64;159351;65563,31
"249";1705508;56231,5;318,1;231;3274;322;951;4007;729;222;98;139;59;48;36;36;22;14;313;7041;236,75;25272;646;61;677;376;8253476,23;37077;29629,66
"250";1706001;93819;9041,3;19373;6529;741;2463;3132;1557;906;154;266;211;132;185;185;827;12;744;9698;641,5;29009;1966;6581;19772;732;15200698;40957;19898,49
"251";1706100;102788,6;10801,2;32365;14346;483;1865;3789;1239;626;198;324;198;82;224;224;130;11;473;17224;772,33333333;40025;2040;18739;31420;468;27959814,03;55704;26486,56
"252";1706506;40542,8;9790,3;22511;10543;293;1231;5565;868;363;109;178;126;45;35;35;156;16;264;23693;173,04761905;41665;3040;16110;31687;290;11833151,23;79523;53902,07
"253";1707009;75182,5;2789,2;8685;3435;453;1581;4496;1170;411;108;143;98;71;135;135;1100;40;368;5024;2,88700565;24903;2728;10780;6583;450;61177628,4;26446;32823,6
"254";1707207;200051,1;5326,6;13662;8291;1157;3875;17667;2520;1355;267;411;113;103;14;14;219;3;1135;15683;13,35074627;53649;1201;3950;7733;1129;48603650,31;48851;39354,38
"255";1707306;161150,8;7896,6;17569;19303;488;1552;7787;1217;335;363;495;93;67;77;77;97;11;425;22568;1437;52029;1978;18972;29715;470;37649080,53;76822;64500,28
"256";1707405;20878,4;2097,4;4338;784;459;1081;931;738;343;21;23;22;7;25;25;139;17;323;1893;1,6122449;5624;114;572;2465;439;2103901,37;7104;9089,85
"257";1707702;97546,7;1870,3;2736;1482;683;1945;2561;1288;657;78;93;41;25;35;35;462;23;622;3430;21,33333333;14460;1023;201;224;655;15977913,33;26215;19601,68
"258";1708205;371098,4;39737,4;111008;81604;1097;4079;23027;2938;1141;610;1029;251;179;228;228;377;68;998;79668;8148;179919;6880;110390;161745;1060;63434167,91;273244;124424,17
"259";1709005;147441,4;19332,3;88108;14918;908;3931;3838;2819;1112;148;274;115;82;60;60;682;27;727;16308;322,86666667;34541;7108;25236;38297;877;31540160,44;60650;43299,02
"260";1709302;87927,9;14842;26890;17115;669;2267;5756;1618;649;191;313;117;90;134;134;692;19;653;19355;520,22222222;41933;2904;20748;31478;594;34527191,92;53751;45133,25
"261";1709500;90123,6;13407,1;20805;24763;626;1642;6737;1270;372;346;574;296;151;210;210;351;76;608;28989;487,83333333;70737;1267;27454;44688;614;42356127,02;101566;40665,73
"262";1710508;75777,2;9336,9;19743;15517;547;2266;2956;1859;407;135;212;53;33;45;45;332;5;473;16736;4292;30037;887;18205;17342;500;18375848,83;36753;26909,51
"263";1710904;65666,5;14157,5;29436;18918;469;1371;3221;1108;263;101;158;44;31;12;12;266;6;419;19076;3694;36670;1032;27812;58244;468;26918419,98;72077;31306,46
"264";1711506;109720,9;3894,3;8485;2453;624;1518;3233;1036;482;260;318;190;44;51;51;45;6;532;9379;61,25;20207;302;1472;1269;565;23863659,62;25845;20769,07
"265";1712009;5408,6;173,3;768;166;119;452;427;285;167;19;26;60;14;36;36;76;12;124;621;4;2094;159;217;685;122;5616781,34;4093;1996,76
"266";1712454;7863;266,6;626;453;215;475;586;343;132;15;15;86;8;116;116;144;22;185;933;2,5;3196;51;111;643;213;841284,63;7190;4785,16
"267";1712504;127175,5;15959,2;45332;14920;670;2136;5856;1370;766;276;423;309;67;108;108;350;5;637;18820;597,77777778;50142;1299;20295;50310;570;63235635,68;87326;58456,02
