"";"Ano";"Município (Código)";"Município";"area_lavouras";"despesa_insumos";"despesa_lavouras";"despesa_terras";"CR_RECOR";"pessoal_ocupado";"qtde_maquinas";"qtde_tratores";"receita_lavouras";"uso_adubos";"uso_agrotoxicos";"uso_assistencia_tecnica";"uso_corretivos";"producao";"pib_agro";"cluster"
"268";"2006";"1507151";"São Domingos do Araguaia - PA";1010;4843;110;821;8218562,37999999;2367;147;42;457;7;229;70;7;111563;22443;4
"269";"2006";"1507201";"São Domingos do Capim - PA";33047;474;2112;130;1473544,47;9187;55;36;25288;52;36;54;18;66331;29536;6
"270";"2006";"1507300";"São Félix do Xingu - PA";19908;12855;2600;1753;356656500,670006;20183;695;273;10446;314;304;557;18;610898;136989;6
"271";"2006";"1507409";"São Francisco do Pará - PA";4638;721;1698;608;11949076,9;1877;139;54;11292;379;215;82;51;66896;11736;4
"272";"2006";"1507458";"São Geraldo do Araguaia - PA";3005;9266;648;5154;13910736,68;4772;545;175;920;80;520;246;34;163257;45067;9
"273";"2006";"1507466";"São João da Ponta - PA";122;191;90;26;244433,75;106;2;17;861;23;15;13;17;6007;4900;4
"274";"2006";"1507474";"São João de Pirabas - PA";4840;210;365;176;6144495,26999994;1738;317;26;1611;101;25;124;11;6537;9512;4
"275";"2006";"1507508";"São João do Araguaia - PA";6501;1795;678;299;6404909,54;3555;181;41;9340;14;101;112;10;54150;18832;4
"276";"2006";"1507607";"São Miguel do Guamá - PA";51404;1094;1255;484;12502704,68;5350;101;51;303786;512;381;57;29;51210;53822;2
"279";"2006";"1507805";"Senador José Porfírio - PA";16078;626;877;211;25118400,07;2810;303;12;1679;75;121;155;39;48077;17675;4
"281";"2006";"1507953";"Tailândia - PA";3703;1032;2314;427;7575856,31;652;135;83;3982;32;16;24;13;177631;26401;4
"282";"2006";"1507961";"Terra Alta - PA";1316;260;541;173;2833667,03;1008;34;14;1977;194;80;51;65;3032;4531;4
"284";"2006";"1508001";"Tomé-Açu - PA";16863;4614;8983;2879;33158369,7499997;6207;822;373;16319;810;321;279;402;148419;60728;9
"285";"2006";"1508035";"Tracuateua - PA";9102;1566;5669;1165;7490258,29999999;8869;146;41;8774;1571;386;70;85;37339;19855;6
"286";"2006";"1508050";"Trairão - PA";6484;841;1156;157;42188025,09;2721;69;81;5760;31;24;52;9;18103;25074;4
"287";"2006";"1508084";"Tucumã - PA";3466;4190;1044;445;23770849,3800001;3420;240;76;2632;144;150;82;42;118445;37077;4
"288";"2006";"1508100";"Tucuruí - PA";578;353;269;90;15673419,6799999;935;144;21;276;59;21;86;30;35936;25030;4
"289";"2006";"1508126";"Ulianópolis - PA";38346;5220;8400;4759;5153630,07;2027;164;78;241188;14;4;64;7;703013;210541;2
"290";"2006";"1508159";"Uruará - PA";21441;3039;4981;883;37378366,62;8892;184;77;32961;175;258;186;30;208429;58944;6
"291";"2006";"1508209";"Vigia - PA";3318;1099;650;838;8176722,87999996;2544;187;46;3915;269;127;72;52;49997;23610;4
"292";"2006";"1508308";"Viseu - PA";23103;1410;2013;577;19225421,9;9966;822;56;52710;653;76;229;117;82594;48015;6
"293";"2006";"1508357";"Vitória do Xingu - PA";6963;2033;906;400;7606454,99000001;2753;198;54;3135;42;54;95;17;50885;33473;4
"294";"2006";"1508407";"Xinguara - PA";4952;11410;3939;4538;37003381,3100001;2370;412;137;4944;49;255;183;15;116876;37119;4
"296";"2006";"1600105";"Amapá - AP";2688;278;161;11;237218,81;366;2;6;330;10;7;94;5;13135;9301;4
"301";"2006";"1600253";"Itaubal - AP";393;136;158;116;252856,96;93;31;11;885;17;13;24;4;26459;3576;4
"303";"2006";"1600303";"Macapá - AP";6219;826;759;533;3532285,4;1240;115;29;1734;150;42;169;89;82103;18116;4
"304";"2006";"1600402";"Mazagão - AP";7180;51;288;14;3122495,58;1421;22;3;1782;28;15;80;11;27935;9937;4
"306";"2006";"1600535";"Porto Grande - AP";20174;3965;976;3775;7112206,47000001;1484;51;14;9647;226;122;277;109;23015;52156;4
"308";"2006";"1600600";"Santana - AP";2951;594;311;172;2368112,25;376;17;3;1036;39;19;62;13;26320;6130;4
"311";"2006";"1700251";"Abreulândia - TO";1731;1196;284;513;3961747,72;536;151;66;1316;69;27;32;17;45139;2014;4
"312";"2006";"1700301";"Aguiarnópolis - TO";1200;340;811;160;1992099,21;799;64;20;12372;124;77;160;2;14000;2436;4
"313";"2006";"1700350";"Aliança do Tocantins - TO";1631;2077;413;613;2346129,9;554;274;108;1273;36;67;122;19;39991;3752;4
"314";"2006";"1700400";"Almas - TO";2735;3630;97;693;2442672,47;1159;192;82;753;53;5;117;28;69321;9190;4
"315";"2006";"1700707";"Alvorada - TO";3742;3999;4089;2771;3922903,65;306;524;189;3934;71;40;121;64;102450;6507;4
"316";"2006";"1701002";"Ananás - TO";2321;2652;45;959;6841965,93;676;210;76;38;40;45;71;11;46352;4518;4
"317";"2006";"1701051";"Angico - TO";112;413;155;257;12244614,03;809;47;27;215;140;54;47;14;12819;2402;4
"318";"2006";"1701101";"Aparecida do Rio Negro - TO";5497;3322;3989;2969;2307155,39;753;161;64;16467;113;32;54;28;74828;4104;4
"319";"2006";"1701309";"Aragominas - TO";1316;1399;179;231;136918946,5;2563;67;44;426;19;36;376;6;50570;5023;4
"320";"2006";"1701903";"Araguacema - TO";6233;2398;1704;1424;18421434,5;1159;284;115;2729;168;22;234;31;69130;3651;4
"321";"2006";"1702000";"Araguaçu - TO";1442;4619;783;1053;31753270,87;1426;1045;352;1022;158;36;270;83;138001;14721;9
"322";"2006";"1702109";"Araguaína - TO";745;4757;359;1097;53046200,55;3205;631;240;580;161;129;157;101;130053;16288;4
"323";"2006";"1702158";"Araguanã - TO";36;1080;5;223;1420916,75;450;153;45;44;7;9;121;8;39971;4083;4
"324";"2006";"1702208";"Araguatins - TO";3928;1090;617;731;23137902,25;3529;155;55;1919;67;216;447;19;83000;6451;4
"325";"2006";"1702307";"Arapoema - TO";1261;3200;717;862;15725062,61;628;265;81;1212;51;28;87;38;98932;7222;4
"326";"2006";"1702406";"Arraias - TO";4885;3865;9728;2283;4601899,12;2593;384;114;17487;24;9;69;14;63297;14566;4
"327";"2006";"1702554";"Augustinópolis - TO";1477;816;247;387;4733494,13;1208;97;35;340;41;193;138;32;17856;3564;4
"328";"2006";"1702703";"Aurora do Tocantins - TO";716;530;23;176;6038736,53;633;152;39;8;51;8;12;8;67102;2660;4
"329";"2006";"1702901";"Axixá do Tocantins - TO";648;386;275;154;7236422,42;888;36;8;378;14;107;53;4;6274;2596;4
"330";"2006";"1703008";"Babaçulândia - TO";1848;974;213;519;6758705,3;2767;135;68;2089;85;50;115;39;44955;4182;4
"332";"2006";"1703073";"Barra do Ouro - TO";9270;1170;729;1029;280489,87;715;298;24;15617;14;12;18;9;12335;2861;4
"333";"2006";"1703107";"Barrolândia - TO";1939;1165;756;661;50945517,1199999;404;190;56;2383;83;47;90;21;23359;4393;4
"334";"2006";"1703206";"Bernardo Sayão - TO";383;2044;42;310;21721186,63;1611;177;57;109;126;112;129;37;42847;6565;4
"336";"2006";"1703602";"Brasilândia do Tocantins - TO";6395;1930;3462;1453;3820075,25;245;141;50;6957;19;11;12;19;18223;4629;4
"337";"2006";"1703701";"Brejinho de Nazaré - TO";5046;3199;4752;2452;1764463,72;600;367;102;5895;113;30;45;30;85672;6883;4
"338";"2006";"1703800";"Buriti do Tocantins - TO";240;242;3;84;996658,16;481;46;15;10;6;19;103;4;16539;2697;4
"340";"2006";"1703842";"Campos Lindos - TO";43501;22579;31024;22870;32313882,07;1285;518;186;58502;71;48;48;30;297411;22726;9
"341";"2006";"1703867";"Cariri do Tocantins - TO";2735;3094;765;1261;5100178,2;921;472;123;1308;253;50;223;137;78202;4365;4
"342";"2006";"1703883";"Carmolândia - TO";197;1633;31;317;3157662,52;283;54;22;125;23;17;21;9;53091;2644;4
"344";"2006";"1703909";"Caseara - TO";20945;1959;997;1139;13380299,33;951;267;115;1516;209;22;119;46;159351;2474;4
"345";"2006";"1704105";"Centenário - TO";6570;414;563;363;965998,41;823;51;24;6079;7;3;28;4;8657;1980;4
"346";"2006";"1704600";"Chapada de Areia - TO";1092;1032;56;666;29419684,66;262;117;37;81;29;15;21;7;20937;1439;4
"347";"2006";"1705102";"Chapada da Natividade - TO";9522;976;1198;942;7521771,64;967;90;52;3728;7;5;46;12;37445;3916;4
"348";"2006";"1705508";"Colinas do Tocantins - TO";1043;3327;379;799;24621673,38;787;214;67;548;66;38;67;37;37077;7146;4
"350";"2006";"1705607";"Conceição do Tocantins - TO";351;392;106;35;956991,08;817;107;28;14;14;2;60;13;6448;1816;4
"352";"2006";"1706100";"Cristalândia - TO";1087;1644;881;814;12536123,9;605;274;96;372;160;9;155;135;55704;3605;4
"354";"2006";"1706506";"Darcinópolis - TO";28059;2893;3243;2720;36676347,69;1310;87;77;7780;270;41;91;34;79523;4178;4
"355";"2006";"1707009";"Dianópolis - TO";18303;305450;307033;305129;28457841,75;1068;226;87;20902;45;8;50;30;26446;13723;2
"356";"2006";"1707108";"Divinópolis do Tocantins - TO";679;2207;344;540;87259663,1199998;1162;369;145;1121;204;27;162;53;57165;4940;4
"357";"2006";"1707207";"Dois Irmãos do Tocantins - TO";6387;2635;2051;1070;94625627,04;2495;360;138;5133;130;53;312;36;48851;6663;4
"358";"2006";"1707306";"Dueré - TO";8351;38298;4065;37002;7708905,47999999;933;636;197;5495;122;42;167;63;76822;12342;4
"359";"2006";"1707405";"Esperantina - TO";1465;333;222;27;10767230,35;1384;7;9;890;15;57;182;3;7104;2166;4
"360";"2006";"1707553";"Fátima - TO";699;396;91;105;1159779,23;443;69;25;105;61;7;9;24;2430;1763;4
"361";"2006";"1707652";"Figueirópolis - TO";1640;3525;641;1715;12740300,46;528;468;148;2134;112;15;108;57;102432;7026;4
"362";"2006";"1707702";"Filadélfia - TO";2293;1016;576;221;21736813,83;2238;71;40;504;30;43;118;9;26215;5574;4
"363";"2006";"1708205";"Formoso do Araguaia - TO";12151;3799;8024;2616;7078305,59;2865;634;208;15741;205;110;380;56;273244;26380;9
"365";"2006";"1708304";"Goianorte - TO";1358;1706;1043;910;42664525,55;1979;107;58;1720;75;56;22;7;25170;4423;4
"366";"2006";"1709005";"Goiatins - TO";19192;1650;1227;1199;3095480,66;3074;202;84;7576;42;34;48;23;60650;5817;4
"367";"2006";"1709302";"Guaraí - TO";17985;1698;1655;1102;22065010,78;1427;190;110;19964;34;34;68;18;53751;10416;4
"368";"2006";"1709500";"Gurupi - TO";2502;25598;635;946;24649586,17;1415;619;152;335;165;46;174;66;101566;15561;4
"369";"2006";"1709807";"Ipueiras - TO";2661;770;990;721;2275055,25;470;63;33;1410;4;2;10;3;10461;2188;4
"370";"2006";"1710508";"Itacajá - TO";3673;2242;2151;1756;7441851,9;1281;75;38;3563;12;16;129;10;36753;4295;4
"371";"2006";"1710706";"Itaguatins - TO";1571;434;275;216;4971881,69;1351;110;31;82;10;77;49;6;17211;3288;4
"372";"2006";"1710904";"Itapiratins - TO";5602;2883;3414;2476;4594903,77;1085;144;52;6583;16;14;21;11;72077;4555;4
"373";"2006";"1711100";"Itaporã do Tocantins - TO";165;2149;18;391;8502544,94;845;117;53;48;15;134;88;4;35998;4627;4
"374";"2006";"1711506";"Jaú do Tocantins - TO";3882;1272;216;169;7845551,94000001;994;343;139;86;213;21;55;14;25845;3523;4
"375";"2006";"1711803";"Juarina - TO";469;594;55;118;3305413,71999999;893;48;18;9;130;72;45;2;7430;1645;4
"376";"2006";"1711902";"Lagoa da Confusão - TO";16168;4740;6670;4647;30884781,96;1139;342;90;36664;39;18;67;35;353326;25999;4
"378";"2006";"1712009";"Lajeado - TO";92;90;31;38;80696,44;85;21;8;14;24;1;8;6;4093;370;4
"379";"2006";"1712157";"Lavandeira - TO";650;1520;295;1111;845244,33;619;77;23;384;45;19;8;4;5607;10508;4
"381";"2006";"1712454";"Luzinópolis - TO";507;294;567;177;1303895,69;493;59;15;137;27;41;64;11;7190;2947;4
"382";"2006";"1712504";"Marianópolis do Tocantins - TO";2707;2482;808;1439;73485989,24;1603;462;155;746;324;25;277;86;87326;4854;4
"383";"2006";"1712702";"Mateiros - TO";10210;1580;3596;1501;5139357,48;288;129;38;7687;18;6;50;6;100140;15634;4
"384";"2006";"1712801";"Maurilândia do Tocantins - TO";722;453;136;86;922587,81;742;24;11;89;23;31;8;1;8799;1130;4
"385";"2006";"1713205";"Miracema do Tocantins - TO";4554;3467;3298;2368;20621423,66;1591;520;184;7031;388;183;101;46;70899;11211;4
"386";"2006";"1713304";"Miranorte - TO";1286;525;928;327;8454756,76999999;646;172;60;3911;67;33;37;9;53584;6161;4
"387";"2006";"1713601";"Monte do Carmo - TO";9857;5456;4932;3977;11605266,28;2163;398;143;7942;186;45;128;41;87134;8950;4
"388";"2006";"1713700";"Monte Santo do Tocantins - TO";3219;1121;418;523;13567928,14;479;146;55;765;94;44;46;21;15107;2175;4
"389";"2006";"1713809";"Palmeiras do Tocantins - TO";1290;993;151;604;6563646,98;1465;117;44;122;228;129;243;15;21969;3214;4
"391";"2006";"1714203";"Natividade - TO";816;1101;228;479;2929696,1;1030;186;76;822;73;14;95;68;15822;3190;4
"392";"2006";"1714302";"Nazaré - TO";341;324;437;62;3080389,46;923;22;12;1217;51;37;130;5;5976;2240;4
"393";"2006";"1714880";"Nova Olinda - TO";2470;7436;5436;5905;8037718,71000001;2194;361;126;1652;262;143;166;130;36815;8231;4
"394";"2006";"1715002";"Nova Rosalândia - TO";727;854;187;304;2364894,06;425;117;38;313;88;17;43;33;23907;1540;4
"395";"2006";"1715101";"Novo Acordo - TO";796;17161;16992;16997;3215304,03;524;62;29;1401;85;4;25;15;21864;991;4
"396";"2006";"1715150";"Novo Alegre - TO";300;92;21;16;386404,19;315;18;9;25;2;4;16;1;9225;1131;4
"397";"2006";"1715259";"Novo Jardim - TO";242;325;176;160;142871,59;236;111;34;458;24;11;28;17;6074;1472;4
"398";"2006";"1715507";"Oliveira de Fátima - TO";1032;463;532;302;113114,73;191;121;36;457;31;15;14;9;2676;1020;4
"399";"2006";"1715705";"Palmeirante - TO";16819;8902;4363;8287;5310559,92;1574;247;88;11056;50;44;164;40;45322;4909;4
"400";"2006";"1715754";"Palmeirópolis - TO";2825;2810;4255;1790;33129012,32;1120;522;118;5296;216;134;37;66;29409;4473;4
"401";"2006";"1716109";"Paraíso do Tocantins - TO";2260;2915;1578;1815;94551040,07;1064;404;112;1705;163;77;83;33;39347;5821;4
"402";"2006";"1716208";"Paranã - TO";8212;1291;445;105;2899942,73;3832;246;104;101;55;6;73;14;27458;6963;4
"403";"2006";"1716307";"Pau D'Arco - TO";831;2938;443;597;8428656,17;1384;219;78;323;85;51;282;24;96368;3853;4
"404";"2006";"1716505";"Pedro Afonso - TO";16912;6788;11971;6627;8448510,89;638;365;125;16623;49;32;65;14;242221;19311;4
"405";"2006";"1716604";"Peixe - TO";7583;3938;1868;1713;15390414,15;1718;683;280;4958;318;18;100;115;194791;11752;9
"406";"2006";"1716653";"Pequizeiro - TO";584;1319;8;398;37827970,95;1614;98;39;42;53;54;131;7;45470;4550;4
"407";"2006";"1716703";"Colméia - TO";383;1306;286;174;14868894,73;1839;76;24;163;16;100;27;6;31625;4774;4
"408";"2006";"1717008";"Pindorama do Tocantins - TO";874;449;201;150;4162406,2;1147;96;44;151;33;1;7;7;28420;2777;4
"409";"2006";"1717206";"Piraquê - TO";596;2621;130;924;38575210,18;1323;227;116;303;98;107;143;33;46561;4517;4
"410";"2006";"1717503";"Pium - TO";11395;17422;18508;16164;58560825,18;1262;907;291;26812;176;45;256;68;183979;11181;9
"411";"2006";"1717800";"Ponte Alta do Bom Jesus - TO";3897;257;355;24;20376549,54;1829;50;26;238;10;4;88;3;9412;1860;4
"412";"2006";"1717909";"Ponte Alta do Tocantins - TO";7342;1349;644;678;3003414,77;1947;133;58;508;41;10;21;20;22645;5152;4
"413";"2006";"1718006";"Porto Alegre do Tocantins - TO";865;491;638;326;1416747,33;805;107;34;199;92;13;65;20;4719;1057;4
"414";"2006";"1718204";"Porto Nacional - TO";14307;4535;3901;2943;54641003,8299999;2948;614;242;11672;430;77;175;120;203569;21475;9
"415";"2006";"1718303";"Praia Norte - TO";482;230;23;101;4492475,37;445;20;5;44;10;26;26;4;5828;1004;4
"416";"2006";"1718402";"Presidente Kennedy - TO";2312;1877;1908;1609;2926668,09;393;139;52;1347;29;28;19;15;8999;4987;4
"417";"2006";"1718451";"Pugmil - TO";1815;493;177;223;1112306,66;295;91;30;411;57;29;47;17;24730;1485;4
"418";"2006";"1718501";"Recursolândia - TO";455;395;593;311;970318,41;1177;28;10;329;2;7;5;2;7870;1527;4
"419";"2006";"1718550";"Riachinho - TO";918;1095;189;285;6919246,72;1485;74;34;335;157;103;218;11;18523;2023;4
"421";"2006";"1718709";"Rio dos Bois - TO";4691;884;1601;735;10483218,45;413;96;41;6424;79;53;81;45;31189;2123;4
"422";"2006";"1718758";"Rio Sono - TO";1521;935;979;472;5749864,55999999;2294;163;67;1040;131;32;147;23;26226;2913;4
"423";"2006";"1718808";"Sampaio - TO";204;118;102;39;428119;408;20;6;385;9;37;44;3;4606;817;4
"424";"2006";"1718840";"Sandolândia - TO";160;2410;56;665;3768154,28;1501;427;144;28;107;42;124;48;45557;6700;4
"425";"2006";"1718865";"Santa Fé do Araguaia - TO";161;643;39;163;21421674,81;612;92;50;170;50;8;31;39;84245;8021;4
"426";"2006";"1718881";"Santa Maria do Tocantins - TO";2695;888;885;681;4678242,33;913;143;44;1895;21;5;64;16;13404;3311;4
"427";"2006";"1718899";"Santa Rita do Tocantins - TO";1148;9965;1056;1093;1996832,54;768;370;179;547;40;10;184;28;58977;5791;4
"428";"2006";"1718907";"Santa Rosa do Tocantins - TO";6846;3779;4180;3413;9244003,02;1092;276;109;5252;54;22;171;27;81105;5284;4
"429";"2006";"1719004";"Santa Tereza do Tocantins - TO";744;455;240;127;1482943,57;542;28;12;425;66;22;41;10;2261;1350;4
"430";"2006";"1720002";"Santa Terezinha do Tocantins - TO";453;281;47;139;649041,67;669;45;13;50;126;66;23;5;3930;1383;4
"431";"2006";"1720101";"São Bento do Tocantins - TO";5114;2005;705;1495;13178894,68;1162;124;66;124;73;42;123;16;30367;1758;4
"433";"2006";"1720200";"São Miguel do Tocantins - TO";374;1125;677;237;598666,15;481;75;20;56;11;61;38;2;8213;1701;4
"434";"2006";"1720259";"São Salvador do Tocantins - TO";3784;606;112;248;2836318,03;881;158;49;58;149;15;13;11;4928;1405;4
"435";"2006";"1720309";"São Sebastião do Tocantins - TO";1487;296;53;91;2162383,33;743;29;9;30;34;72;174;9;6427;769;4
"436";"2006";"1720499";"São Valério - TO";2894;1244;307;520;7626020,15;1001;298;88;333;114;5;231;57;41221;5439;4
"437";"2006";"1720655";"Silvanópolis - TO";7202;4661;5494;3000;2695236,43;1077;308;95;12029;121;37;61;51;63670;5196;4
"438";"2006";"1720804";"Sítio Novo do Tocantins - TO";858;577;110;277;2019008,87;1077;41;15;169;24;136;81;4;15248;2135;4
"439";"2006";"1720853";"Sucupira - TO";1921;2096;1418;1161;1063465,4;378;322;101;1755;70;23;57;29;47677;4202;4
"440";"2006";"1720903";"Taguatinga - TO";1497;1715;412;432;2464040,56;2374;255;85;54;100;40;196;54;25530;7702;4
"442";"2006";"1720978";"Talismã - TO";8477;2547;387;1025;2178706,03;834;507;215;2557;70;31;115;22;74900;5931;4
"443";"2006";"1721000";"Palmas - TO";5712;3229;2784;2433;10833056,86;2402;225;86;5714;397;51;413;358;72871;7582;9
"444";"2006";"1721109";"Tocantínia - TO";1364;394;348;230;2721694,88;1618;89;25;813;144;36;107;87;16602;1062;4
"445";"2006";"1721208";"Tocantinópolis - TO";416;268;84;69;4492033,5;1093;50;17;50;16;2;20;2;8422;2769;4
"446";"2006";"1721257";"Tupirama - TO";8363;3474;4408;3492;5588773,45;200;198;73;6518;51;30;5;19;27703;4546;4
"447";"2006";"1721307";"Tupiratins - TO";4114;587;1774;576;1986245,73;955;61;22;1924;4;4;1;4;9080;2081;4
"448";"2006";"1722081";"Wanderlândia - TO";2165;1923;1088;1103;16577579,04;1730;216;81;2232;221;69;225;55;16850;5380;4
"449";"2006";"1722107";"Xambioá - TO";2058;2313;554;1020;3786521,59;1181;122;79;1829;27;79;192;13;49254;7218;4
"451";"2006";"2100105";"Afonso Cunha - MA";2253;24;211;27;1444064,1;1745;18;8;462;1;277;1;1;15470;1509;4
"453";"2006";"2100204";"Alcântara - MA";8943;276;260;94;403533,04;6117;13;4;1835;35;16;236;7;6488;5950;4
"454";"2006";"2100303";"Aldeias Altas - MA";6272;226;789;148;1127156,42;3564;52;13;2006;11;492;28;5;41515;5054;4
"455";"2006";"2100402";"Altamira do Maranhão - MA";1526;567;324;171;5518152,37000001;1591;11;8;1174;1;2;84;1;12365;6848;4
"456";"2006";"2100436";"Alto Alegre do Maranhão - MA";809;176;262;52;4020922,61000003;832;36;14;461;7;65;31;1;7354;7586;4
"458";"2006";"2100501";"Alto Parnaíba - MA";29069;11129;14962;10880;20389477,01;2066;398;81;19840;29;18;22;16;191259;21814;4
"460";"2006";"2100600";"Amarante do Maranhão - MA";6224;2666;1642;411;42770590,2899998;10346;2303;135;4752;43;321;366;15;82976;32923;6
"461";"2006";"2100709";"Anajatuba - MA";1807;179;219;23;4616095,3;4774;45;11;561;12;118;32;3;7964;15373;4
"462";"2006";"2100808";"Anapurus - MA";4045;1395;2545;1410;5486759,54999999;3295;118;35;3555;93;40;27;20;36025;16504;4
"464";"2006";"2100873";"Araguanã - MA";8548;451;412;209;3311304,58;2179;62;26;127;51;54;17;5;13379;6994;4
"465";"2006";"2100907";"Araioses - MA";35841;285;1507;157;4503611,89000001;10479;146;30;9591;50;274;63;12;17929;16284;6
"467";"2006";"2101004";"Arari - MA";2909;356;575;181;2485006,73;1729;179;41;2673;44;143;40;16;17972;14612;4
"469";"2006";"2101202";"Bacabal - MA";13978;1798;1415;748;116349528,489999;7203;248;81;4689;129;556;132;54;68279;31280;6
"470";"2006";"2101251";"Bacabeira - MA";673;127;103;71;303926,9;321;100;13;110;10;2;40;4;5104;5485;4
"473";"2006";"2101400";"Balsas - MA";225500;116891;167727;117619;122774848,54;4942;1909;632;275474;378;191;182;131;822856;104499;2
"474";"2006";"2101509";"Barão de Grajaú - MA";25688;191;789;19;1243450,05;3668;39;8;312;20;83;34;3;4447;3280;4
"476";"2006";"2101707";"Barreirinhas - MA";10320;89;503;53;4178951,16000001;4656;9;5;9741;210;6;53;7;15603;21319;4
"477";"2006";"2101731";"Belágua - MA";599;14;252;8;101000;1336;17;3;2623;13;118;7;5;2881;4701;4
"478";"2006";"2101772";"Bela Vista do Maranhão - MA";624;112;211;111;9387949,03000003;674;42;11;2873;123;143;12;8;5760;4356;4
"479";"2006";"2101806";"Benedito Leite - MA";1393;415;290;293;6657416,22000001;999;65;21;339;35;48;23;5;12036;2480;4
"482";"2006";"2101970";"Boa Vista do Gurupi - MA";365;224;97;121;182727,21;751;24;10;104;37;46;5;2;3249;3228;4
"483";"2006";"2102002";"Bom Jardim - MA";16575;2008;655;832;14348248,1399999;6286;103;36;12233;132;39;81;8;56059;33581;4
"485";"2006";"2102077";"Bom Lugar - MA";1453;1083;411;88;8738790,2299999;4290;67;18;455;4;243;15;1;29443;11405;4
"486";"2006";"2102101";"Brejo - MA";15132;5840;7826;5872;24305191,07;7914;169;40;18941;67;200;109;20;62262;30503;6
"488";"2006";"2102200";"Buriti - MA";16853;1595;3116;1562;13612674,03;6742;70;15;1566;19;391;24;4;43954;25281;6
"489";"2006";"2102309";"Buriti Bravo - MA";10889;1032;1587;152;4553915,29;3261;68;22;3462;11;34;47;10;19910;9408;4
"490";"2006";"2102325";"Buriticupu - MA";6864;1026;1409;198;20956680,0399998;4598;1214;16;15760;16;26;29;1;124767;34171;4
"491";"2006";"2102358";"Buritirana - MA";1467;966;384;281;7491337,48000001;2241;46;18;514;39;131;94;6;29779;11301;4
"495";"2006";"2102556";"Campestre do Maranhão - MA";11357;3689;19558;3860;5027908,58;674;332;97;34684;110;74;29;6;87375;13073;4
"497";"2006";"2102705";"Cantanhede - MA";12087;105;576;39;1655735,45;7188;91;39;688;40;82;52;27;7563;7380;4
"498";"2006";"2102754";"Capinzal do Norte - MA";1954;323;213;124;1208914,15;2037;74;22;132;11;208;16;7;29368;7931;4
"499";"2006";"2102804";"Carolina - MA";17027;6995;10032;7098;40669928,68;4169;252;99;12871;64;68;120;39;122114;16196;4
"500";"2006";"2102903";"Carutapera - MA";3917;53;106;8;4505810,4;1568;4;3;1144;5;10;5;1;5949;7454;4
