Município (Código);Município;Arrendamento de terras;Adubos e corretivos;Sementes e mudas;Agrotóxicos;Novas culturas permanentes e silvicultura;Formação de pastagens;Soma
1720499;São Valério (TO);961;7001;2165;2731;4;424;13286
1720655;Silvanópolis (TO);2152;9426;5355;8220;X;608;25761
1720804;Sítio Novo do Tocantins (TO);172;147;29;398;-;652;1398
1720853;Sucupira (TO);1768;7039;2521;6572;X;318;18218
1720903;Taguatinga (TO);219;749;435;330;-;709;2442
1720937;Taipas do Tocantins (TO);X;111;82;X;-;106;299
1720978;Talismã (TO);2166;10564;2221;7420;X;699;23070
1721000;Palmas (TO);4276;9278;4526;7812;27;981;26900
1721109;Tocantínia (TO);X;1847;504;897;-;251;3499
1721208;Tocantinópolis (TO);X;439;298;161;X;313;1211
1721257;Tupirama (TO);858;5081;2883;3471;-;181;12474
1721307;Tupiratins (TO);42;1537;646;977;-;349;3551
1722081;Wanderlândia (TO);60;1321;388;462;X;3362;5593
1722107;Xambioá (TO);261;975;919;2019;2;1719;5895
2100055;Açailândia (MA);17456;29537;8454;10800;9940;3125;79312
2100105;Afonso Cunha (MA);27;X;1101;923;-;27;2078
2100154;Água Doce do Maranhão (MA);43;148;10;3;X;X;204
2100204;Alcântara (MA);X;22;17;1;-;12;52
2100303;Aldeias Altas (MA);1618;1292;67;1684;-;4;4665
2100402;Altamira do Maranhão (MA);290;12;79;59;X;479;919
2100436;Alto Alegre do Maranhão (MA);25;34;28;40;-;92;219
2100477;Alto Alegre do Pindaré (MA);X;44;166;100;-;2595;2905
2100501;Alto Parnaíba (MA);11635;15492;7494;21279;-;151;56051
2100550;Amapá do Maranhão (MA);-;6;8;X;-;223;237
2100600;Amarante do Maranhão (MA);335;1002;1175;3210;11;3828;9561
2100709;Anajatuba (MA);59;54;52;36;-;32;233
2100808;Anapurus (MA);3740;12953;3194;5386;4;37;25314
2100832;Apicum-Açu (MA);7;X;3;-;-;3;13
2100873;Araguanã (MA);8;25;642;134;-;479;1288
2100907;Araioses (MA);207;180;12;25;-;69;493
2100956;Arame (MA);6;391;948;694;-;1981;4020
2101004;Arari (MA);351;748;468;866;-;182;2615
2101103;Axixá (MA);15;56;1;7;X;-;79
2101202;Bacabal (MA);298;228;327;967;X;1343;3163
2101251;Bacabeira (MA);8;40;6;4;-;X;58
2101301;Bacuri (MA);8;X;6;1;-;18;33
2101350;Bacurituba (MA);-;2;1;-;-;-;3
2101400;Balsas (MA);X;79839;54733;117076;X;842;252490
2101509;Barão de Grajaú (MA);54;53;32;32;-;83;254
2101608;Barra do Corda (MA);44;465;2675;1574;-;2215;6973
2101707;Barreirinhas (MA);59;279;48;25;6;X;417
2101731;Belágua (MA);14;1;0;X;-;-;15
2101772;Bela Vista do Maranhão (MA);14;98;40;65;-;308;525
2101806;Benedito Leite (MA);119;1434;675;1140;-;133;3501
2101905;Bequimão (MA);9;13;16;3;-;35;76
2101939;Bernardo do Mearim (MA);X;10;X;93;-;39;142
2101970;Boa Vista do Gurupi (MA);X;9;66;3;X;56;134
2102002;Bom Jardim (MA);3119;1849;1794;1785;X;1040;9587
2102036;Bom Jesus das Selvas (MA);4873;3322;1963;1502;1159;1857;14676
2102077;Bom Lugar (MA);59;341;370;196;-;621;1587
2102101;Brejo (MA);2243;13419;2797;11780;-;65;30304
2102150;Brejo de Areia (MA);201;1;159;188;X;603;1152
2102200;Buriti (MA);2197;4136;1086;3445;-;50;10914
2102309;Buriti Bravo (MA);356;1029;830;1177;-;110;3502
2102325;Buriticupu (MA);3788;13746;3932;7008;X;5896;34370
2102358;Buritirana (MA);369;456;384;1179;-;695;3083
2102374;Cachoeira Grande (MA);18;2;1;1;-;-;22
2102408;Cajapió (MA);14;-;1;2;-;41;58
2102507;Cajari (MA);7;3;105;13;-;232;360
2102556;Campestre do Maranhão (MA);210;4248;1064;4020;-;165;9707
2102606;Cândido Mendes (MA);X;26;11;4;X;49;90
2102705;Cantanhede (MA);25;13;17;65;X;80;200
2102754;Capinzal do Norte (MA);26;12;193;53;-;317;601
2102804;Carolina (MA);4073;15817;15852;17941;X;3482;57165
2102903;Carutapera (MA);X;18;21;X;X;27;66
2103000;Caxias (MA);1251;1643;1190;400;X;66;4550
2103109;Cedral (MA);17;X;1;X;-;-;18
2103125;Central do Maranhão (MA);5;8;6;1;-;-;20
2103158;Centro do Guilherme (MA);X;X;1;8;-;X;9
2103174;Centro Novo do Maranhão (MA);62;171;45;55;-;630;963
2103208;Chapadinha (MA);1287;1673;1433;2499;-;187;7079
2103257;Cidelândia (MA);375;2488;1088;2043;869;1422;8285
2103307;Codó (MA);373;129;265;402;X;428;1597
2103406;Coelho Neto (MA);81;X;7;1568;X;22;1678
2103505;Colinas (MA);329;233;1099;1440;-;248;3349
2103554;Conceição do Lago-Açu (MA);12;30;30;16;-;133;221
2103604;Coroatá (MA);25;28;100;244;-;560;957
2103703;Cururupu (MA);57;19;6;X;-;X;82
2103752;Davinópolis (MA);215;374;193;272;X;67;1121
2103802;Dom Pedro (MA);49;249;161;140;X;351;950
2103901;Duque Bacelar (MA);38;X;3;25;-;7;73
2104008;Esperantinópolis (MA);82;X;277;198;X;336;893
2104057;Estreito (MA);729;2526;897;2595;X;1812;8559
2104073;Feira Nova do Maranhão (MA);33;819;1139;750;X;1009;3750
2104081;Fernando Falcão (MA);X;3467;255;5063;-;200;8985
2104099;Formosa da Serra Negra (MA);X;252;119;251;X;1046;1668
2104107;Fortaleza dos Nogueiras (MA);13;5670;2888;4155;-;1103;13829
2104206;Fortuna (MA);6;126;274;152;X;140;698
2104305;Godofredo Viana (MA);X;6;45;1;-;105;157
2104404;Gonçalves Dias (MA);46;154;91;105;-;X;396
2104503;Governador Archer (MA);22;6;70;41;-;286;425
2104552;Governador Edison Lobão (MA);162;312;181;168;-;249;1072
2104602;Governador Eugênio Barros (MA);56;213;565;173;X;673;1680
2104628;Governador Luiz Rocha (MA);6;446;656;545;-;25;1678
2104651;Governador Newton Bello (MA);103;30;813;133;-;1000;2079
2104677;Governador Nunes Freire (MA);19;50;92;47;X;208;416
2104701;Graça Aranha (MA);19;30;48;89;-;131;317
2104800;Grajaú (MA);1186;10009;5233;5915;59;6801;29203
2104909;Guimarães (MA);33;7;4;0;-;2;46
2105005;Humberto de Campos (MA);1;17;X;X;-;-;18
2105104;Icatu (MA);8;14;1;10;-;-;33
2105153;Igarapé do Meio (MA);3;6;40;48;-;226;323
2105203;Igarapé Grande (MA);X;166;226;100;-;261;753
2105302;Imperatriz (MA);1765;4075;722;801;2926;1008;11297
2105351;Itaipava do Grajaú (MA);X;2;559;334;-;523;1418
2105401;Itapecuru Mirim (MA);79;46;43;39;-;10;217
2105427;Itinga do Maranhão (MA);4456;12270;4189;5090;X;393;26398
2105450;Jatobá (MA);207;434;275;439;-;79;1434
2105476;Jenipapo dos Vieiras (MA);7;15;458;376;-;1746;2602
2105500;João Lisboa (MA);285;868;749;1583;-;685;4170
2105609;Joselândia (MA);11;67;54;350;-;349;831
2105658;Junco do Maranhão (MA);X;37;18;X;X;141;196
2105708;Lago da Pedra (MA);37;24;172;99;-;735;1067
2105807;Lago do Junco (MA);15;146;31;73;-;273;538
2105906;Lago Verde (MA);X;38;319;80;-;777;1214
2105922;Lagoa do Mato (MA);29;120;185;391;-;368;1093
2105948;Lago dos Rodrigues (MA);82;95;49;50;X;247;523
2105963;Lagoa Grande do Maranhão (MA);8;X;147;101;-;615;871
2105989;Lajeado Novo (MA);360;918;717;1009;29;578;3611
2106003;Lima Campos (MA);14;16;28;105;-;109;272
2106102;Loreto (MA);5988;31319;16007;25997;-;510;79821
2106201;Luís Domingues (MA);X;10;111;-;X;239;360
2106300;Magalhães de Almeida (MA);87;344;58;60;-;113;662
2106326;Maracaçumé (MA);X;16;25;10;-;X;51
2106359;Marajá do Sena (MA);12;X;142;61;-;388;603
2106375;Maranhãozinho (MA);15;14;39;18;-;241;327
2106409;Mata Roma (MA);821;6424;1756;5417;-;6;14424
2106508;Matinha (MA);59;21;33;40;-;42;195
2106607;Matões (MA);122;99;319;135;-;207;882
2106631;Matões do Norte (MA);6;35;60;79;X;149;329
2106672;Milagres do Maranhão (MA);140;1707;742;650;-;70;3309
2106706;Mirador (MA);1176;1606;1125;1489;-;474;5870
2106755;Miranda do Norte (MA);18;6;167;6;-;88;285
2106805;Mirinzal (MA);29;167;13;X;-;2;211
2106904;Monção (MA);11;84;75;44;-;900;1114
2107001;Montes Altos (MA);169;382;501;469;-;487;2008
2107100;Morros (MA);1;3;1;0;-;-;5
2107209;Nina Rodrigues (MA);33;3;4;1;X;X;41
2107258;Nova Colinas (MA);X;1085;460;832;-;320;2697
2107308;Nova Iorque (MA);X;241;164;265;-;111;781
2107357;Nova Olinda do Maranhão (MA);7;343;130;273;4;102;859
2107407;Olho d'Água das Cunhãs (MA);29;119;126;99;-;1204;1577
2107456;Olinda Nova do Maranhão (MA);52;31;45;37;-;44;209
2107506;Paço do Lumiar (MA);X;1648;521;126;X;X;2295
2107605;Palmeirândia (MA);36;53;126;28;-;90;333
2107704;Paraibano (MA);186;218;238;249;X;191;1082
2107803;Parnarama (MA);76;4505;1739;2071;-;849;9240
2107902;Passagem Franca (MA);73;1005;478;134;1;304;1995
2108009;Pastos Bons (MA);344;2341;1286;1245;-;673;5889
2108058;Paulino Neves (MA);8;69;7;2;-;X;86
2108108;Paulo Ramos (MA);6;27;211;57;X;344;645
2108207;Pedreiras (MA);304;31;9;113;-;74;531
2108256;Pedro do Rosário (MA);60;12;198;75;-;661;1006
2108306;Penalva (MA);115;54;189;29;3;477;867
2108405;Peri Mirim (MA);7;13;13;3;-;26;62
2108454;Peritoró (MA);23;150;147;39;-;219;578
2108504;Pindaré-Mirim (MA);5;60;63;19;-;185;332
2108603;Pinheiro (MA);267;23;65;9;X;201;565
2108702;Pio XII (MA);15;13;294;94;-;220;636
2108801;Pirapemas (MA);10;X;29;101;X;160;300
2108900;Poção de Pedras (MA);134;53;293;315;-;933;1728
2109007;Porto Franco (MA);320;1328;949;2396;129;742;5864
2109056;Porto Rico do Maranhão (MA);55;X;1;X;-;X;56
2109106;Presidente Dutra (MA);128;129;283;760;X;767;2067
2109205;Presidente Juscelino (MA);82;31;3;2;-;-;118
2109239;Presidente Médici (MA);4;11;67;7;-;81;170
2109270;Presidente Sarney (MA);17;19;11;0;-;188;235
2109304;Presidente Vargas (MA);X;8;5;4;-;X;17
2109403;Primeira Cruz (MA);52;239;2;X;-;-;293
2109452;Raposa (MA);16;613;445;18;-;X;1092
2109502;Riachão (MA);8411;37809;21184;29382;-;1370;98156
2109551;Ribamar Fiquene (MA);793;1111;412;992;X;283;3591
2109601;Rosário (MA);-;2179;5;6;3;49;2242
2109700;Sambaíba (MA);5720;15716;8818;24191;-;274;54719
2109759;Santa Filomena do Maranhão (MA);X;4287;171;326;-;50;4834
2109809;Santa Helena (MA);X;57;19;12;X;178;266
2109908;Santa Inês (MA);1397;146;165;62;-;589;2359
2110005;Santa Luzia (MA);165;10529;9031;3708;X;2016;25449
2110039;Santa Luzia do Paruá (MA);174;163;59;29;4;264;693
2110104;Santa Quitéria do Maranhão (MA);22;90;X;57;-;X;169
2110203;Santa Rita (MA);129;193;85;51;-;82;540
2110237;Santana do Maranhão (MA);32;11;1;0;-;X;44
2110278;Santo Amaro do Maranhão (MA);219;2;2;X;-;-;223
2110302;Santo Antônio dos Lopes (MA);96;39;79;281;18;417;930
2110401;São Benedito do Rio Preto (MA);246;240;438;103;-;X;1027
2110500;São Bento (MA);98;12;52;17;X;54;233
2110609;São Bernardo (MA);117;3753;2391;2980;-;209;9450
2110658;São Domingos do Azeitão (MA);4390;21381;10116;18085;-;173;54145
2110708;São Domingos do Maranhão (MA);121;1148;1019;643;X;1314;4245
2110807;São Félix de Balsas (MA);392;1325;1103;1506;-;170;4496
2110856;São Francisco do Brejão (MA);1171;1207;249;827;442;140;4036
2110906;São Francisco do Maranhão (MA);13;112;116;200;-;104;545
2111003;São João Batista (MA);164;3;17;25;X;128;337
2111029;São João do Carú (MA);172;18;268;7;X;312;777
2111052;São João do Paraíso (MA);477;1002;129;2266;88;1457;5419
2111078;São João do Soter (MA);22;543;168;509;-;57;1299
2111102;São João dos Patos (MA);70;1127;297;966;X;195;2655
2111201;São José de Ribamar (MA);102;1173;335;48;X;3;1661
2111250;São José dos Basílios (MA);68;81;77;82;-;198;506
2111300;São Luís (MA);13;580;128;55;10;X;786
2111409;São Luís Gonzaga do Maranhão (MA);22;34;82;412;X;899;1449
2111508;São Mateus do Maranhão (MA);473;436;574;1326;-;112;2921
2111532;São Pedro da Água Branca (MA);208;4126;376;837;X;968;6515
2111573;São Pedro dos Crentes (MA);-;298;277;946;-;307;1828
2111607;São Raimundo das Mangabeiras (MA);7384;14420;5277;11570;-;878;39529
2111631;São Raimundo do Doca Bezerra (MA);14;3;130;223;-;853;1223
2111672;São Roberto (MA);8;4;97;51;-;385;545
2111706;São Vicente Ferrer (MA);241;3;25;20;-;24;313
2111722;Satubinha (MA);42;32;64;63;-;466;667
2111748;Senador Alexandre Costa (MA);12;143;242;244;-;128;769
2111763;Senador La Rocque (MA);1115;1150;570;652;X;428;3915
2111789;Serrano do Maranhão (MA);12;12;5;-;-;X;29
2111805;Sítio Novo (MA);1010;1388;1029;1495;-;2507;7429
2111904;Sucupira do Norte (MA);505;1048;1045;2069;-;317;4984
2111953;Sucupira do Riachão (MA);12;15;24;18;-;30;99
2112001;Tasso Fragoso (MA);15312;66015;20814;71643;-;91;173875
2112100;Timbiras (MA);49;X;8;75;-;61;193
2112209;Timon (MA);50;296;121;68;19;25;579
2112233;Trizidela do Vale (MA);23;4;124;59;-;116;326
2112274;Tufilândia (MA);8;1;7;5;-;X;21
2112308;Tuntum (MA);172;889;1866;2351;X;2297;7575
2112407;Turiaçu (MA);11;57;3;4;-;34;109
2112456;Turilândia (MA);X;35;9;4;X;45;93
2112506;Tutóia (MA);107;37;10;3;-;4;161
2112605;Urbano Santos (MA);66;568;613;198;X;17;1462
2112704;Vargem Grande (MA);25;20;22;70;-;29;166
2112803;Viana (MA);96;41;98;105;-;103;443
2112852;Vila Nova dos Martírios (MA);843;6794;959;1741;X;1214;11551
2112902;Vitória do Mearim (MA);225;249;338;470;-;146;1428
2113009;Vitorino Freire (MA);70;146;334;197;-;1135;1882
2114007;Zé Doca (MA);232;558;1356;679;X;1704;4529
2200053;Acauã (PI);75;35;39;55;3;73;280
2200103;Agricolândia (PI);38;420;136;485;X;38;1117
2200202;Água Branca (PI);51;179;225;108;-;36;599
2200251;Alagoinha do Piauí (PI);48;12;37;11;5;-;113
2200277;Alegrete do Piauí (PI);28;3;9;3;-;3;46
2200301;Alto Longá (PI);50;353;54;134;20;55;666
2200400;Altos (PI);620;176;81;18;X;54;949
2200459;Alvorada do Gurguéia (PI);26;3411;1898;2675;X;81;8091
2200509;Amarante (PI);42;68;41;38;X;27;216
2200608;Angical do Piauí (PI);3;3;17;14;-;33;70
2200707;Anísio de Abreu (PI);83;2;80;2;-;X;167
2200806;Antônio Almeida (PI);5;2973;2861;3466;-;120;9425
2200905;Aroazes (PI);26;72;15;51;-;17;181
2200954;Aroeiras do Itaim (PI);76;13;14;15;X;14;132
2201002;Arraial (PI);6;9;1;25;-;29;70
2201051;Assunção do Piauí (PI);14;24;105;12;X;X;155
2201101;Avelino Lopes (PI);27;6;60;5;X;147;245
2201150;Baixa Grande do Ribeiro (PI);7298;84098;37397;93160;-;228;222181
2201176;Barra D'Alcântara (PI);9;17;10;68;-;9;113
2201200;Barras (PI);139;243;198;288;X;119;987
2201309;Barreiras do Piauí (PI);8;-;8;1;-;-;17
2201408;Barro Duro (PI);42;229;81;84;X;33;469
2201507;Batalha (PI);228;346;43;167;X;73;857
2201556;Bela Vista do Piauí (PI);-;95;15;4;-;11;125
2201572;Belém do Piauí (PI);29;3;47;24;-;X;103
2201606;Beneditinos (PI);27;87;22;33;X;50;219
2201705;Bertolínia (PI);X;15;27;12;-;X;54
2201739;Betânia do Piauí (PI);-;7;48;18;-;38;111
2201770;Boa Hora (PI);184;1034;278;553;-;13;2062
2201804;Bocaina (PI);79;23;4;7;-;X;113
2201903;Bom Jesus (PI);8878;27648;14635;51286;-;1316;103763
2201919;Bom Princípio do Piauí (PI);20;11;2;X;X;-;33
2201929;Bonfim do Piauí (PI);X;4;78;X;X;5;87
2201945;Boqueirão do Piauí (PI);30;52;2;4;-;-;88
2201960;Brasileira (PI);9;77;13;22;-;65;186
2201988;Brejo do Piauí (PI);20;155;59;33;-;23;290
2202000;Buriti dos Lopes (PI);435;481;29;134;-;17;1096
2202026;Buriti dos Montes (PI);482;20;59;6;X;X;567
2202059;Cabeceiras do Piauí (PI);18;32;26;27;-;64;167
2202075;Cajazeiras do Piauí (PI);16;4;3;34;-;X;57
2202083;Cajueiro da Praia (PI);1163;X;-;-;-;-;1163
2202091;Caldeirão Grande do Piauí (PI);142;0;69;22;X;X;233
2202109;Campinas do Piauí (PI);26;3;44;23;-;10;106
2202117;Campo Alegre do Fidalgo (PI);11;9;36;17;-;33;106
2202133;Campo Grande do Piauí (PI);143;14;90;18;14;X;279
2202174;Campo Largo do Piauí (PI);61;X;25;57;-;47;190
2202208;Campo Maior (PI);218;573;153;42;X;34;1020
2202251;Canavieira (PI);8;8;22;24;X;60;122
2202307;Canto do Buriti (PI);119;5884;4363;14170;-;32;24568
2202406;Capitão de Campos (PI);67;147;9;54;-;X;277
2202455;Capitão Gervásio Oliveira (PI);X;26;23;19;-;19;87
2202505;Caracol (PI);52;11;89;3;-;72;227
2202539;Caraúbas do Piauí (PI);17;15;15;75;-;57;179
2202554;Caridade do Piauí (PI);X;14;17;49;X;56;136
2202604;Castelo do Piauí (PI);159;407;27;23;-;27;643
2202653;Caxingó (PI);22;137;9;35;-;5;208
2202703;Cocal (PI);204;42;31;13;-;22;312
2202711;Cocal de Telha (PI);40;33;4;7;-;-;84
2202729;Cocal dos Alves (PI);31;7;20;7;X;X;65
2202737;Coivaras (PI);64;148;10;12;-;X;234
2202752;Colônia do Gurguéia (PI);96;61;51;31;-;106;345
2202778;Colônia do Piauí (PI);33;59;34;24;-;20;170
2202802;Conceição do Canindé (PI);6;291;97;18;X;40;452
2202851;Coronel José Dias (PI);-;17;24;0;-;-;41
2202901;Corrente (PI);4238;9438;4806;8441;-;389;27312
2203008;Cristalândia do Piauí (PI);3504;X;167;233;-;146;4050
2203107;Cristino Castro (PI);X;44;4;2;-;101;151
2203206;Curimatá (PI);87;163;101;30;-;428;809
2203230;Currais (PI);174;11846;18505;15971;X;397;46893
2203255;Curralinhos (PI);6;1;10;26;-;16;59
2203271;Curral Novo do Piauí (PI);X;3;18;14;X;6;41
2203305;Demerval Lobão (PI);12;107;29;30;X;7;185
2203354;Dirceu Arcoverde (PI);1;53;88;5;-;41;188
2203404;Dom Expedito Lopes (PI);X;9;7;5;X;11;32
2203420;Domingos Mourão (PI);125;23;8;X;-;-;156
2203453;Dom Inocêncio (PI);X;6;22;2;-;34;64
2203503;Elesbão Veloso (PI);26;101;76;129;X;192;524
2203602;Eliseu Martins (PI);X;113;10;26;-;54;203
2203701;Esperantina (PI);117;128;82;179;X;182;688
2203750;Fartura do Piauí (PI);0;8;92;1;-;12;113
2203800;Flores do Piauí (PI);X;9;5;32;-;9;55
2203859;Floresta do Piauí (PI);X;20;1;0;-;X;21
2203909;Floriano (PI);53;302;111;19;X;198;683
2204006;Francinópolis (PI);31;14;21;14;-;19;99
2204105;Francisco Ayres (PI);24;4;3;36;-;4;71
2204154;Francisco Macedo (PI);60;3;19;13;-;X;95
2204204;Francisco Santos (PI);74;31;66;13;44;-;228
2204303;Fronteiras (PI);50;5;39;18;-;X;112
2204352;Geminiano (PI);32;21;18;11;-;X;82
2204402;Gilbués (PI);8487;16890;17990;12843;X;229;56439
2204501;Guadalupe (PI);X;3945;734;877;X;X;5556
2204550;Guaribas (PI);48;277;23;5;-;45;398
2204600;Hugo Napoleão (PI);34;14;40;47;-;13;148
2204659;Ilha Grande (PI);10;22;9;2;-;-;43
2204709;Inhuma (PI);239;328;213;42;5;X;827
2204808;Ipiranga do Piauí (PI);69;205;89;18;X;26;407
2204907;Isaías Coelho (PI);29;6;55;17;-;8;115
2205003;Itainópolis (PI);107;68;43;31;-;35;284
2205102;Itaueira (PI);69;26;130;61;X;89;375
2205151;Jacobina do Piauí (PI);119;7;24;78;X;101;329
2205201;Jaicós (PI);8;42;166;13;2;8;239
2205250;Jardim do Mulato (PI);7;13;8;17;-;6;51
2205276;Jatobá do Piauí (PI);44;164;110;49;X;24;391
2205300;Jerumenha (PI);-;80;1;X;-;-;81
2205359;João Costa (PI);X;X;35;29;-;8;72
2205409;Joaquim Pires (PI);190;21;18;143;-;273;645
2205458;Joca Marques (PI);33;16;21;72;X;72;214
2205508;José de Freitas (PI);215;650;326;149;-;125;1465
2205516;Juazeiro do Piauí (PI);39;138;9;6;X;X;192
2205524;Júlio Borges (PI);X;25;9;13;-;112;159
2205532;Jurema (PI);3;10;28;1;-;X;42
2205540;Lagoinha do Piauí (PI);17;24;62;39;X;X;142
2205557;Lagoa Alegre (PI);9;84;20;42;-;4;159
2205565;Lagoa do Barro do Piauí (PI);X;11;38;4;-;1;54
2205573;Lagoa de São Francisco (PI);14;107;1;21;-;10;153
2205581;Lagoa do Piauí (PI);387;230;11;20;-;X;648
2205599;Lagoa do Sítio (PI);39;24;34;5;-;5;107
2205607;Landri Sales (PI);X;61;29;10;-;55;155
2205706;Luís Correia (PI);612;78;13;36;X;4;743
2205805;Luzilândia (PI);80;19;22;170;-;24;315
2205854;Madeiro (PI);65;15;24;71;-;54;229
2205904;Manoel Emídio (PI);4;4;14;7;X;6;35
2205953;Marcolândia (PI);44;X;31;5;-;X;80
2206001;Marcos Parente (PI);3;42;22;15;-;31;113
2206050;Massapê do Piauí (PI);53;10;27;10;X;12;112
2206100;Matias Olímpio (PI);50;7;11;55;X;117;240
2206209;Miguel Alves (PI);391;289;153;517;X;91;1441
2206308;Miguel Leão (PI);1;15;10;6;-;-;32
2206357;Milton Brandão (PI);53;122;19;13;-;2;209
2206407;Monsenhor Gil (PI);80;124;27;35;-;8;274
2206506;Monsenhor Hipólito (PI);63;30;56;108;X;X;257
2206605;Monte Alegre do Piauí (PI);5012;1763;267;1419;-;474;8935
2206654;Morro Cabeça no Tempo (PI);-;15;4;18;-;X;37
2206670;Morro do Chapéu do Piauí (PI);42;16;12;84;-;58;212
2206696;Murici dos Portelas (PI);32;301;17;44;-;16;410
2206704;Nazaré do Piauí (PI);3;14;26;26;-;3;72
2206720;Nazária (PI);22;41;21;24;1;14;123
2206753;Nossa Senhora de Nazaré (PI);17;150;10;6;-;X;183
2206803;Nossa Senhora dos Remédios (PI);54;3;7;13;-;61;138
2206902;Novo Oriente do Piauí (PI);26;17;17;79;X;67;206
2206951;Novo Santo Antônio (PI);11;16;0;43;-;29;99
2207009;Oeiras (PI);99;209;95;45;X;35;483
2207108;Olho D'Água do Piauí (PI);47;87;118;117;X;56;425
2207207;Padre Marcos (PI);6;23;30;26;-;-;85
2207306;Paes Landim (PI);X;17;30;4;-;2;53
2207355;Pajeú do Piauí (PI);16;12;1852;629;-;X;2509
2207405;Palmeira do Piauí (PI);563;3415;4519;3921;X;396;12814
2207504;Palmeirais (PI);129;309;160;299;-;-;897
2207553;Paquetá (PI);20;3;8;6;-;X;37
2207603;Parnaguá (PI);20;283;378;697;-;1259;2637
2207702;Parnaíba (PI);133;2114;624;225;62;82;3240
2207751;Passagem Franca do Piauí (PI);22;177;73;117;-;41;430
2207777;Patos do Piauí (PI);42;48;39;7;-;50;186
2207793;Pau D'Arco do Piauí (PI);X;22;4;3;X;-;29
2207801;Paulistana (PI);44;92;122;47;2;66;373
2207850;Pavussu (PI);61;3;41;16;-;X;121
2207900;Pedro II (PI);200;270;61;30;X;54;615
2207934;Pedro Laurentino (PI);33;3;39;10;1;17;103
2207959;Nova Santa Rita (PI);9;1;43;15;-;19;87
2208007;Picos (PI);355;102;60;35;-;13;565
2208106;Pimenteiras (PI);81;121;123;23;X;4;352
2208205;Pio IX (PI);42;101;128;20;9;3;303
2208304;Piracuruca (PI);312;1220;141;248;18;147;2086
2208403;Piripiri (PI);177;299;98;147;-;46;767
2208502;Porto (PI);40;10;7;59;X;81;197
2208551;Porto Alegre do Piauí (PI);21;3;1;3;-;28;56
2208601;Prata do Piauí (PI);X;5;5;2;-;X;12
2208650;Queimada Nova (PI);X;5;13;21;-;54;93
2208700;Redenção do Gurguéia (PI);33;2641;687;6519;X;249;10129
2208809;Regeneração (PI);38;1207;3899;1472;-;X;6616
2208858;Riacho Frio (PI);176;365;9;108;-;367;1025
2208874;Ribeira do Piauí (PI);X;27;19;6;-;-;52
2208908;Ribeiro Gonçalves (PI);20515;43978;24413;46387;-;360;135653
