Município (Código);Município;Arrendamento de terras;Adubos e corretivos;Sementes e mudas;Agrotóxicos;Novas culturas permanentes e silvicultura;Formação de pastagens;Soma
4313003;Nova Bréscia (RS);198;968;620;166;5;56;2013
4313011;Nova Candelária (RS);1065;3073;2565;1375;3;40;8121
4313037;Nova Esperança do Sul (RS);1033;2343;881;2476;X;624;7357
4313060;Nova Hartz (RS);87;116;45;34;-;-;282
4313086;Nova Pádua (RS);37;2187;506;5761;336;13;8840
4313102;Nova Palma (RS);1274;4945;1670;4764;X;X;12653
4313201;Nova Petrópolis (RS);240;2438;1694;694;16;7;5089
4313300;Nova Prata (RS);1832;4580;4652;2648;22;524;14258
4313334;Nova Ramada (RS);4310;10893;4577;10756;0;62;30598
4313359;Nova Roma do Sul (RS);277;2541;1299;3285;-;-;7402
4313375;Nova Santa Rita (RS);3116;2828;1530;1298;X;56;8828
4313391;Novo Cabrais (RS);3805;6199;1691;4517;X;118;16330
4313409;Novo Hamburgo (RS);297;935;606;137;-;67;2042
4313425;Novo Machado (RS);2443;10731;6937;8792;17;72;28992
4313441;Novo Tiradentes (RS);915;3701;2325;1241;X;X;8182
4313466;Novo Xingu (RS);1416;4320;3130;2510;X;X;11376
4313490;Novo Barreiro (RS);1951;5196;3096;3064;X;80;13387
4313508;Osório (RS);4938;8030;1091;3373;6;215;17653
4313607;Paim Filho (RS);1313;5597;3588;3598;X;173;14269
4313656;Palmares do Sul (RS);5653;8907;3927;6852;13;263;25615
4313706;Palmeira das Missões (RS);23449;59732;21563;69262;X;X;174006
4313805;Palmitinho (RS);463;3298;1928;693;7;198;6587
4313904;Panambi (RS);5944;15591;7584;23572;X;188;52879
4313953;Pantano Grande (RS);9052;13735;5385;10419;X;514;39105
4314001;Paraí (RS);1196;3533;2584;1635;232;194;9374
4314027;Paraíso do Sul (RS);3050;9762;1338;3932;X;X;18082
4314035;Pareci Novo (RS);131;1602;526;570;X;-;2829
4314050;Parobé (RS);216;388;157;18;-;X;779
4314068;Passa Sete (RS);1363;8492;1864;4356;8;46;16129
4314076;Passo do Sobrado (RS);2029;8933;2763;5167;X;215;19107
4314100;Passo Fundo (RS);12614;25314;6754;26122;3;248;71055
4314134;Paulo Bento (RS);1533;5239;2770;4229;-;131;13902
4314159;Paverama (RS);377;1683;826;484;9;28;3407
4314175;Pedras Altas (RS);9169;11406;4960;11313;X;520;37368
4314209;Pedro Osório (RS);4275;7938;3050;6773;-;905;22941
4314308;Pejuçara (RS);6777;22460;6768;29260;X;X;65265
4314407;Pelotas (RS);11904;29592;10747;18443;14;661;71361
4314423;Picada Café (RS);92;429;391;227;X;X;1139
4314456;Pinhal (RS);1313;1544;1648;587;-;48;5140
4314464;Pinhal da Serra (RS);2916;4631;1376;2723;X;X;11646
4314472;Pinhal Grande (RS);5952;12491;3476;13524;-;419;35862
4314498;Pinheirinho do Vale (RS);923;3084;1978;1057;64;127;7233
4314506;Pinheiro Machado (RS);7923;3146;1568;2508;89;1284;16518
4314548;Pinto Bandeira (RS);1575;2751;1642;7397;619;X;13984
4314555;Pirapó (RS);2070;3594;1929;3494;2;413;11502
4314605;Piratini (RS);9965;11426;7748;10480;115;1463;41197
4314704;Planalto (RS);403;3897;1805;1867;333;417;8722
4314753;Poço das Antas (RS);43;317;197;155;218;X;930
4314779;Pontão (RS);4933;24985;4225;39359;X;105;73607
4314787;Ponte Preta (RS);1005;3633;2161;2507;-;125;9431
4314803;Portão (RS);471;873;404;194;61;44;2047
4314902;Porto Alegre (RS);740;1651;767;178;15;25;3376
4315008;Porto Lucena (RS);719;4992;2837;2221;14;351;11134
4315057;Porto Mauá (RS);906;3395;2376;1792;26;133;8628
4315073;Porto Vera Cruz (RS);136;836;398;207;X;99;1676
4315107;Porto Xavier (RS);773;1556;936;548;9;74;3896
4315131;Pouso Novo (RS);166;627;246;143;24;68;1274
4315149;Presidente Lucena (RS);108;489;165;104;-;X;866
4315156;Progresso (RS);283;5179;1095;1304;9;119;7989
4315172;Protásio Alves (RS);514;2232;1406;1453;-;39;5644
4315206;Putinga (RS);452;3847;1674;688;144;310;7115
4315305;Quaraí (RS);17026;9586;3278;4689;41;715;35335
4315313;Quatro Irmãos (RS);3260;10622;5029;12262;-;31;31204
4315321;Quevedos (RS);7361;10339;2541;12940;-;216;33397
4315354;Quinze de Novembro (RS);2597;8581;3470;6391;2;58;21099
4315404;Redentora (RS);2713;6378;3620;5604;X;163;18478
4315453;Relvado (RS);210;1380;927;296;31;157;3001
4315503;Restinga Sêca (RS);14344;21041;6173;16839;X;X;58397
4315552;Rio dos Índios (RS);2460;6723;5103;5124;6;166;19582
4315602;Rio Grande (RS);8547;18667;4219;12199;201;1796;45629
4315701;Rio Pardo (RS);31426;40479;15743;38504;33;1534;127719
4315750;Riozinho (RS);60;401;385;74;16;6;942
4315800;Roca Sales (RS);1092;1487;1100;697;2;51;4429
4315909;Rodeio Bonito (RS);556;3775;3255;1435;4;277;9302
4315958;Rolador (RS);2645;7396;4409;5189;X;280;19919
4316006;Rolante (RS);226;1026;448;216;X;X;1916
4316105;Ronda Alta (RS);6136;19510;10578;16965;55;39;53283
4316204;Rondinha (RS);3237;11504;7010;7982;1;56;29790
4316303;Roque Gonzales (RS);2208;5397;3037;4063;60;226;14991
4316402;Rosário do Sul (RS);38053;34049;21873;36964;X;2364;133303
4316428;Sagrada Família (RS);1728;3699;2611;2482;-;17;10537
4316436;Saldanha Marinho (RS);3608;11561;4918;13159;X;499;33745
4316451;Salto do Jacuí (RS);4353;13619;5260;13950;-;X;37182
4316477;Salvador das Missões (RS);989;4125;2552;2899;X;X;10565
4316501;Salvador do Sul (RS);111;721;649;192;15;6;1694
4316600;Sananduva (RS);5039;14627;7126;14716;2;338;41848
4316709;Santa Bárbara do Sul (RS);11584;51580;18515;60738;-;23;142440
4316733;Santa Cecília do Sul (RS);2185;6478;2895;7203;X;76;18837
4316758;Santa Clara do Sul (RS);1031;2369;1561;801;X;14;5776
4316808;Santa Cruz do Sul (RS);2782;17585;4758;6180;20;370;31695
4316907;Santa Maria (RS);21404;26664;9358;30676;44;984;89130
4316956;Santa Maria do Herval (RS);204;1498;1021;547;X;X;3270
4316972;Santa Margarida do Sul (RS);9126;13493;4849;15868;222;626;44184
4317004;Santana da Boa Vista (RS);4982;10734;2811;5618;-;51;24196
4317103;Sant'Ana do Livramento (RS);35293;24997;9847;44257;34;2534;116962
4317202;Santa Rosa (RS);4325;15073;9807;11461;32;366;41064
4317251;Santa Tereza (RS);183;1100;248;1420;110;3;3064
4317301;Santa Vitória do Palmar (RS);44841;55369;16144;42512;-;2635;161501
4317400;Santiago (RS);23869;20785;6566;19400;7;1764;72391
4317509;Santo Ângelo (RS);6239;19923;8458;15654;5;264;50543
4317558;Santo Antônio do Palma (RS);1104;3435;1543;2951;8;216;9257
4317608;Santo Antônio da Patrulha (RS);6780;9674;4118;5931;6;284;26793
4317707;Santo Antônio das Missões (RS);24907;28762;13997;26443;1;393;94503
4317756;Santo Antônio do Planalto (RS);4730;7681;4300;9107;X;X;25818
4317806;Santo Augusto (RS);5162;25499;9929;29804;4;194;70592
4317905;Santo Cristo (RS);2585;11920;7069;3952;211;1671;27408
4317954;Santo Expedito do Sul (RS);885;4073;1585;3891;X;-;10434
4318002;São Borja (RS);35932;80566;22031;58916;65;2470;199980
4318051;São Domingos do Sul (RS);340;1676;1229;1131;X;56;4432
4318101;São Francisco de Assis (RS);18946;27324;10146;22311;9;2008;80744
4318200;São Francisco de Paula (RS);13541;17317;13002;14458;33;522;58873
4318309;São Gabriel (RS);57122;55691;27909;74050;116;3473;218361
4318408;São Jerônimo (RS);2611;8701;1695;4613;X;358;17978
4318424;São João da Urtiga (RS);1064;4786;3009;4000;X;834;13693
4318432;São João do Polêsine (RS);1857;1504;575;910;X;X;4846
4318440;São Jorge (RS);1011;5168;2630;3452;X;X;12261
4318457;São José das Missões (RS);2096;3788;2499;3631;-;49;12063
4318465;São José do Herval (RS);260;486;229;221;16;16;1228
4318481;São José do Hortêncio (RS);199;911;439;222;30;X;1801
4318499;São José do Inhacorá (RS);713;2130;1484;1129;12;220;5688
4318507;São José do Norte (RS);1185;3370;1332;2327;X;134;8348
4318606;São José do Ouro (RS);4497;12808;5560;12953;17;59;35894
4318614;São José do Sul (RS);61;822;128;181;X;X;1192
4318622;São José dos Ausentes (RS);3331;7614;4268;5705;137;75;21130
4318705;São Leopoldo (RS);64;133;97;16;X;27;337
4318804;São Lourenço do Sul (RS);7905;52965;14038;23744;61;1442;100155
4318903;São Luiz Gonzaga (RS);16659;41397;21554;46023;49;928;126610
4319000;São Marcos (RS);856;2290;1149;4103;80;54;8532
4319109;São Martinho (RS);4339;9395;4016;7093;9;240;25092
4319125;São Martinho da Serra (RS);9360;12135;2919;17604;X;115;42133
4319158;São Miguel das Missões (RS);19225;35767;12562;32645;4;743;100946
4319208;São Nicolau (RS);5169;12111;6606;13464;X;582;37932
4319307;São Paulo das Missões (RS);1280;5944;3101;2193;22;764;13304
4319356;São Pedro da Serra (RS);X;524;322;80;12;X;938
4319364;São Pedro das Missões (RS);1794;3714;2207;3435;-;42;11192
4319372;São Pedro do Butiá (RS);1586;4986;2509;3093;4;178;12356
4319406;São Pedro do Sul (RS);5068;8524;2504;8462;X;698;25256
4319505;São Sebastião do Caí (RS);269;1652;1546;710;11;24;4212
4319604;São Sepé (RS);22773;30276;11815;26492;1;955;92312
4319703;São Valentim (RS);806;3930;1890;1820;X;162;8608
4319711;São Valentim do Sul (RS);459;1526;856;1683;67;30;4621
4319737;São Valério do Sul (RS);1544;4110;2411;4151;0;39;12255
4319752;São Vendelino (RS);31;218;161;53;17;4;484
4319802;São Vicente do Sul (RS);14678;21114;6961;18411;X;X;61164
4319901;Sapiranga (RS);221;716;363;265;X;X;1565
4320008;Sapucaia do Sul (RS);82;97;24;X;X;-;203
4320107;Sarandi (RS);4766;16732;10228;14571;X;X;46297
4320206;Seberi (RS);1703;13750;8463;8455;10;324;32705
4320230;Sede Nova (RS);2171;6500;4085;5193;4;235;18188
4320263;Segredo (RS);1325;9993;2144;4679;4;78;18223
4320305;Selbach (RS);2733;11351;5866;7405;-;-;27355
4320321;Senador Salgado Filho (RS);1314;7493;3013;7763;X;279;19862
4320354;Sentinela do Sul (RS);1905;3634;1103;2907;X;X;9549
4320404;Serafina Corrêa (RS);1187;6082;4225;3164;X;356;15014
4320453;Sério (RS);87;1315;233;323;X;X;1958
4320503;Sertão (RS);4245;18369;7283;19303;X;242;49442
4320552;Sertão Santana (RS);1134;5292;781;1951;24;19;9201
4320578;Sete de Setembro (RS);1136;4518;1894;4467;1;452;12468
4320602;Severiano de Almeida (RS);833;3333;2931;1715;64;170;9046
4320651;Silveira Martins (RS);1093;2085;654;2677;-;X;6509
4320677;Sinimbu (RS);910;10405;1316;2840;33;92;15596
4320701;Sobradinho (RS);1193;4863;1240;2538;5;148;9987
4320800;Soledade (RS);13194;25729;6956;20343;31;849;67102
4320859;Tabaí (RS);431;359;224;77;178;9;1278
4320909;Tapejara (RS);3374;10717;4127;9209;X;766;28193
4321006;Tapera (RS);3391;10040;4541;8929;X;X;26901
4321105;Tapes (RS);17915;14636;8467;24259;-;436;65713
4321204;Taquara (RS);1268;1798;808;432;17;48;4371
4321303;Taquari (RS);3050;3528;1859;1433;X;X;9870
4321329;Taquaruçu do Sul (RS);469;3189;1961;1399;3;270;7291
4321352;Tavares (RS);2349;4455;1203;2948;11;200;11166
4321402;Tenente Portela (RS);3723;10581;6506;6845;77;244;27976
4321436;Terra de Areia (RS);245;1516;196;604;-;-;2561
4321451;Teutônia (RS);1091;3650;2464;870;47;167;8289
4321469;Tio Hugo (RS);921;2494;3516;2312;-;X;9243
4321477;Tiradentes do Sul (RS);1803;7746;5163;3483;X;204;18399
4321493;Toropi (RS);871;2725;1010;1769;X;X;6375
4321501;Torres (RS);1966;2976;714;1457;X;X;7113
4321600;Tramandaí (RS);409;453;101;198;X;X;1161
4321626;Travesseiro (RS);273;1195;521;181;X;X;2170
4321634;Três Arroios (RS);1223;3857;2752;2807;33;204;10876
4321667;Três Cachoeiras (RS);629;2186;137;487;X;X;3439
4321709;Três Coroas (RS);62;336;242;67;X;X;707
4321808;Três de Maio (RS);5636;15855;10427;12908;13;1311;46150
4321832;Três Forquilhas (RS);404;1502;602;512;-;-;3020
4321857;Três Palmeiras (RS);3310;7256;3808;4854;X;81;19309
4321907;Três Passos (RS);2444;9169;4594;6074;39;639;22959
4321956;Trindade do Sul (RS);2540;10446;5246;7694;31;81;26038
4322004;Triunfo (RS);5637;8803;3622;3018;24;119;21223
4322103;Tucunduva (RS);2710;10101;7826;7829;14;80;28560
4322152;Tunas (RS);1087;5192;983;2634;X;169;10065
4322186;Tupanci do Sul (RS);1812;4089;1907;3606;-;100;11514
4322202;Tupanciretã (RS);33935;72785;15159;95124;28;711;217742
4322251;Tupandi (RS);402;677;368;129;-;X;1576
4322301;Tuparendi (RS);2451;10816;7780;9430;24;460;30961
4322327;Turuçu (RS);803;5864;1785;3179;-;129;11760
4322343;Ubiretama (RS);959;5695;2585;3903;6;675;13823
4322350;União da Serra (RS);823;3345;2372;1820;X;X;8360
4322376;Unistalda (RS);4642;3746;1422;4149;X;171;14130
4322400;Uruguaiana (RS);53585;48362;15704;35940;44;3292;156927
4322509;Vacaria (RS);17892;36807;25133;93732;1316;870;175750
4322525;Vale Verde (RS);3607;10274;2173;4577;-;28;20659
4322533;Vale do Sol (RS);2041;15241;2632;4871;88;200;25073
4322541;Vale Real (RS);47;448;252;431;4;1;1183
4322558;Vanini (RS);431;2147;1167;1189;X;94;5028
4322608;Venâncio Aires (RS);4706;30033;6497;9395;32;163;50826
4322707;Vera Cruz (RS);2320;10873;2157;3709;3;234;19296
4322806;Veranópolis (RS);633;3380;2033;4301;435;97;10879
4322855;Vespasiano Corrêa (RS);755;3364;2019;1914;23;47;8122
4322905;Viadutos (RS);2178;6500;5049;4607;X;366;18700
4323002;Viamão (RS);17722;15813;5958;7535;3;215;47246
4323101;Vicente Dutra (RS);560;7359;3565;3957;X;170;15611
4323200;Victor Graeff (RS);4028;12349;7536;12555;0;381;36849
4323309;Vila Flores (RS);287;1956;1165;1106;X;X;4514
4323358;Vila Lângaro (RS);2454;7784;2382;6161;X;50;18831
4323408;Vila Maria (RS);1209;7825;3684;4636;47;253;17654
4323457;Vila Nova do Sul (RS);2543;3167;1561;4094;-;490;11855
4323507;Vista Alegre (RS);779;3803;2088;1194;8;446;8318
4323606;Vista Alegre do Prata (RS);455;1785;1550;1061;39;87;4977
4323705;Vista Gaúcha (RS);1129;3285;2628;1579;14;312;8947
4323754;Vitória das Missões (RS);1178;5184;2955;5703;X;334;15354
4323770;Westfália (RS);206;1010;709;278;81;88;2372
4323804;Xangri-lá (RS);280;167;36;X;-;3;486
5000203;Água Clara (MS);7956;14690;1110;3815;304;3086;30961
5000252;Alcinópolis (MS);7229;7498;3672;9088;-;1688;29175
5000609;Amambai (MS);103634;54464;26145;34903;152;3693;222991
5000708;Anastácio (MS);2840;6231;2269;2528;27;2213;16108
5000807;Anaurilândia (MS);1210;6137;1979;2851;X;988;13165
5000856;Angélica (MS);221719;111177;2071;75723;-;519;411209
5000906;Antônio João (MS);12794;41647;15511;24870;-;913;95735
5001003;Aparecida do Taboado (MS);3430;16156;1503;13529;235;1265;36118
5001102;Aquidauana (MS);27222;2718;1317;928;X;2190;34375
5001243;Aral Moreira (MS);36491;83929;52890;61895;X;X;235205
5001508;Bandeirantes (MS);18718;43896;24060;33522;241;1085;121522
5001904;Bataguassu (MS);3160;5735;2281;2714;-;1198;15088
5002001;Batayporã (MS);6969;16921;5914;11076;X;1136;42016
5002100;Bela Vista (MS);8294;9686;4021;3717;X;1236;26954
5002159;Bodoquena (MS);2782;3321;1164;1821;X;411;9499
5002209;Bonito (MS);20249;25013;15889;25717;X;1481;88349
5002308;Brasilândia (MS);1996;10034;2106;2941;X;2314;19391
5002407;Caarapó (MS);48902;85846;43962;53799;X;X;232509
5002605;Camapuã (MS);7816;15465;5645;9551;-;4242;42719
5002704;Campo Grande (MS);15605;45849;21150;24787;51;5580;113022
5002803;Caracol (MS);422;1264;869;256;-;1213;4024
5002902;Cassilândia (MS);4242;9945;3339;5652;-;1003;24181
5002951;Chapadão do Sul (MS);17806;81929;35871;91432;X;3392;230430
5003108;Corguinho (MS);419;1758;356;622;-;814;3969
5003157;Coronel Sapucaia (MS);5691;12612;5490;10820;-;456;35069
5003207;Corumbá (MS);7321;2139;3112;2486;3;4200;19261
5003256;Costa Rica (MS);73000;126325;51211;97561;-;1419;349516
5003306;Coxim (MS);5199;7772;1955;4275;X;2506;21707
5003454;Deodápolis (MS);4882;7976;5741;5840;X;552;24991
5003488;Dois Irmãos do Buriti (MS);2228;9597;2040;4828;1453;1089;21235
5003504;Douradina (MS);5635;7748;7577;8536;X;131;29627
5003702;Dourados (MS);45430;103762;76601;98219;X;1189;325201
5003751;Eldorado (MS);7899;24691;8763;8456;-;680;50489
5003801;Fátima do Sul (MS);4547;6577;6422;5050;-;38;22634
5003900;Figueirão (MS);16036;6833;2227;3485;104;4752;33437
5004007;Glória de Dourados (MS);2277;3661;1301;794;X;785;8818
5004106;Guia Lopes da Laguna (MS);3619;8622;3194;5675;X;468;21578
5004304;Iguatemi (MS);3702;8870;2680;3369;4;1179;19804
5004403;Inocência (MS);20075;5489;1212;1285;X;2518;30579
5004502;Itaporã (MS);22637;53835;44434;54320;-;208;175434
5004601;Itaquiraí (MS);13455;24715;18282;27121;1;2964;86538
5004700;Ivinhema (MS);10829;12028;5046;4787;75;1646;34411
5004809;Japorã (MS);1761;1794;703;1014;X;596;5868
5004908;Jaraguari (MS);4375;14112;3785;4232;12;1515;28031
5005004;Jardim (MS);8605;7100;2464;5077;X;1230;24476
5005103;Jateí (MS);11851;13468;5539;12265;X;753;43876
5005152;Juti (MS);6081;14535;8553;8945;X;1323;39437
5005202;Ladário (MS);20;160;11;16;-;10;217
5005251;Laguna Carapã (MS);30850;142658;67946;77328;-;205;318987
5005400;Maracaju (MS);184041;186531;112015;168572;X;X;651159
5005608;Miranda (MS);4587;3805;2502;3284;X;2041;16219
5005681;Mundo Novo (MS);4469;7461;4384;4579;X;405;21298
5005707;Naviraí (MS);40991;40709;23957;38991;107;2837;147592
5005806;Nioaque (MS);3303;5417;1439;1453;X;1912;13524
5006002;Nova Alvorada do Sul (MS);40329;117976;6502;31800;7;838;197452
5006200;Nova Andradina (MS);41636;64838;6954;29071;98;1959;144556
5006259;Novo Horizonte do Sul (MS);3888;4105;1485;1379;-;428;11285
5006275;Paraíso das Águas (MS);12255;41420;15019;40259;-;6015;114968
5006309;Paranaíba (MS);12800;11578;1381;4204;112;1682;31757
5006358;Paranhos (MS);3053;6220;1387;2046;X;296;13002
5006408;Pedro Gomes (MS);3008;6391;2407;5830;X;2016;19652
5006606;Ponta Porã (MS);77774;197088;101071;168777;5;2668;547383
5006903;Porto Murtinho (MS);9318;6028;2414;9424;X;12212;39396
5007109;Ribas do Rio Pardo (MS);15288;51240;4920;17542;2833;22091;113914
5007208;Rio Brilhante (MS);79356;105011;58988;84264;X;1227;328846
5007307;Rio Negro (MS);1536;4178;1052;1594;-;X;8360
5007406;Rio Verde de Mato Grosso (MS);9698;12594;6998;9589;X;4058;42937
5007505;Rochedo (MS);3349;8937;841;1356;-;1541;16024
5007554;Santa Rita do Pardo (MS);3819;6666;838;373;531;2239;14466
5007695;São Gabriel do Oeste (MS);19148;91793;46103;74726;-;802;232572
5007703;Sete Quedas (MS);13394;22356;7632;16259;-;1505;61146
5007802;Selvíria (MS);690;4341;7812;1679;X;926;15448
5007901;Sidrolândia (MS);23353;123055;62554;110503;41;1430;320936
5007935;Sonora (MS);11827;35208;16495;32333;X;1123;96986
5007950;Tacuru (MS);4931;11582;5302;9259;X;1845;32919
5007976;Taquarussu (MS);3611;3833;1306;1534;X;210;10494
5008008;Terenos (MS);4412;12197;2899;4344;X;844;24696
5008305;Três Lagoas (MS);231693;78337;18881;27672;X;1937;358520
5008404;Vicentina (MS);170653;82132;3394;53824;-;236;310239
5100102;Acorizal (MT);158;981;247;253;X;256;1895
5100201;Água Boa (MT);22810;121060;47205;80318;X;X;271393
5100250;Alta Floresta (MT);9669;26846;8873;18849;123;11043;75403
5100300;Alto Araguaia (MT);11988;32020;10404;23548;-;953;78913
5100359;Alto Boa Vista (MT);171;7643;8175;10250;-;925;27164
5100409;Alto Garças (MT);16455;68999;26176;91671;-;322;203623
5100508;Alto Paraguai (MT);1309;6303;2945;4013;X;1321;15891
5100607;Alto Taquari (MT);18189;31447;16852;37112;-;X;103600
5100805;Apiacás (MT);2585;1120;735;3982;X;2282;10704
5101001;Araguaiana (MT);972;6843;420;2327;-;1641;12203
5101209;Araguainha (MT);X;270;155;23;-;X;448
5101258;Araputanga (MT);2929;2186;2179;5652;-;441;13387
5101308;Arenápolis (MT);474;1158;466;787;X;138;3023
5101407;Aripuanã (MT);X;2504;2232;4842;X;4089;13667
5101605;Barão de Melgaço (MT);80;15;222;36;-;92;445
5101704;Barra do Bugres (MT);1215;19837;2168;12955;-;8168;44343
5101803;Barra do Garças (MT);6256;26377;4898;14608;-;3246;55385
5101852;Bom Jesus do Araguaia (MT);20186;72967;33840;49180;X;766;176939
5101902;Brasnorte (MT);28803;83128;57969;75289;X;4833;250022
5102504;Cáceres (MT);8302;9555;5043;10070;38;5016;38024
5102603;Campinápolis (MT);10639;8410;5028;7714;X;3171;34962
5102637;Campo Novo do Parecis (MT);87571;237057;88764;251329;118;10003;674842
5102678;Campo Verde (MT);55073;215393;101355;224657;28;1047;597553
5102686;Campos de Júlio (MT);30066;148378;57178;112627;-;564;348813
5102694;Canabrava do Norte (MT);3301;5273;2169;3734;-;701;15178
5102702;Canarana (MT);56954;165524;92908;127232;30;3740;446388
5102793;Carlinda (MT);3882;13667;13157;7375;18;3241;41340
5102850;Castanheira (MT);656;1675;873;4271;5;1962;9442
5103007;Chapada dos Guimarães (MT);7311;19183;61569;17730;X;912;106705
5103056;Cláudia (MT);18267;77272;34212;48221;3;3348;181323
5103106;Cocalinho (MT);7545;7241;2375;6226;-;3106;26493
5103205;Colíder (MT);5300;11168;5694;7680;-;3553;33395
5103254;Colniza (MT);1703;1862;792;3378;X;2796;10531
5103304;Comodoro (MT);13165;39842;16608;34647;12;2078;106352
5103353;Confresa (MT);3308;19228;7017;25528;X;5275;60356
5103361;Conquista D'Oeste (MT);758;1802;1240;2859;-;149;6808
5103379;Cotriguaçu (MT);1305;940;1238;1243;25;2430;7181
5103403;Cuiabá (MT);1675;2295;377;427;X;829;5603
5103437;Curvelândia (MT);1121;2240;23;968;-;X;4352
5103452;Denise (MT);17050;29071;3390;29011;-;-;78522
5103502;Diamantino (MT);65597;210603;102917;198183;11;1216;578527
5103601;Dom Aquino (MT);6036;34570;15194;67439;153;1534;124926
