Código (Município);Município;Produção de lavouras temporárias;Produção de lavouras permanentes;Soma
2917409;Jacaraci (BA);7734;200;7934
2917508;Jacobina (BA);6578;5641;12219
2917607;Jaguaquara (BA);5727;15792;21519
2917706;Jaguarari (BA);10653;704;11357
2917805;Jaguaripe (BA);26043;12920;38963
2917904;Jandaíra (BA);2024;11335;13359
2918001;Jequié (BA);5153;31103;36256
2918100;Jeremoabo (BA);15086;5158;20244
2918209;Jiquiriçá (BA);512;33632;34144
2918308;Jitaúna (BA);1046;13195;14241
2918357;João Dourado (BA);16937;163;17100
2918407;Juazeiro (BA);232191;467853;700044
2918456;Jucuruçu (BA);3566;11596;15162
2918506;Jussara (BA);7300;536;7836
2918555;Jussari (BA);203;4066;4269
2918605;Jussiape (BA);3575;6194;9769
2918704;Lafaiete Coutinho (BA);1860;3749;5609
2918753;Lagoa Real (BA);7242;256;7498
2918803;Laje (BA);48023;30710;78733
2918902;Lajedão (BA);X;0;NA
2919009;Lajedinho (BA);1811;151;1962
2919058;Lajedo do Tabocal (BA);3326;4659;7985
2919108;Lamarão (BA);6651;68;6719
2919157;Lapão (BA);28487;1890;30377
2919207;Lauro de Freitas (BA);72;X;72
2919306;Lençóis (BA);2119;3770;5889
2919405;Licínio de Almeida (BA);5722;3769;9491
2919504;Livramento de Nossa Senhora (BA);5539;90312;95851
2919553;Luís Eduardo Magalhães (BA);782101;10113;792214
2919603;Macajuba (BA);1930;X;1930
2919702;Macarani (BA);X;X;NA
2919801;Macaúbas (BA);27813;2666;30479
2919900;Macururé (BA);67;X;67
2919959;Maetinga (BA);2342;-;2342
2920007;Maiquinique (BA);X;208;208
2920106;Mairi (BA);5688;X;5688
2920205;Malhada (BA);24128;14765;38893
2920304;Malhada de Pedras (BA);6832;395;7227
2920403;Manoel Vitorino (BA);10030;1066;11096
2920452;Mansidão (BA);5425;X;5425
2920502;Maracás (BA);8604;5539;14143
2920601;Maragogipe (BA);21499;3176;24675
2920700;Maraú (BA);2475;32963;35438
2920809;Marcionílio Souza (BA);1607;95;1702
2920908;Mascote (BA);540;6390;6930
2921005;Mata de São João (BA);2590;862;3452
2921054;Matina (BA);2439;98;2537
2921104;Medeiros Neto (BA);2400;94;2494
2921203;Miguel Calmon (BA);6140;1392;7532
2921302;Milagres (BA);653;121;774
2921401;Mirangaba (BA);7139;8134;15273
2921450;Mirante (BA);3199;3531;6730
2921500;Monte Santo (BA);18318;942;19260
2921609;Morpará (BA);2073;X;2073
2921708;Morro do Chapéu (BA);17494;7532;25026
2921807;Mortugaba (BA);3331;155;3486
2921906;Mucugê (BA);43565;26585;70150
2922003;Mucuri (BA);21140;14802;35942
2922052;Mulungu do Morro (BA);23543;7475;31018
2922102;Mundo Novo (BA);5876;731;6607
2922201;Muniz Ferreira (BA);5128;5115;10243
2922250;Muquém do São Francisco (BA);2923;282;3205
2922300;Muritiba (BA);9335;9975;19310
2922409;Mutuípe (BA);843;53687;54530
2922508;Nazaré (BA);15588;2068;17656
2922607;Nilo Peçanha (BA);255;35836;36091
2922656;Nordestina (BA);1957;1379;3336
2922706;Nova Canaã (BA);3155;8763;11918
2922730;Nova Fátima (BA);951;1543;2494
2922755;Nova Ibiá (BA);340;25450;25790
2922805;Nova Itarana (BA);1922;1286;3208
2922854;Nova Redenção (BA);6807;105;6912
2922904;Nova Soure (BA);10726;3868;14594
2923001;Nova Viçosa (BA);7411;10204;17615
2923035;Novo Horizonte (BA);6868;1569;8437
2923050;Novo Triunfo (BA);4810;661;5471
2923100;Olindina (BA);6714;695;7409
2923209;Oliveira dos Brejinhos (BA);4659;215;4874
2923308;Ouriçangas (BA);6901;X;6901
2923357;Ourolândia (BA);10143;1370;11513
2923407;Palmas de Monte Alto (BA);9818;974;10792
2923506;Palmeiras (BA);1317;1809;3126
2923605;Paramirim (BA);10360;2885;13245
2923704;Paratinga (BA);5778;X;5778
2923803;Paripiranga (BA);68491;590;69081
2923902;Pau Brasil (BA);477;2377;2854
2924009;Paulo Afonso (BA);8311;732;9043
2924058;Pé de Serra (BA);3453;X;3453
2924108;Pedrão (BA);2723;X;2723
2924207;Pedro Alexandre (BA);12521;X;12521
2924306;Piatã (BA);4604;7895;12499
2924405;Pilão Arcado (BA);17280;217;17497
2924504;Pindaí (BA);5998;109;6107
2924603;Pindobaçu (BA);2949;1259;4208
2924652;Pintadas (BA);4664;-;4664
2924678;Piraí do Norte (BA);307;58773;59080
2924702;Piripá (BA);3820;45;3865
2924801;Piritiba (BA);6396;390;6786
2924900;Planaltino (BA);3703;1792;5495
2925006;Planalto (BA);6736;11030;17766
2925105;Poções (BA);6347;7265;13612
2925204;Pojuca (BA);2046;X;2046
2925253;Ponto Novo (BA);2160;4136;6296
2925303;Porto Seguro (BA);10200;109121;119321
2925402;Potiraguá (BA);236;X;236
2925501;Prado (BA);6018;66167;72185
2925600;Presidente Dutra (BA);9430;16610;26040
2925709;Presidente Jânio Quadros (BA);4914;87;5001
2925758;Presidente Tancredo Neves (BA);10359;103311;113670
2925808;Queimadas (BA);8074;398;8472
2925907;Quijingue (BA);13434;111;13545
2925931;Quixabeira (BA);2241;-;2241
2925956;Rafael Jambeiro (BA);5452;X;5452
2926004;Remanso (BA);7542;X;7542
2926103;Retirolândia (BA);1278;12848;14126
2926202;Riachão das Neves (BA);627248;14167;641415
2926301;Riachão do Jacuípe (BA);3333;799;4132
2926400;Riacho de Santana (BA);4415;1090;5505
2926509;Ribeira do Amparo (BA);8758;4887;13645
2926608;Ribeira do Pombal (BA);16428;5978;22406
2926657;Ribeirão do Largo (BA);3415;8894;12309
2926707;Rio de Contas (BA);5552;16769;22321
2926806;Rio do Antônio (BA);7272;429;7701
2926905;Rio do Pires (BA);4179;52;4231
2927002;Rio Real (BA);14556;79768;94324
2927101;Rodelas (BA);3095;31447;34542
2927200;Ruy Barbosa (BA);3331;193;3524
2927309;Salinas da Margarida (BA);205;505;710
2927408;Salvador (BA);145;136;281
2927507;Santa Bárbara (BA);2306;112;2418
2927606;Santa Brígida (BA);6635;237;6872
2927705;Santa Cruz Cabrália (BA);7616;34342;41958
2927804;Santa Cruz da Vitória (BA);X;226;226
2927903;Santa Inês (BA);468;290;758
2928000;Santaluz (BA);6916;32717;39633
2928059;Santa Luzia (BA);657;17680;18337
2928109;Santa Maria da Vitória (BA);8012;5636;13648
2928208;Santana (BA);28788;1699;30487
2928307;Santanópolis (BA);4303;-;4303
2928406;Santa Rita de Cássia (BA);9766;X;9766
2928505;Santa Terezinha (BA);1740;509;2249
2928604;Santo Amaro (BA);20477;15545;36022
2928703;Santo Antônio de Jesus (BA);14004;15182;29186
2928802;Santo Estêvão (BA);22281;949;23230
2928901;São Desidério (BA);2221136;16279;2237415
2928950;São Domingos (BA);1162;7512;8674
2929008;São Félix (BA);4730;X;4730
2929057;São Félix do Coribe (BA);5894;18185;24079
2929107;São Felipe (BA);15839;1869;17708
2929206;São Francisco do Conde (BA);1254;1238;2492
2929255;São Gabriel (BA);14037;496;14533
2929305;São Gonçalo dos Campos (BA);10864;1651;12515
2929354;São José da Vitória (BA);83;7667;7750
2929370;São José do Jacuípe (BA);2094;316;2410
2929404;São Miguel das Matas (BA);16405;21514;37919
2929503;São Sebastião do Passé (BA);7497;970;8467
2929602;Sapeaçu (BA);2953;16288;19241
2929701;Sátiro Dias (BA);8979;1253;10232
2929750;Saubara (BA);676;X;676
2929800;Saúde (BA);2451;881;3332
2929909;Seabra (BA);11287;7128;18415
2930006;Sebastião Laranjeiras (BA);6315;3725;10040
2930105;Senhor do Bonfim (BA);2547;1352;3899
2930154;Serra do Ramalho (BA);16274;34088;50362
2930204;Sento Sé (BA);3146;14511;17657
2930303;Serra Dourada (BA);1813;94;1907
2930402;Serra Preta (BA);1577;X;1577
2930501;Serrinha (BA);23359;531;23890
2930600;Serrolândia (BA);2026;X;2026
2930709;Simões Filho (BA);3183;413;3596
2930758;Sítio do Mato (BA);754;X;754
2930766;Sítio do Quinto (BA);14028;1394;15422
2930774;Sobradinho (BA);5927;7479;13406
2930808;Souto Soares (BA);21234;1058;22292
2930907;Tabocas do Brejo Velho (BA);5923;X;5923
2931004;Tanhaçu (BA);10662;9043;19705
2931053;Tanque Novo (BA);7365;X;7365
2931103;Tanquinho (BA);897;X;897
2931202;Taperoá (BA);1947;27897;29844
2931301;Tapiramutá (BA);4688;2697;7385
2931350;Teixeira de Freitas (BA);16665;33776;50441
2931400;Teodoro Sampaio (BA);603;X;603
2931509;Teofilândia (BA);4640;4142;8782
2931608;Teolândia (BA);3649;37328;40977
2931707;Terra Nova (BA);1217;X;1217
2931806;Tremedal (BA);6710;34;6744
2931905;Tucano (BA);9084;2059;11143
2932002;Uauá (BA);3461;388;3849
2932101;Ubaíra (BA);1552;29170;30722
2932200;Ubaitaba (BA);367;3961;4328
2932309;Ubatã (BA);252;14990;15242
2932408;Uibaí (BA);11261;3892;15153
2932457;Umburanas (BA);7962;3653;11615
2932507;Una (BA);5177;47745;52922
2932606;Urandi (BA);3495;5442;8937
2932705;Uruçuca (BA);268;27911;28179
2932804;Utinga (BA);3662;9014;12676
2932903;Valença (BA);13103;94690;107793
2933000;Valente (BA);2760;14074;16834
2933059;Várzea da Roça (BA);5222;845;6067
2933109;Várzea do Poço (BA);1053;-;1053
2933158;Várzea Nova (BA);4568;10410;14978
2933174;Varzedo (BA);5846;12118;17964
2933208;Vera Cruz (BA);927;1242;2169
2933257;Vereda (BA);X;5594;5594
2933307;Vitória da Conquista (BA);34311;20275;54586
2933406;Wagner (BA);1494;13488;14982
2933455;Wanderley (BA);14992;656;15648
2933505;Wenceslau Guimarães (BA);1110;61463;62573
2933604;Xique-Xique (BA);5694;522;6216
3100104;Abadia dos Dourados (MG);17268;627;17895
3100203;Abaeté (MG);20239;X;20239
3100302;Abre Campo (MG);3864;22952;26816
3100401;Acaiaca (MG);1803;87;1890
3100500;Açucena (MG);3126;725;3851
3100609;Água Boa (MG);6765;15790;22555
3100708;Água Comprida (MG);136325;X;136325
3100807;Aguanil (MG);6155;5938;12093
3100906;Águas Formosas (MG);5367;366;5733
3101003;Águas Vermelhas (MG);5557;11982;17539
3101102;Aimorés (MG);2880;8318;11198
3101201;Aiuruoca (MG);6447;15194;21641
3101300;Alagoa (MG);105;X;105
3101409;Albertina (MG);X;12532;12532
3101508;Além Paraíba (MG);1885;245;2130
3101607;Alfenas (MG);104315;165925;270240
3101631;Alfredo Vasconcelos (MG);858;1035;1893
3101706;Almenara (MG);6026;1827;7853
3101805;Alpercata (MG);3084;139;3223
3101904;Alpinópolis (MG);21619;53738;75357
3102001;Alterosa (MG);6862;48438;55300
3102050;Alto Caparaó (MG);X;10304;10304
3102100;Alto Rio Doce (MG);7567;X;7567
3102209;Alvarenga (MG);974;5088;6062
3102308;Alvinópolis (MG);3046;X;3046
3102407;Alvorada de Minas (MG);883;101;984
3102506;Amparo do Serra (MG);2744;2251;4995
3102605;Andradas (MG);6011;56408;62419
3102704;Cachoeira de Pajeú (MG);5099;397;5496
3102803;Andrelândia (MG);18041;1371;19412
3102852;Angelândia (MG);2910;23303;26213
3102902;Antônio Carlos (MG);1645;X;1645
3103009;Antônio Dias (MG);827;X;827
3103108;Antônio Prado de Minas (MG);X;X;NA
3103207;Araçaí (MG);1459;X;1459
3103306;Aracitaba (MG);552;X;552
3103405;Araçuaí (MG);8065;10832;18897
3103504;Araguari (MG);199916;130330;330246
3103603;Arantina (MG);217;X;217
3103702;Araponga (MG);1075;35846;36921
3103751;Araporã (MG);118815;X;118815
3103801;Arapuá (MG);1021;8966;9987
3103900;Araújos (MG);2534;X;2534
3104007;Araxá (MG);100470;35064;135534
3104106;Arceburgo (MG);3389;6102;9491
3104205;Arcos (MG);11146;150136;161282
3104304;Areado (MG);19150;48181;67331
3104403;Argirita (MG);1352;387;1739
3104452;Aricanduva (MG);3946;3337;7283
3104502;Arinos (MG);31330;52;31382
3104601;Astolfo Dutra (MG);642;2051;2693
3104700;Ataléia (MG);3972;1296;5268
3104809;Augusto de Lima (MG);6029;X;6029
3104908;Baependi (MG);2720;12155;14875
3105004;Baldim (MG);5606;1056;6662
3105103;Bambuí (MG);100210;23890;124100
3105202;Bandeira (MG);680;782;1462
3105301;Bandeira do Sul (MG);838;3348;4186
3105400;Barão de Cocais (MG);1099;X;1099
3105509;Barão de Monte Alto (MG);766;-;766
3105608;Barbacena (MG);10461;11714;22175
3105707;Barra Longa (MG);2503;69;2572
3105905;Barroso (MG);965;X;965
3106002;Bela Vista de Minas (MG);217;X;217
3106101;Belmiro Braga (MG);1305;487;1792
3106200;Belo Horizonte (MG);X;X;NA
3106309;Belo Oriente (MG);3051;627;3678
3106408;Belo Vale (MG);1835;32449;34284
3106507;Berilo (MG);5746;892;6638
3106606;Bertópolis (MG);398;X;398
3106655;Berizal (MG);2529;X;2529
3106705;Betim (MG);1971;X;1971
3106804;Bias Fortes (MG);1054;-;1054
3106903;Bicas (MG);486;-;486
3107000;Biquinhas (MG);1625;X;1625
3107109;Boa Esperança (MG);28498;201188;229686
3107208;Bocaina de Minas (MG);468;52;520
3107307;Bocaiúva (MG);15307;7302;22609
3107406;Bom Despacho (MG);34461;X;34461
3107505;Bom Jardim de Minas (MG);715;-;715
3107604;Bom Jesus da Penha (MG);16595;26006;42601
3107703;Bom Jesus do Amparo (MG);1386;3384;4770
3107802;Bom Jesus do Galho (MG);4034;13896;17930
3107901;Bom Repouso (MG);X;X;NA
3108008;Bom Sucesso (MG);1185;25588;26773
3108107;Bonfim (MG);5445;4945;10390
3108206;Bonfinópolis de Minas (MG);102815;X;102815
3108255;Bonito de Minas (MG);6257;X;6257
3108305;Borda da Mata (MG);2043;9732;11775
3108404;Botelhos (MG);1852;73023;74875
3108503;Botumirim (MG);4514;429;4943
3108552;Brasilândia de Minas (MG);32497;X;32497
3108602;Brasília de Minas (MG);8930;170;9100
3108701;Brás Pires (MG);1173;-;1173
3108800;Braúnas (MG);1628;329;1957
3108909;Brazópolis (MG);3029;13060;16089
3109006;Brumadinho (MG);3982;9631;13613
3109105;Bueno Brandão (MG);22653;20863;43516
3109204;Buenópolis (MG);3467;X;3467
3109253;Bugre (MG);X;X;NA
3109303;Buritis (MG);330932;7022;337954
3109402;Buritizeiro (MG);92460;24758;117218
3109451;Cabeceira Grande (MG);93166;X;93166
3109501;Cabo Verde (MG);6810;116594;123404
3109600;Cachoeira da Prata (MG);405;-;405
3109709;Cachoeira de Minas (MG);24597;7667;32264
3109808;Cachoeira Dourada (MG);28678;X;28678
3109907;Caetanópolis (MG);2580;194;2774
3110004;Caeté (MG);4912;6586;11498
3110103;Caiana (MG);129;39121;39250
3110202;Cajuri (MG);29999;16780;46779
3110301;Caldas (MG);18022;12108;30130
3110400;Camacho (MG);477;15257;15734
3110509;Camanducaia (MG);9758;334;10092
3110608;Cambuí (MG);1412;1649;3061
3110707;Cambuquira (MG);10750;31700;42450
3110806;Campanário (MG);544;X;544
3110905;Campanha (MG);15260;76839;92099
3111002;Campestre (MG);14215;139057;153272
3111101;Campina Verde (MG);66403;13955;80358
3111150;Campo Azul (MG);1195;X;1195
3111200;Campo Belo (MG);4299;11164;15463
3111309;Campo do Meio (MG);14588;55474;70062
3111408;Campo Florido (MG);319784;308;320092
3111507;Campos Altos (MG);80188;104281;184469
3111606;Campos Gerais (MG);17289;185692;202981
3111705;Canaã (MG);2263;9737;12000
3111804;Canápolis (MG);120679;1152;121831
3111903;Cana Verde (MG);991;4320;5311
3112000;Candeias (MG);14326;45657;59983
3112059;Cantagalo (MG);1534;501;2035
3112109;Caparaó (MG);X;38957;38957
3112208;Capela Nova (MG);1292;2893;4185
3112307;Capelinha (MG);10517;40672;51189
3112406;Capetinga (MG);8378;29762;38140
3112505;Capim Branco (MG);1129;-;1129
3112604;Capinópolis (MG);129207;1384;130591
3112653;Capitão Andrade (MG);705;X;705
3112703;Capitão Enéas (MG);1666;11910;13576
3112802;Capitólio (MG);3255;19460;22715
3112901;Caputira (MG);711;23398;24109
3113008;Caraí (MG);9838;5871;15709
3113107;Caranaíba (MG);731;X;731
3113206;Carandaí (MG);29190;X;29190
3113305;Carangola (MG);507;39350;39857
3113404;Caratinga (MG);4478;109832;114310
3113503;Carbonita (MG);5341;142;5483
3113602;Careaçu (MG);1268;10439;11707
3113701;Carlos Chagas (MG);2016;65;2081
3113800;Carmésia (MG);397;-;397
3113909;Carmo da Cachoeira (MG);3743;94487;98230
3114006;Carmo da Mata (MG);3853;7706;11559
3114105;Carmo de Minas (MG);3108;37311;40419
3114204;Carmo do Cajuru (MG);4540;761;5301
3114303;Carmo do Paranaíba (MG);22364;130001;152365
3114402;Carmo do Rio Claro (MG);38071;136624;174695
3114501;Carmópolis de Minas (MG);2761;2158;4919
3114550;Carneirinho (MG);119914;X;119914
3114600;Carrancas (MG);24152;348;24500
3114709;Carvalhópolis (MG);771;14622;15393
3114808;Carvalhos (MG);183;X;183
3114907;Casa Grande (MG);11664;X;11664
3115003;Cascalho Rico (MG);4520;13900;18420
3115102;Cássia (MG);22022;53049;75071
3115201;Conceição da Barra de Minas (MG);963;X;963
3115300;Cataguases (MG);1055;X;1055
3115359;Catas Altas (MG);2082;769;2851
3115409;Catas Altas da Noruega (MG);1055;X;1055
3115458;Catuji (MG);1139;776;1915
3115474;Catuti (MG);X;0;NA
3115508;Caxambu (MG);813;703;1516
3115607;Cedro do Abaeté (MG);70;-;70
3115706;Central de Minas (MG);398;201;599
3115805;Centralina (MG);86264;X;86264
3115904;Chácara (MG);144;X;144
3116001;Chalé (MG);272;23331;23603
3116100;Chapada do Norte (MG);7509;590;8099
3116159;Chapada Gaúcha (MG);24047;35;24082
3116209;Chiador (MG);X;X;NA
3116308;Cipotânea (MG);3900;X;3900
3116407;Claraval (MG);971;26184;27155
3116506;Claro dos Poções (MG);9811;5021;14832
3116605;Cláudio (MG);10362;2456;12818
3116704;Coimbra (MG);6466;6470;12936
3116803;Coluna (MG);2137;708;2845
3116902;Comendador Gomes (MG);61417;31976;93393
3117009;Comercinho (MG);4379;183;4562
3117108;Conceição da Aparecida (MG);5627;87271;92898
3117207;Conceição das Pedras (MG);188;10315;10503
3117306;Conceição das Alagoas (MG);498807;X;498807
3117405;Conceição de Ipanema (MG);887;10135;11022
3117504;Conceição do Mato Dentro (MG);3774;1015;4789
3117603;Conceição do Pará (MG);1796;X;1796
3117702;Conceição do Rio Verde (MG);27090;25800;52890
3117801;Conceição dos Ouros (MG);10276;2099;12375
3117836;Cônego Marinho (MG);3865;X;3865
3117876;Confins (MG);0;0;0
3117900;Congonhal (MG);5980;2350;8330
3118007;Congonhas (MG);1082;X;1082
3118106;Congonhas do Norte (MG);1856;258;2114
3118205;Conquista (MG);157106;-;157106
3118304;Conselheiro Lafaiete (MG);4353;-;4353
3118403;Conselheiro Pena (MG);1186;13463;14649
3118502;Consolação (MG);714;668;1382
3118601;Contagem (MG);X;X;NA
3118700;Coqueiral (MG);16387;56507;72894
3118809;Coração de Jesus (MG);11577;713;12290
3118908;Cordisburgo (MG);5152;319;5471
3119005;Cordislândia (MG);16139;13299;29438
3119104;Corinto (MG);4938;X;4938
3119203;Coroaci (MG);1460;700;2160
3119302;Coromandel (MG);296426;92384;388810
3119401;Coronel Fabriciano (MG);187;567;754
3119500;Coronel Murta (MG);2324;166;2490
3119609;Coronel Pacheco (MG);160;1644;1804
3119708;Coronel Xavier Chaves (MG);X;X;NA
3119807;Córrego Danta (MG);2135;15672;17807
3119906;Córrego do Bom Jesus (MG);587;X;587
3119955;Córrego Fundo (MG);5430;X;5430
3120003;Córrego Novo (MG);1288;417;1705
3120102;Couto de Magalhães de Minas (MG);946;326;1272
3120151;Crisólita (MG);X;0;NA
3120201;Cristais (MG);17931;46288;64219
3120300;Cristália (MG);2329;220;2549
3120409;Cristiano Otoni (MG);4183;X;4183
3120508;Cristina (MG);6076;18115;24191
3120607;Crucilândia (MG);9088;X;9088
3120706;Cruzeiro da Fortaleza (MG);7583;6344;13927
3120805;Cruzília (MG);20454;5054;25508
3120839;Cuparaque (MG);2193;3220;5413
3120870;Curral de Dentro (MG);2243;X;2243
3120904;Curvelo (MG);12018;14702;26720
3121001;Datas (MG);3602;390;3992
3121100;Delfim Moreira (MG);1302;486;1788
3121209;Delfinópolis (MG);60926;47314;108240
3121258;Delta (MG);X;0;NA
3121308;Descoberto (MG);1374;291;1665
3121407;Desterro de Entre Rios (MG);4935;2335;7270
3121506;Desterro do Melo (MG);796;2507;3303
3121605;Diamantina (MG);5467;5281;10748
3121704;Diogo de Vasconcelos (MG);4561;-;4561
3121803;Dionísio (MG);1491;496;1987
3121902;Divinésia (MG);1195;1150;2345
3122009;Divino (MG);1112;60369;61481
3122108;Divino das Laranjeiras (MG);630;X;630
3122207;Divinolândia de Minas (MG);1130;126;1256
3122306;Divinópolis (MG);7590;2131;9721
3122355;Divisa Alegre (MG);840;949;1789
3122405;Divisa Nova (MG);11014;18953;29967
3122454;Divisópolis (MG);1459;7322;8781
3122470;Dom Bosco (MG);X;X;NA
3122504;Dom Cavati (MG);232;481;713
3122603;Dom Joaquim (MG);409;-;409
3122702;Dom Silvério (MG);703;143;846
3122801;Dom Viçoso (MG);893;3155;4048
3122900;Dona Euzébia (MG);X;0;NA
3123007;Dores de Campos (MG);2333;-;2333
3123106;Dores de Guanhães (MG);1539;X;1539
3123205;Dores do Indaiá (MG);706;-;706
3123304;Dores do Turvo (MG);2107;484;2591
3123403;Doresópolis (MG);X;X;NA
3123502;Douradoquara (MG);2976;X;2976
3123528;Durandé (MG);X;40812;40812
3123601;Elói Mendes (MG);6803;86761;93564
3123700;Engenheiro Caldas (MG);293;X;293
3123809;Engenheiro Navarro (MG);4836;361;5197
3123858;Entre Folhas (MG);273;3936;4209
3123908;Entre Rios de Minas (MG);3827;4589;8416
