Código (Município);Município;Produção de lavouras temporárias;Produção de lavouras permanentes;Soma
4210308;Major Vieira (SC);78309;1030;79339
4210407;Maracajá (SC);13587;-;13587
4210506;Maravilha (SC);31547;X;31547
4210555;Marema (SC);4175;X;4175
4210605;Massaranduba (SC);41502;52187;93689
4210704;Matos Costa (SC);3274;X;3274
4210803;Meleiro (SC);59366;460;59826
4210852;Mirim Doce (SC);11742;-;11742
4210902;Modelo (SC);13591;-;13591
4211009;Mondaí (SC);14634;526;15160
4211058;Monte Carlo (SC);16677;45371;62048
4211108;Monte Castelo (SC);21358;1436;22794
4211207;Morro da Fumaça (SC);6411;X;6411
4211256;Morro Grande (SC);25965;X;25965
4211306;Navegantes (SC);2441;3728;6169
4211405;Nova Erechim (SC);5616;X;5616
4211454;Nova Itaberaba (SC);6894;334;7228
4211504;Nova Trento (SC);16784;2673;19457
4211603;Nova Veneza (SC);51936;301;52237
4211652;Novo Horizonte (SC);8724;-;8724
4211702;Orleans (SC);41284;578;41862
4211751;Otacílio Costa (SC);30031;-;30031
4211801;Ouro (SC);8435;219;8654
4211850;Ouro Verde (SC);45955;-;45955
4211876;Paial (SC);5743;X;5743
4211892;Painel (SC);1020;16846;17866
4211900;Palhoça (SC);3453;X;3453
4212007;Palma Sola (SC);23131;224;23355
4212056;Palmeira (SC);5204;-;5204
4212106;Palmitos (SC);29923;1652;31575
4212205;Papanduva (SC);112839;2135;114974
4212239;Paraíso (SC);15810;207;16017
4212254;Passo de Torres (SC);3049;754;3803
4212270;Passos Maia (SC);31637;X;31637
4212304;Paulo Lopes (SC);7790;X;7790
4212403;Pedras Grandes (SC);9862;2611;12473
4212502;Penha (SC);532;301;833
4212601;Peritiba (SC);3782;736;4518
4212650;Pescaria Brava (SC);1236;X;1236
4212700;Petrolândia (SC);49675;X;49675
4212809;Balneário Piçarras (SC);X;10420;10420
4212908;Pinhalzinho (SC);18710;311;19021
4213005;Pinheiro Preto (SC);6265;13897;20162
4213104;Piratuba (SC);6719;1005;7724
4213153;Planalto Alegre (SC);4587;X;4587
4213203;Pomerode (SC);5596;2155;7751
4213302;Ponte Alta (SC);13316;X;13316
4213351;Ponte Alta do Norte (SC);3918;-;3918
4213401;Ponte Serrada (SC);22784;291;23075
4213500;Porto Belo (SC);653;67;720
4213609;Porto União (SC);36962;2692;39654
4213708;Pouso Redondo (SC);34049;X;34049
4213807;Praia Grande (SC);19180;4721;23901
4213906;Presidente Castello Branco (SC);2195;625;2820
4214003;Presidente Getúlio (SC);29972;366;30338
4214102;Presidente Nereu (SC);16707;-;16707
4214151;Princesa (SC);3334;-;3334
4214201;Quilombo (SC);25843;403;26246
4214300;Rancho Queimado (SC);3295;X;3295
4214409;Rio das Antas (SC);18234;11572;29806
4214508;Rio do Campo (SC);44742;X;44742
4214607;Rio do Oeste (SC);35044;X;35044
4214706;Rio dos Cedros (SC);8551;6304;14855
4214805;Rio do Sul (SC);11731;1341;13072
4214904;Rio Fortuna (SC);11455;X;11455
4215000;Rio Negrinho (SC);55510;598;56108
4215059;Rio Rufino (SC);12975;5584;18559
4215075;Riqueza (SC);12362;283;12645
4215109;Rodeio (SC);6102;3847;9949
4215208;Romelândia (SC);7610;-;7610
4215307;Salete (SC);11771;X;11771
4215356;Saltinho (SC);5995;X;5995
4215406;Salto Veloso (SC);2799;326;3125
4215455;Sangão (SC);8498;X;8498
4215505;Santa Cecília (SC);11839;X;11839
4215554;Santa Helena (SC);7014;X;7014
4215604;Santa Rosa de Lima (SC);2725;X;2725
4215653;Santa Rosa do Sul (SC);12888;15118;28006
4215679;Santa Terezinha (SC);120301;4578;124879
4215687;Santa Terezinha do Progresso (SC);5566;586;6152
4215695;Santiago do Sul (SC);4882;-;4882
4215703;Santo Amaro da Imperatriz (SC);3573;X;3573
4215752;São Bernardino (SC);5249;X;5249
4215802;São Bento do Sul (SC);10632;8076;18708
4215901;São Bonifácio (SC);4033;111;4144
4216008;São Carlos (SC);11299;507;11806
4216057;São Cristóvão do Sul (SC);2583;-;2583
4216107;São Domingos (SC);73550;X;73550
4216206;São Francisco do Sul (SC);848;4479;5327
4216255;São João do Oeste (SC);7252;X;7252
4216305;São João Batista (SC);13086;387;13473
4216354;São João do Itaperiú (SC);7064;17633;24697
4216404;São João do Sul (SC);38943;5489;44432
4216503;São Joaquim (SC);4754;371326;376080
4216602;São José (SC);513;X;513
4216701;São José do Cedro (SC);15957;319;16276
4216800;São José do Cerrito (SC);51607;337;51944
4216909;São Lourenço do Oeste (SC);19310;172;19482
4217006;São Ludgero (SC);3052;X;3052
4217105;São Martinho (SC);3848;73;3921
4217154;São Miguel da Boa Vista (SC);6488;-;6488
4217204;São Miguel do Oeste (SC);20113;X;20113
4217253;São Pedro de Alcântara (SC);5906;4255;10161
4217303;Saudades (SC);18085;-;18085
4217402;Schroeder (SC);3552;8856;12408
4217501;Seara (SC);8899;584;9483
4217550;Serra Alta (SC);6847;X;6847
4217600;Siderópolis (SC);3230;3930;7160
4217709;Sombrio (SC);31214;10468;41682
4217758;Sul Brasil (SC);4186;X;4186
4217808;Taió (SC);40317;X;40317
4217907;Tangará (SC);28354;16659;45013
4217956;Tigrinhos (SC);10565;X;10565
4218004;Tijucas (SC);13158;1815;14973
4218103;Timbé do Sul (SC);22578;808;23386
4218202;Timbó (SC);4682;871;5553
4218251;Timbó Grande (SC);3066;111;3177
4218301;Três Barras (SC);31922;2548;34470
4218350;Treviso (SC);1922;X;1922
4218400;Treze de Maio (SC);17630;1460;19090
4218509;Treze Tílias (SC);6554;X;6554
4218608;Trombudo Central (SC);10148;590;10738
4218707;Tubarão (SC);39468;332;39800
4218756;Tunápolis (SC);6164;X;6164
4218806;Turvo (SC);65650;1907;67557
4218855;União do Oeste (SC);7503;-;7503
4218905;Urubici (SC);6309;25915;32224
4218954;Urupema (SC);510;27994;28504
4219002;Urussanga (SC);12018;3092;15110
4219101;Vargeão (SC);20178;91;20269
4219150;Vargem (SC);25051;X;25051
4219176;Vargem Bonita (SC);7285;-;7285
4219200;Vidal Ramos (SC);71056;X;71056
4219309;Videira (SC);23858;15480;39338
4219358;Vitor Meireles (SC);39416;X;39416
4219408;Witmarsum (SC);14625;508;15133
4219507;Xanxerê (SC);46629;820;47449
4219606;Xavantina (SC);5311;194;5505
4219705;Xaxim (SC);19576;6986;26562
4219853;Zortéa (SC);27054;X;27054
4220000;Balneário Rincão (SC);1018;917;1935
4300034;Aceguá (RS);149269;X;149269
4300059;Água Santa (RS);63109;X;63109
4300109;Agudo (RS);119959;X;119959
4300208;Ajuricaba (RS);85066;X;85066
4300307;Alecrim (RS);23171;X;23171
4300406;Alegrete (RS);533883;715;534598
4300455;Alegria (RS);34833;X;34833
4300471;Almirante Tamandaré do Sul (RS);73675;X;73675
4300505;Alpestre (RS);35455;9813;45268
4300554;Alto Alegre (RS);23664;X;23664
4300570;Alto Feliz (RS);3763;5455;9218
4300604;Alvorada (RS);312;-;312
4300638;Amaral Ferrador (RS);58084;-;58084
4300646;Ametista do Sul (RS);6434;4634;11068
4300661;André da Rocha (RS);54137;X;54137
4300703;Anta Gorda (RS);21712;16656;38368
4300802;Antônio Prado (RS);16786;67444;84230
4300851;Arambaré (RS);191888;-;191888
4300877;Araricá (RS);734;X;734
4300901;Aratiba (RS);13024;4431;17455
4301008;Arroio do Meio (RS);10439;140;10579
4301057;Arroio do Sal (RS);494;-;494
4301073;Arroio do Padre (RS);25074;297;25371
4301107;Arroio dos Ratos (RS);17729;X;17729
4301206;Arroio do Tigre (RS);114671;757;115428
4301305;Arroio Grande (RS);460076;X;460076
4301404;Arvorezinha (RS);29609;26209;55818
4301503;Augusto Pestana (RS);57888;X;57888
4301552;Áurea (RS);31358;3545;34903
4301602;Bagé (RS);233471;2819;236290
4301636;Balneário Pinhal (RS);X;0;NA
4301651;Barão (RS);8529;1067;9596
4301701;Barão de Cotegipe (RS);36186;2601;38787
4301750;Barão do Triunfo (RS);78228;986;79214
4301800;Barracão (RS);70854;1760;72614
4301859;Barra do Guarita (RS);7653;-;7653
4301875;Barra do Quaraí (RS);128758;X;128758
4301909;Barra do Ribeiro (RS);79749;172;79921
4301925;Barra do Rio Azul (RS);8523;1548;10071
4301958;Barra Funda (RS);15631;X;15631
4302006;Barros Cassal (RS);87105;X;87105
4302055;Benjamin Constant do Sul (RS);10021;X;10021
4302105;Bento Gonçalves (RS);1624;132283;133907
4302154;Boa Vista das Missões (RS);55743;X;55743
4302204;Boa Vista do Buricá (RS);12911;X;12911
4302220;Boa Vista do Cadeado (RS);148110;-;148110
4302238;Boa Vista do Incra (RS);125231;-;125231
4302253;Boa Vista do Sul (RS);5371;3060;8431
4302303;Bom Jesus (RS);168057;91130;259187
4302352;Bom Princípio (RS);5359;2221;7580
4302378;Bom Progresso (RS);18780;-;18780
4302402;Bom Retiro do Sul (RS);4491;-;4491
4302451;Boqueirão do Leão (RS);64097;252;64349
4302501;Bossoroca (RS);153426;X;153426
4302584;Bozano (RS);57322;X;57322
4302600;Braga (RS);32953;X;32953
4302659;Brochier (RS);4734;1613;6347
4302709;Butiá (RS);58581;X;58581
4302808;Caçapava do Sul (RS);127875;1202;129077
4302907;Cacequi (RS);181174;2292;183466
4303004;Cachoeira do Sul (RS);534151;12982;547133
4303103;Cachoeirinha (RS);X;0;NA
4303202;Cacique Doble (RS);41701;1214;42915
4303301;Caibaté (RS);54319;X;54319
4303400;Caiçara (RS);37372;X;37372
4303509;Camaquã (RS);343377;X;343377
4303558;Camargo (RS);25341;X;25341
4303608;Cambará do Sul (RS);5743;X;5743
4303673;Campestre da Serra (RS);45238;43783;89021
4303707;Campina das Missões (RS);23533;-;23533
4303806;Campinas do Sul (RS);63624;-;63624
4303905;Campo Bom (RS);770;219;989
4304002;Campo Novo (RS);60469;X;60469
4304101;Campos Borges (RS);35919;734;36653
4304200;Candelária (RS);194763;105;194868
4304309;Cândido Godói (RS);36604;-;36604
4304358;Candiota (RS);62556;4060;66616
4304408;Canela (RS);2424;1812;4236
4304507;Canguçu (RS);384994;8477;393471
4304606;Canoas (RS);X;0;NA
4304614;Canudos do Vale (RS);6898;369;7267
4304622;Capão Bonito do Sul (RS);118556;X;118556
4304630;Capão da Canoa (RS);X;0;NA
4304655;Capão do Cipó (RS);173112;-;173112
4304663;Capão do Leão (RS);92193;-;92193
4304671;Capivari do Sul (RS);82194;-;82194
4304689;Capela de Santana (RS);13382;338;13720
4304697;Capitão (RS);2594;X;2594
4304705;Carazinho (RS);200057;-;200057
4304713;Caraá (RS);18157;1011;19168
4304804;Carlos Barbosa (RS);13262;6512;19774
4304853;Carlos Gomes (RS);17255;X;17255
4304903;Casca (RS);43711;825;44536
4304952;Caseiros (RS);40795;3344;44139
4305009;Catuípe (RS);156381;X;156381
4305108;Caxias do Sul (RS);23072;202878;225950
4305116;Centenário (RS);28288;2171;30459
4305124;Cerrito (RS);23943;832;24775
4305132;Cerro Branco (RS);29190;X;29190
4305157;Cerro Grande (RS);13423;X;13423
4305173;Cerro Grande do Sul (RS);58133;72;58205
4305207;Cerro Largo (RS);31259;94;31353
4305306;Chapada (RS);145911;X;145911
4305355;Charqueadas (RS);29016;313;29329
4305371;Charrua (RS);38673;619;39292
4305405;Chiapetta (RS);103012;X;103012
4305439;Chuí (RS);X;0;NA
4305447;Chuvisca (RS);55591;-;55591
4305454;Cidreira (RS);12681;-;12681
4305504;Ciríaco (RS);61184;X;61184
4305587;Colinas (RS);6232;X;6232
4305603;Colorado (RS);86870;X;86870
4305702;Condor (RS);123251;X;123251
4305801;Constantina (RS);44868;2444;47312
4305835;Coqueiro Baixo (RS);1688;X;1688
4305850;Coqueiros do Sul (RS);44359;X;44359
4305871;Coronel Barros (RS);39271;X;39271
4305900;Coronel Bicaco (RS);138580;X;138580
4305934;Coronel Pilar (RS);2502;32199;34701
4305959;Cotiporã (RS);4160;43350;47510
4305975;Coxilha (RS);108481;X;108481
4306007;Crissiumal (RS);53555;475;54030
4306056;Cristal (RS);71463;X;71463
4306072;Cristal do Sul (RS);18797;187;18984
4306106;Cruz Alta (RS);397548;-;397548
4306130;Cruzaltense (RS);37005;X;37005
4306205;Cruzeiro do Sul (RS);30810;X;30810
4306304;David Canabarro (RS);39680;X;39680
4306320;Derrubadas (RS);29681;X;29681
4306353;Dezesseis de Novembro (RS);19725;63;19788
4306379;Dilermando de Aguiar (RS);79724;217;79941
4306403;Dois Irmãos (RS);2567;X;2567
4306429;Dois Irmãos das Missões (RS);65508;-;65508
4306452;Dois Lajeados (RS);6844;13802;20646
4306502;Dom Feliciano (RS);113010;550;113560
4306551;Dom Pedro de Alcântara (RS);708;9968;10676
4306601;Dom Pedrito (RS);562022;2680;564702
4306700;Dona Francisca (RS);22650;-;22650
4306734;Doutor Maurício Cardoso (RS);57138;X;57138
4306759;Doutor Ricardo (RS);8807;754;9561
4306767;Eldorado do Sul (RS);55476;121;55597
4306809;Encantado (RS);6095;808;6903
4306908;Encruzilhada do Sul (RS);118789;11276;130065
4306924;Engenho Velho (RS);14979;205;15184
4306932;Entre-Ijuís (RS);113353;428;113781
4306957;Entre Rios do Sul (RS);17470;X;17470
4306973;Erebango (RS);45863;1262;47125
4307005;Erechim (RS);77173;5813;82986
4307054;Ernestina (RS);51006;-;51006
4307104;Herval (RS);59276;-;59276
4307203;Erval Grande (RS);17497;1997;19494
4307302;Erval Seco (RS);69585;108;69693
4307401;Esmeralda (RS);123238;561;123799
4307450;Esperança do Sul (RS);22221;-;22221
4307500;Espumoso (RS);165884;451;166335
4307559;Estação (RS);25634;X;25634
4307609;Estância Velha (RS);1417;X;1417
4307708;Esteio (RS);X;0;NA
4307807;Estrela (RS);18970;997;19967
4307815;Estrela Velha (RS);54901;-;54901
4307831;Eugênio de Castro (RS);104703;X;104703
4307864;Fagundes Varela (RS);7554;7802;15356
4307906;Farroupilha (RS);4338;107865;112203
4308003;Faxinal do Soturno (RS);24775;202;24977
4308052;Faxinalzinho (RS);22208;X;22208
4308078;Fazenda Vilanova (RS);6787;X;6787
4308102;Feliz (RS);4342;3816;8158
4308201;Flores da Cunha (RS);7395;147844;155239
4308250;Floriano Peixoto (RS);26238;864;27102
4308300;Fontoura Xavier (RS);44167;8420;52587
4308409;Formigueiro (RS);73933;85;74018
4308433;Forquetinha (RS);9809;-;9809
4308458;Fortaleza dos Valos (RS);136067;X;136067
4308508;Frederico Westphalen (RS);36309;1332;37641
4308607;Garibaldi (RS);3050;68102;71152
4308656;Garruchos (RS);57734;X;57734
4308706;Gaurama (RS);43449;4668;48117
4308805;General Câmara (RS);45541;-;45541
4308854;Gentil (RS);30647;X;30647
4308904;Getúlio Vargas (RS);70516;1144;71660
4309001;Giruá (RS);262229;X;262229
4309050;Glorinha (RS);16842;X;16842
4309100;Gramado (RS);5751;3769;9520
4309126;Gramado dos Loureiros (RS);24822;545;25367
4309159;Gramado Xavier (RS);41180;-;41180
4309209;Gravataí (RS);7058;X;7058
4309258;Guabiju (RS);17587;X;17587
4309308;Guaíba (RS);19480;X;19480
4309407;Guaporé (RS);21772;6795;28567
4309506;Guarani das Missões (RS);52853;X;52853
4309555;Harmonia (RS);1701;12308;14009
4309571;Herveiras (RS);27355;-;27355
4309605;Horizontina (RS);48146;X;48146
4309654;Hulha Negra (RS);60703;X;60703
4309704;Humaitá (RS);27253;-;27253
4309753;Ibarama (RS);40322;912;41234
4309803;Ibiaçá (RS);84890;383;85273
4309902;Ibiraiaras (RS);71313;X;71313
4309951;Ibirapuitã (RS);54862;X;54862
4310009;Ibirubá (RS);140890;X;140890
4310108;Igrejinha (RS);5319;1471;6790
4310207;Ijuí (RS);152885;1046;153931
4310306;Ilópolis (RS);4073;32978;37051
4310330;Imbé (RS);0;0;0
4310363;Imigrante (RS);4355;702;5057
4310405;Independência (RS);99548;149;99697
4310413;Inhacorá (RS);29938;X;29938
4310439;Ipê (RS);58054;30794;88848
4310462;Ipiranga do Sul (RS);49102;-;49102
4310504;Iraí (RS);28986;X;28986
4310538;Itaara (RS);16986;441;17427
4310553;Itacurubi (RS);27970;X;27970
4310579;Itapuca (RS);22687;4406;27093
4310603;Itaqui (RS);503160;X;503160
4310652;Itati (RS);2816;3408;6224
4310702;Itatiba do Sul (RS);16471;2422;18893
4310751;Ivorá (RS);14294;X;14294
4310801;Ivoti (RS);2495;582;3077
4310850;Jaboticaba (RS);29446;X;29446
4310876;Jacuizinho (RS);60729;X;60729
4310900;Jacutinga (RS);39076;X;39076
4311007;Jaguarão (RS);310869;X;310869
4311106;Jaguari (RS);100336;2880;103216
4311122;Jaquirana (RS);11729;1290;13019
4311130;Jari (RS);129245;X;129245
4311155;Jóia (RS);243459;X;243459
4311205;Júlio de Castilhos (RS);434426;-;434426
4311239;Lagoa Bonita do Sul (RS);29795;-;29795
4311254;Lagoão (RS);44605;-;44605
4311270;Lagoa dos Três Cantos (RS);35715;X;35715
4311304;Lagoa Vermelha (RS);200512;2630;203142
4311403;Lajeado (RS);10927;93;11020
4311429;Lajeado do Bugre (RS);18588;-;18588
4311502;Lavras do Sul (RS);92995;X;92995
4311601;Liberato Salzano (RS);38896;6372;45268
4311627;Lindolfo Collor (RS);1933;X;1933
4311643;Linha Nova (RS);2734;735;3469
4311700;Machadinho (RS);42161;1795;43956
4311718;Maçambará (RS);269539;-;269539
4311734;Mampituba (RS);5920;18420;24340
4311759;Manoel Viana (RS);127580;X;127580
4311775;Maquiné (RS);3993;4765;8758
4311791;Maratá (RS);3003;6323;9326
4311809;Marau (RS);117012;X;117012
4311908;Marcelino Ramos (RS);26452;3532;29984
4311981;Mariana Pimentel (RS);17456;631;18087
4312005;Mariano Moro (RS);4380;1352;5732
4312054;Marques de Souza (RS);12438;473;12911
4312104;Mata (RS);45991;326;46317
4312138;Mato Castelhano (RS);59297;551;59848
4312153;Mato Leitão (RS);10434;711;11145
4312179;Mato Queimado (RS);17864;-;17864
4312203;Maximiliano de Almeida (RS);27543;3386;30929
4312252;Minas do Leão (RS);62456;-;62456
4312302;Miraguaí (RS);21593;-;21593
4312351;Montauri (RS);12747;-;12747
4312377;Monte Alegre dos Campos (RS);18696;39420;58116
4312385;Monte Belo do Sul (RS);176;62556;62732
4312401;Montenegro (RS);6531;29908;36439
4312427;Mormaço (RS);31275;X;31275
4312443;Morrinhos do Sul (RS);4879;23382;28261
4312450;Morro Redondo (RS);9672;6686;16358
4312476;Morro Reuter (RS);3101;X;3101
4312500;Mostardas (RS);222527;-;222527
4312609;Muçum (RS);7575;1818;9393
4312617;Muitos Capões (RS);222736;53472;276208
4312625;Muliterno (RS);25883;X;25883
4312658;Não-Me-Toque (RS);105031;-;105031
4312674;Nicolau Vergueiro (RS);33979;-;33979
4312708;Nonoai (RS);57558;502;58060
4312757;Nova Alvorada (RS);19701;X;19701
4312807;Nova Araçá (RS);7542;X;7542
4312906;Nova Bassano (RS);28721;1144;29865
4312955;Nova Boa Vista (RS);18511;X;18511
4313003;Nova Bréscia (RS);2812;453;3265
4313011;Nova Candelária (RS);10571;-;10571
4313037;Nova Esperança do Sul (RS);22070;252;22322
4313060;Nova Hartz (RS);1510;223;1733
4313086;Nova Pádua (RS);4824;53160;57984
4313102;Nova Palma (RS);32862;180;33042
4313201;Nova Petrópolis (RS);12730;3190;15920
4313300;Nova Prata (RS);17119;2124;19243
4313334;Nova Ramada (RS);73510;X;73510
4313359;Nova Roma do Sul (RS);2949;25751;28700
4313375;Nova Santa Rita (RS);23221;X;23221
4313391;Novo Cabrais (RS);47727;X;47727
4313409;Novo Hamburgo (RS);6961;X;6961
4313425;Novo Machado (RS);68682;X;68682
4313441;Novo Tiradentes (RS);14968;X;14968
4313466;Novo Xingu (RS);18356;532;18888
4313490;Novo Barreiro (RS);27107;141;27248
4313508;Osório (RS);29195;1724;30919
4313607;Paim Filho (RS);24291;1724;26015
4313656;Palmares do Sul (RS);77589;-;77589
4313706;Palmeira das Missões (RS);385222;342;385564
4313805;Palmitinho (RS);16454;X;16454
4313904;Panambi (RS);108199;X;108199
4313953;Pantano Grande (RS);82281;X;82281
4314001;Paraí (RS);9755;1297;11052
4314027;Paraíso do Sul (RS);65658;X;65658
4314035;Pareci Novo (RS);710;12777;13487
4314050;Parobé (RS);4709;X;4709
4314068;Passa Sete (RS);61933;X;61933
4314076;Passo do Sobrado (RS);69312;X;69312
4314100;Passo Fundo (RS);173393;1174;174567
4314134;Paulo Bento (RS);28024;X;28024
4314159;Paverama (RS);11881;X;11881
4314175;Pedras Altas (RS);95859;X;95859
4314209;Pedro Osório (RS);X;0;NA
4314308;Pejuçara (RS);113611;-;113611
4314407;Pelotas (RS);224887;32356;257243
4314423;Picada Café (RS);2107;525;2632
4314456;Pinhal (RS);11640;-;11640
4314464;Pinhal da Serra (RS);27725;26;27751
4314472;Pinhal Grande (RS);84818;X;84818
4314498;Pinheirinho do Vale (RS);15498;X;15498
4314506;Pinheiro Machado (RS);22811;11164;33975
4314548;Pinto Bandeira (RS);484;59706;60190
4314555;Pirapó (RS);22400;-;22400
4314605;Piratini (RS);131328;751;132079
4314704;Planalto (RS);14005;12622;26627
4314753;Poço das Antas (RS);4035;1382;5417
4314779;Pontão (RS);157106;X;157106
4314787;Ponte Preta (RS);17823;160;17983
4314803;Portão (RS);3093;1935;5028
4314902;Porto Alegre (RS);5175;1532;6707
4315008;Porto Lucena (RS);27756;X;27756
4315057;Porto Mauá (RS);18009;605;18614
4315073;Porto Vera Cruz (RS);7030;X;7030
4315107;Porto Xavier (RS);17768;499;18267
4315131;Pouso Novo (RS);2894;X;2894
4315149;Presidente Lucena (RS);3634;589;4223
4315156;Progresso (RS);31467;114;31581
4315172;Protásio Alves (RS);10207;1898;12105
4315206;Putinga (RS);13075;10736;23811
4315305;Quaraí (RS);121010;3343;124353
4315313;Quatro Irmãos (RS);47959;X;47959
4315321;Quevedos (RS);86648;-;86648
4315354;Quinze de Novembro (RS);28820;X;28820
4315404;Redentora (RS);47092;X;47092
4315453;Relvado (RS);4536;513;5049
4315503;Restinga Sêca (RS);185835;-;185835
4315552;Rio dos Índios (RS);39740;142;39882
4315602;Rio Grande (RS);163886;X;163886
4315701;Rio Pardo (RS);287979;526;288505
4315750;Riozinho (RS);4740;932;5672
4315800;Roca Sales (RS);12957;2727;15684
4315909;Rodeio Bonito (RS);18406;633;19039
4315958;Rolador (RS);36579;-;36579
4316006;Rolante (RS);12717;2475;15192
4316105;Ronda Alta (RS);114942;X;114942
4316204;Rondinha (RS);49783;1102;50885
4316303;Roque Gonzales (RS);34608;X;34608
4316402;Rosário do Sul (RS);275338;9529;284867
4316428;Sagrada Família (RS);21972;-;21972
4316436;Saldanha Marinho (RS);58980;X;58980
4316451;Salto do Jacuí (RS);127120;-;127120
4316477;Salvador das Missões (RS);13387;X;13387
4316501;Salvador do Sul (RS);2037;344;2381
4316600;Sananduva (RS);101312;372;101684
4316709;Santa Bárbara do Sul (RS);344946;-;344946
4316733;Santa Cecília do Sul (RS);36300;X;36300
4316758;Santa Clara do Sul (RS);16400;X;16400
4316808;Santa Cruz do Sul (RS);124886;1774;126660
4316907;Santa Maria (RS);206959;605;207564
4316956;Santa Maria do Herval (RS);8279;X;8279
4316972;Santa Margarida do Sul (RS);113014;3174;116188
4317004;Santana da Boa Vista (RS);39102;80;39182
4317103;Sant'Ana do Livramento (RS);185857;14655;200512
4317202;Santa Rosa (RS);73741;986;74727
4317251;Santa Tereza (RS);581;22553;23134
4317301;Santa Vitória do Palmar (RS);461833;-;461833
4317400;Santiago (RS);166987;X;166987
4317509;Santo Ângelo (RS);115415;X;115415
4317558;Santo Antônio do Palma (RS);22993;X;22993
4317608;Santo Antônio da Patrulha (RS);127229;1414;128643
4317707;Santo Antônio das Missões (RS);142134;X;142134
4317756;Santo Antônio do Planalto (RS);60739;-;60739
4317806;Santo Augusto (RS);132385;300;132685
4317905;Santo Cristo (RS);48680;670;49350
4317954;Santo Expedito do Sul (RS);19514;X;19514
4318002;São Borja (RS);448544;693;449237
4318051;São Domingos do Sul (RS);6507;266;6773
4318101;São Francisco de Assis (RS);216848;X;216848
4318200;São Francisco de Paula (RS);130243;17811;148054
4318309;São Gabriel (RS);545071;X;545071
4318408;São Jerônimo (RS);64304;7160;71464
4318424;São João da Urtiga (RS);26492;1315;27807
4318432;São João do Polêsine (RS);9696;897;10593
4318440;São Jorge (RS);11761;8878;20639
4318457;São José das Missões (RS);26607;313;26920
4318465;São José do Herval (RS);3618;616;4234
4318481;São José do Hortêncio (RS);3429;8736;12165
4318499;São José do Inhacorá (RS);10069;X;10069
4318507;São José do Norte (RS);31413;183;31596
4318606;São José do Ouro (RS);87684;994;88678
4318614;São José do Sul (RS);X;6917;6917
4318622;São José dos Ausentes (RS);34649;17491;52140
4318705;São Leopoldo (RS);494;X;494
4318804;São Lourenço do Sul (RS);323356;436;323792
4318903;São Luiz Gonzaga (RS);288452;-;288452
4319000;São Marcos (RS);11052;35284;46336
4319109;São Martinho (RS);40704;-;40704
4319125;São Martinho da Serra (RS);92981;-;92981
4319158;São Miguel das Missões (RS);233528;X;233528
4319208;São Nicolau (RS);70801;375;71176
4319307;São Paulo das Missões (RS);22709;X;22709
4319356;São Pedro da Serra (RS);1127;403;1530
4319364;São Pedro das Missões (RS);23502;X;23502
4319372;São Pedro do Butiá (RS);13938;X;13938
4319406;São Pedro do Sul (RS);68972;-;68972
4319505;São Sebastião do Caí (RS);4006;6528;10534
4319604;São Sepé (RS);263496;326;263822
4319703;São Valentim (RS);16393;2206;18599
4319711;São Valentim do Sul (RS);5523;9562;15085
4319737;São Valério do Sul (RS);25444;-;25444
4319752;São Vendelino (RS);1295;447;1742
4319802;São Vicente do Sul (RS);128700;X;128700
4319901;Sapiranga (RS);2773;X;2773
4320008;Sapucaia do Sul (RS);X;0;NA
4320107;Sarandi (RS);85389;2824;88213
4320206;Seberi (RS);59681;69;59750
4320230;Sede Nova (RS);28667;-;28667
4320263;Segredo (RS);66708;-;66708
4320305;Selbach (RS);51810;-;51810
4320321;Senador Salgado Filho (RS);38037;X;38037
4320354;Sentinela do Sul (RS);33664;559;34223
4320404;Serafina Corrêa (RS);17432;751;18183
4320453;Sério (RS);10880;X;10880
4320503;Sertão (RS);102778;287;103065
4320552;Sertão Santana (RS);44561;481;45042
4320578;Sete de Setembro (RS);22824;-;22824
4320602;Severiano de Almeida (RS);19349;4026;23375
4320651;Silveira Martins (RS);23233;429;23662
4320677;Sinimbu (RS);80204;59;80263
4320701;Sobradinho (RS);38872;641;39513
4320800;Soledade (RS);141985;1560;143545
4320859;Tabaí (RS);6253;212;6465
4320909;Tapejara (RS);58974;X;58974
4321006;Tapera (RS);52653;-;52653
4321105;Tapes (RS);146039;X;146039
4321204;Taquara (RS);23459;257;23716
4321303;Taquari (RS);24106;X;24106
4321329;Taquaruçu do Sul (RS);11060;X;11060
4321352;Tavares (RS);20292;-;20292
4321402;Tenente Portela (RS);46114;X;46114
4321436;Terra de Areia (RS);6722;5163;11885
4321451;Teutônia (RS);14506;317;14823
4321469;Tio Hugo (RS);21725;-;21725
4321477;Tiradentes do Sul (RS);27933;-;27933
4321493;Toropi (RS);21282;X;21282
4321501;Torres (RS);18946;8400;27346
4321600;Tramandaí (RS);2659;-;2659
4321626;Travesseiro (RS);6157;-;6157
4321634;Três Arroios (RS);21770;2939;24709
4321667;Três Cachoeiras (RS);3763;26346;30109
4321709;Três Coroas (RS);5276;249;5525
4321808;Três de Maio (RS);100014;X;100014
4321832;Três Forquilhas (RS);3151;6699;9850
4321857;Três Palmeiras (RS);27076;1069;28145
4321907;Três Passos (RS);36706;X;36706
4321956;Trindade do Sul (RS);57735;751;58486
4322004;Triunfo (RS);58241;522;58763
4322103;Tucunduva (RS);51434;X;51434
4322152;Tunas (RS);36917;X;36917
