;area_estabelecimentos;area_lavouras;area_producao;despesas_terra;qtde_estabelecimentos;pessoal_ocupado;salarios;pessoal_homens;pessoal_mulheres;qtde_tratores;qtde_maquinas;despesas_maquinas;uso_adubos;uso_corretivos;uso_assistencia_tecnica;uso_agrotoxicos;uso_conservacao;uso_irrigacao;uso_energia;despesa_insumos;intensidade_agrotoxico;despesas_estabelecimentos;despesas_outras;despesas_lavouras;receitas_lavouras;receitas_estabelecimentos;CR_sicor;producao;pib_agro_municipios
4209177;6488,9;3048,1;2275;6125;334;922;316;574;348;183;392;3081;296;97;190;190;879;5;320;10931;NA;18324;338;3464;5544;323;11244828,2;28761;16809,32
4209201;3927,1;2077,4;1145;3146;203;600;1060;360;240;205;566;2188;181;29;192;192;32;1;203;9493;4,15254237;19464;1286;1669;2547;202;18167542,88;42462;29543,68
4209300;212810,7;13837,9;74474;38509;1386;4518;19658;3169;1349;823;1317;25215;812;470;382;382;1325;54;1306;36736;33,51010101;126634;5157;38831;43274;1340;74356095,81;164489;109699,34
4209409;10402,1;1135,7;2540;2285;175;414;1794;341;73;43;63;1023;59;14;55;55;34;15;163;3123;337,00000000;10710;188;3754;7230;166;6087562,93;13711;75882,46
4209458;3992,1;2147,6;2251;6473;261;768;564;428;340;132;228;3854;235;42;225;225;242;12;220;9225;1071,00000000;20998;3881;8182;6442;261;8349455,32;24342;16032,77
4209508;2616,7;931;1930;2292;243;585;1293;382;203;190;215;2407;185;61;176;176;279;50;233;4753;314,00000000;13281;1958;2816;4370;227;14040113,78;17855;18834,3
4209607;7627,4;881,5;3984;2029;498;1253;2581;823;430;161;303;NA;313;124;280;280;168;3;472;10281;8,92592593;24041;2183;5902;7062;486;18152088,5;37190;39161,61
4209706;51265,2;9651,7;40819;32602;942;3233;12435;2301;932;534;855;10603;580;210;467;467;929;150;832;28091;35,65591398;105144;38749;34624;52719;918;27019804,7;127614;81133,43
4209805;11438,6;3136,3;11046;9270;639;1821;1593;1058;763;772;816;8673;605;324;484;484;1138;133;625;10070;235,18181818;29566;4425;20506;32660;624;12281649,6;46440;39916,51
4209854;12428,1;3613,1;5654;5910;659;1828;1272;1110;718;300;736;NA;579;93;472;472;919;3;636;16332;1,50338600;28771;2507;2949;6227;652;12399248,81;57127;44149,4
4209904;8975,6;1903,4;9554;4437;498;1310;1826;846;464;420;516;3490;402;132;255;255;601;103;480;5665;76,44444444;17814;2172;7260;13301;490;2976347,53;39476;27564
4210001;9162;6060,1;10958;18262;620;1663;7886;1408;255;408;452;3795;497;241;408;408;155;69;520;19461;0,79818594;46144;8349;37965;77437;608;9688957,97;80737;41626,47
4210035;6021,3;NA;3536;3315;354;785;2212;500;285;163;301;NA;274;80;149;149;236;4;341;10957;190,50000000;20826;946;3483;5257;344;5978603,17;29291;22034,94
4210050;13971,1;2138,4;13175;7551;341;956;2951;589;367;209;429;4658;245;93;180;180;287;48;288;10697;291,75000000;27143;2458;7390;10255;317;6491143,52;33742;16261,9
4210100;66802,6;38972,1;73444;74102;1937;5685;23905;3837;1848;1912;3305;48881;1746;970;1284;1284;1957;46;1906;75884;484,44186047;197117;13595;124117;191988;1883;143586255,23;388786;235803,55
4210209;7674;1498,7;9323;1834;465;972;628;695;277;272;282;NA;322;131;99;99;419;3;441;2880;3,50495050;6587;126;3590;10852;448;4219777,16;15254;10396,18
4210308;36149,9;14583,4;35871;28775;1110;2866;3507;1935;931;716;1101;14251;915;488;528;528;1981;19;1051;25863;99,80000000;64014;1160;53377;79339;1078;26693881,76;105801;70408,29
4210407;3759,7;2178,7;2742;5243;267;653;1005;476;177;142;199;3100;203;75;163;163;175;53;254;6267;937,00000000;16812;445;9080;13587;262;8193982,14;20014;13052,75
4210506;10522,1;7020,7;7659;16837;882;2179;1341;1280;899;406;737;11633;817;151;594;594;1459;18;839;24266;509,85714286;54678;6735;24920;31547;875;30573708,07;72572;42903,39
4210555;7786,3;2000,8;1483;5002;370;1026;2025;626;400;229;456;5214;317;37;282;282;366;25;343;13784;507,00000000;33087;6548;4188;4175;368;13800273,63;50780;31032,81
4210605;13775,3;9519,3;19266;22285;1107;2537;3768;1998;539;795;1065;NA;1014;385;553;553;1438;422;1045;22739;1,87417009;45235;1897;34107;93689;1104;46882457,07;106842;93414,33
4210704;18783,8;1532,8;26241;3207;400;1181;3379;752;429;120;174;3267;269;142;111;111;514;52;367;2658;12,17241379;12687;470;1546;3274;389;2445496,49;42831;17625,65
4210803;12203,6;10720,9;12333;25574;526;1381;2073;1006;375;617;1038;10478;448;199;338;338;487;315;504;18774;246,95238095;48562;4011;43589;59826;516;43559665,01;71722;56003,6
4210852;12581,8;NA;11646;4516;359;1013;622;599;414;219;315;NA;282;75;78;78;217;105;343;7113;NA;14745;1319;6608;11742;334;7383812,2;23287;15111,95
4210902;6010,2;3555,8;3763;9265;360;962;1753;581;381;178;319;3755;303;117;240;240;507;3;313;15552;2167,00000000;26361;1411;8101;13591;345;14073212,68;51924;25731,02
4211009;10966,5;4266,2;4846;9513;867;2517;3865;1481;1036;316;631;7740;758;99;526;526;1156;12;828;20908;20,72131148;44319;4256;6470;15160;851;96979309,37;80057;48164,29
4211058;15132,3;4908,3;18135;12227;284;1819;15983;1416;403;179;300;3300;201;60;89;89;416;18;259;12002;9,68638239;40282;6043;34972;62048;280;4789993,71;92118;21940,27
4211108;24702,6;6061,8;25691;5078;458;1571;2071;997;574;296;425;4340;353;232;209;209;502;19;433;6073;15,39473684;16367;545;9496;22794;440;12835115,36;36871;35202,06
4211207;3076,1;1034,6;1353;2329;263;551;629;416;135;139;232;NA;158;53;84;84;194;16;227;2395;49,00000000;7073;285;3125;6411;259;32357067,33;10085;8117,82
4211256;7026,7;NA;6105;8430;335;990;1222;662;328;303;457;3682;276;112;224;224;487;138;319;7063;147,61538462;20108;3397;16182;25965;331;7638114,81;31949;31574,74
4211306;3025,3;713,7;967;1494;107;254;935;200;54;44;49;NA;47;26;60;60;5;14;100;1770;0,81578947;5503;934;2253;6169;94;7080555,02;9770;67041,45
4211405;3833,2;1880,4;1194;5905;282;1069;1707;679;390;193;309;3009;255;63;239;239;437;5;270;11898;183,50000000;25683;4378;5537;5616;278;21818571,89;38904;31075,79
4211454;6657,4;2315,9;2191;3766;552;1390;833;770;620;195;287;2430;481;88;345;345;557;3;543;7594;106,60000000;17527;1150;2499;7228;527;16816614,1;38723;27341,41
4211504;9259,2;1820,3;11005;2327;491;1150;1397;835;315;350;351;NA;406;135;121;121;140;1;466;2892;3,30188679;9160;584;7066;19457;486;2773404,07;17237;12769,61
4211603;11873,2;8666,3;11696;21280;542;1238;2464;878;360;474;790;9642;412;251;445;445;455;214;498;16470;232,20000000;43484;2335;34927;52237;535;26106868,71;73152;47915,69
4211652;9592;NA;5156;6109;472;1146;347;700;446;186;387;5306;380;25;257;257;383;5;434;11399;NA;22216;857;4940;8724;461;11731408,25;35427;23734,86
4211702;23621,5;3430,9;14472;10408;1258;3179;6290;2042;1137;683;1110;9558;869;286;701;701;979;33;1195;41195;47,29411765;85284;8028;17895;41862;1238;21806562,61;131103;104779,18
4211751;50351,8;NA;56633;19954;484;1467;22528;1112;355;307;472;31238;327;184;200;200;452;9;442;16182;NA;107947;19093;26141;30031;479;15426684,71;128094;67506,72
4211801;12296,4;4741,8;4346;8349;674;1857;1253;1166;691;484;1071;7816;599;84;467;467;899;6;657;16883;6,12500000;38365;3959;5971;8654;662;35536716,47;71319;52856,96
4211850;13486,9;11319,9;12989;19793;300;983;2201;640;343;257;534;5790;275;119;217;217;794;5;293;23946;NA;36180;499;26049;45955;294;18540964,2;70926;43679,96
4211876;4389,2;1659;2234;1557;355;859;494;557;302;104;194;1579;290;42;185;185;257;2;347;3514;7,52000000;7886;672;1843;5743;350;3327631,2;20167;14306,3
4211892;57393,2;1412,9;8695;9146;630;1606;11205;1121;485;185;253;2802;264;190;101;101;104;22;551;6406;6,20172911;32451;351;184;17866;610;14896547,38;33786;29788,63
4211900;2324,8;824,6;1040;2443;232;549;2324;442;107;55;77;NA;83;41;99;99;50;21;201;5697;46,85714286;24077;11779;2187;3453;223;1971519,22;14169;57362,04
4212007;21144,4;9715,4;16049;19892;532;1598;3579;1035;563;209;465;6967;470;151;244;244;905;13;501;33602;81,70588235;56637;1145;18776;23355;503;29447344,96;97200;56884,61
4212056;20913,4;NA;13632;4756;514;1170;2986;808;362;175;287;8997;308;186;152;152;374;9;439;4818;NA;27004;4950;5922;5204;504;2832309,16;24890;27477,54
4212106;23642,1;9253,5;9052;23791;1454;3845;4635;2256;1589;797;1538;15021;1274;332;1052;1052;1852;9;1367;39948;85,84905660;82372;3975;19314;31575;1427;256900438,21;146885;157605,73
4212205;38729,5;22415,3;40964;40750;1185;3123;8740;2106;1017;986;1431;13727;1115;491;824;824;2072;35;1161;52397;215,57692308;97965;9608;68783;114974;1177;58422396,39;154479;118360,55
4212239;12212,3;4818,9;5114;9805;600;1594;1233;978;616;220;489;NA;574;135;321;321;658;4;583;15657;70,37500000;30056;3566;8343;16017;597;14043279,97;52006;27382,95
4212254;3703,9;769,8;2711;1735;107;233;321;180;53;47;58;NA;71;14;30;30;38;21;103;1933;27,75000000;4168;161;2068;3803;101;1443469,92;8866;15762,83
4212270;36313;9811,2;36106;13636;682;2505;6026;1557;948;263;486;5771;578;394;181;181;1073;65;640;24955;402,71428571;52631;5631;17380;31637;673;29441937,38;137099;72658,91
4212304;5802,6;1103,4;2235;2194;235;422;1716;368;54;59;66;760;85;35;136;136;254;18;218;2387;192,50000000;8505;131;2550;7790;225;1285814,99;14956;28549,69
4212403;5815;1391,9;4708;3471;445;1061;1570;667;394;207;316;2826;282;150;186;186;438;36;374;8670;6,12408759;31211;8255;6223;12473;423;5588643,45;28776;62043,52
4212502;1726,8;126,4;173;237;118;311;1073;265;46;26;32;NA;27;15;73;73;39;10;63;1174;3,81818182;4131;700;304;833;113;2819046,21;5880;41788,27
4212601;6029,4;2342,3;2214;4109;354;890;622;535;355;150;365;2813;342;58;198;198;630;4;351;9164;5,11290323;17338;1203;1968;4518;351;8337985,2;31850;19293,62
4212650;3018,2;169,1;279;351;272;751;816;559;192;28;39;667;180;15;52;52;121;42;261;969;29,00000000;4070;66;343;1236;263;198648,22;10448;4685,97
4212700;15329,3;6105,2;16817;21865;1008;2378;2891;1397;981;984;1359;13679;876;389;600;600;1897;212;969;25998;252,14285714;65444;13411;38891;49675;992;28159227,3;75548;67606,01
4212809;4627,2;854,7;3683;3323;130;359;1894;281;78;96;116;NA;77;45;75;75;54;12;88;5320;1,60449050;12274;488;4762;10420;126;2496951,96;25943;19572,75
4212908;8056,4;4595,9;4358;11100;729;2051;1663;1215;836;353;644;9757;627;136;438;438;2406;11;691;242397;113,73333333;268912;4241;12829;19021;721;58407453,15;69748;45971,74
4213005;3972,2;2545,3;3944;6305;203;946;2815;662;284;231;446;4576;176;71;152;152;318;37;190;9939;3,86507937;27434;2526;13031;20162;205;12254032,98;33755;23807,13
4213104;7353,4;2533,9;3011;3901;487;1109;1144;683;426;164;276;1867;416;58;237;237;461;8;473;6130;6,19230769;14737;460;3160;7724;479;8084116,27;28643;22546,9
4213153;3908,1;1510,9;1933;2701;357;854;7808;514;340;147;249;1746;263;18;239;239;649;1;330;5405;84,00000000;18007;334;2105;4587;342;5341048,69;28938;43475,7
4213203;3608,4;670,9;2782;1028;746;1562;1589;1066;496;264;274;1061;517;42;326;326;525;11;735;5768;1,67346939;12634;545;2025;7751;744;732026,6;17578;15295,09
4213302;30581;NA;29686;10260;398;1109;9425;795;314;172;277;6017;219;104;174;174;445;14;363;9992;432,75000000;37495;1981;11450;13316;383;12147291,91;48191;37470,42
4213351;24700,3;1063,6;4475;3385;80;332;10435;289;43;75;112;37209;41;33;44;44;85;2;67;1595;NA;84466;4744;1529;3918;68;3383860,16;113038;48701,56
4213401;31686,8;6045,7;40908;10721;370;1093;3502;706;387;180;360;6845;302;115;161;161;478;8;353;32003;30,63768116;68454;5217;19057;23075;366;17954577,23;101352;61398,54
4213500;2549,3;144,2;341;703;73;179;1376;143;36;57;73;NA;37;12;30;30;32;12;63;1269;3,59090909;4418;265;259;720;68;6539923,8;5071;17090,03
4213609;40366,7;11598,8;42387;14911;1351;3197;4400;2059;1138;756;1272;10188;845;411;496;496;1325;63;1214;19769;9,75907591;48893;4260;23025;39654;1287;17566085,15;75855;67970,23
4213708;18847,4;NA;12600;20396;1179;2831;4416;1699;1132;732;1024;10032;890;275;582;582;1182;263;1135;17739;104,57894737;55463;3507;26313;34049;1091;68585491,54;66086;56785,63
4213807;5701,9;4094,3;5922;9186;344;762;487;490;272;224;316;NA;296;62;124;124;309;117;336;7093;7,66013072;13835;430;13165;23901;330;12396026,93;27124;21207,06
4213906;4254,8;1740,1;1109;2393;261;758;558;472;286;156;385;2303;240;32;195;195;430;NA;246;6337;2,97727273;12465;893;1224;2820;250;6001775,7;25086;18636,24
4214003;14203,4;4912,4;11378;10173;1019;2848;1659;1692;1156;756;1322;10724;778;305;531;531;1303;41;962;19110;116,28571429;53467;12891;17457;30338;995;19020477,89;71866;45078,5
4214102;8197,5;NA;10090;4130;364;984;1257;640;344;325;377;NA;303;104;212;212;651;14;343;6321;227,66666667;14282;2272;9103;16707;352;3351941,69;24981;23505,46
4214151;6003,7;NA;1071;7032;379;1085;537;652;433;203;376;3108;367;93;229;229;674;2;367;13352;NA;21448;741;2508;3334;372;13201763,01;42904;19356,12
4214201;19651,2;8577,3;9652;20781;1157;3045;1599;1780;1265;457;818;9932;881;185;763;763;1102;35;1063;33655;102,11904762;64300;3298;21340;26246;1114;114535439,63;99220;69102,52
4214300;10947,2;1249,5;4477;5889;352;883;1314;564;319;353;443;NA;302;193;219;219;465;189;338;7280;408,00000000;15896;1530;1777;3295;346;6716569,02;22517;29524,15
4214409;19203,5;6975;16815;14800;693;2575;8456;1697;878;581;1282;11985;560;209;374;374;707;73;658;34627;8,51230425;78114;5080;19719;29806;668;29184499,13;116796;80185,49
4214508;26603,4;6451,8;23167;14115;900;1979;3822;1282;697;590;813;5192;678;364;410;410;929;125;818;17500;1351,50000000;35061;1775;21162;44742;839;24958922,91;80014;52781,34
4214607;12485,4;5255,9;9968;13322;770;2092;3960;1313;779;754;1098;10827;689;301;574;574;1306;177;756;25270;321,66666667;63087;8275;21116;35044;760;22234373,52;90707;68028,29
4214706;20235,1;2268,4;26496;3679;783;1451;2214;1026;425;343;434;1947;381;77;291;291;342;86;721;7665;1,70644391;20637;2210;5916;14855;776;2931631,85;26348;24890,34
4214805;11402,9;1976,3;7404;3210;687;1588;4142;1038;550;352;424;2951;444;108;221;221;676;91;665;8299;11,06666667;25801;2160;7169;13072;666;134051071,78;27076;17505,05
4214904;14956,2;1695,7;6246;4906;732;1929;1086;1135;794;503;697;3207;572;148;513;513;391;25;679;26132;12,58139535;37593;2039;4611;11455;691;7717591,65;75144;47272,48
4215000;39426,7;11262,8;49423;19310;823;2411;5747;1504;907;652;1083;9621;632;349;154;154;1002;34;769;17674;94,02222222;44131;1366;27567;56108;801;20224081,19;82224;66691,81
4215059;11619,3;2150,7;4925;4648;306;883;1229;614;269;203;285;NA;245;156;62;62;255;11;300;5234;4,98283262;11410;466;5735;18559;303;12380708,4;22019;21564,12
4215075;13302,5;3455,5;6762;7276;690;1951;1720;1208;743;207;346;6011;565;78;461;461;1001;9;630;11062;36,70000000;29578;4908;8963;12645;681;19939395,21;48010;30232
4215109;3438,9;1218,3;3806;2392;467;714;1607;602;112;196;225;NA;237;59;176;176;137;59;431;3244;0,94065282;8945;470;4369;9949;412;2074417,1;11930;15354,79
4215208;15227,1;3993,3;3612;8918;811;2433;1124;1409;1024;258;520;NA;731;97;444;444;1501;18;784;22472;86,57142857;47398;4342;4977;7610;810;28925818,28;72495;28935,08
4215307;9860,3;2698,1;7326;4728;713;1963;1271;1118;845;381;574;4378;469;125;348;348;1476;20;666;11028;304,50000000;24649;3385;5577;11771;683;10597496,96;40935;25607,71
4215356;10187,9;2975,2;2651;6316;609;1320;3003;775;545;150;275;3388;543;85;238;238;695;5;571;11653;418,00000000;24500;194;3415;5995;581;16150879,99;38942;27556,02
4215406;5862,6;1772,1;3337;3342;270;693;1607;444;249;147;401;3413;197;39;165;165;200;6;241;21023;18,46153846;40142;6791;2892;3125;250;6663992,97;46558;20506,71
4215455;3854,6;1002,2;1654;1999;202;458;579;323;135;107;159;NA;155;10;66;66;16;9;182;7143;NA;11838;267;3080;8498;188;3929292,46;13679;15577,18
4215505;71710,6;NA;85144;13132;357;1612;20723;1303;309;248;359;30499;146;111;118;118;292;26;302;10390;13,42276423;108235;29380;17125;11839;324;12915437,03;210879;53611,18
4215554;5150,7;2532;2060;4642;331;801;373;466;335;139;264;1458;304;58;245;245;214;1;274;7846;90,50000000;12995;89;2985;7014;330;10860425,23;31298;18626,02
4215604;9649,8;NA;6016;1403;449;1029;901;614;415;217;245;1546;279;97;78;78;607;20;396;8322;23,25000000;13798;489;1058;2725;437;2970903,72;24728;13879,32
4215653;5411,1;2806,2;4387;7050;537;1153;1326;859;294;238;320;3264;451;200;258;258;207;52;472;6418;1,16413662;15935;803;11995;28006;520;6897189,77;32298;35869,73
4215679;35695,6;14689,2;42126;27151;2196;6351;2971;3837;2514;1582;1979;17580;1856;854;1329;1329;3181;13;2091;28263;31,93684211;67232;9144;59587;124879;2125;28659214,15;135452;98647,52
4215687;8299,3;1965,1;1931;3210;549;1272;694;785;487;73;138;1661;462;42;230;230;467;10;524;6352;33,18750000;14542;1359;2568;6152;547;8883490,92;26021;18950,57
4215695;5574,9;2090,6;1934;3047;215;526;167;322;204;77;143;1587;177;37;169;169;338;3;192;4964;NA;9865;285;2335;4882;208;7918100,58;21533;10001,7
4215703;2890,9;440,8;1406;3148;434;814;1663;605;209;133;163;1752;189;108;148;148;201;95;231;7780;191,00000000;16834;231;1108;3573;411;2668951,36;25390;20005,47
4215752;9540,8;3093,4;2837;6209;446;1348;1116;811;537;150;329;3611;376;63;154;154;549;23;420;11986;151,50000000;25359;1961;3368;5249;438;13391817,81;39915;18994,81
4215802;10400,3;2720,2;12757;4504;474;1300;1509;831;469;342;593;3324;360;121;224;224;646;43;457;4825;2,12427746;13971;333;7045;18708;451;5649731,62;33500;54383,88
4215901;12645;1123,6;10454;2037;529;1273;1328;810;463;265;306;2073;383;101;274;274;571;35;501;5370;34,75000000;12074;346;1716;4144;525;2176158,21;22629;14136,97
4216008;10771,9;4085,7;2244;12517;833;2557;2925;1476;1081;405;935;13035;664;102;597;597;1095;8;783;36001;37,35714286;79701;11675;6608;11806;821;32870693,05;114351;68480,94
4216057;16791;NA;1319;1844;178;577;5825;468;109;69;90;4399;71;37;78;78;255;2;134;1475;NA;19143;4301;1236;2583;153;1516922,34;33215;19981,94
4216107;23248,9;17896,8;20427;39100;653;1934;4147;1227;707;538;1137;18162;631;207;512;512;1467;27;632;47046;1661,25000000;80161;3145;51745;73550;652;38045043,42;132971;82165,49
4216206;4120;279,6;5109;672;154;438;1333;310;128;65;77;924;74;27;62;62;101;24;126;2156;0,56321839;7786;978;265;5327;162;4131748,57;13372;20601,55
4216255;9910,7;4875,1;2132;13398;774;2118;4498;1307;811;415;890;9068;735;95;570;570;1179;4;761;36215;1463,00000000;72616;7283;5577;7252;775;46978648,01;126475;64295,1
4216305;6421,2;868,9;6718;1016;578;1143;1221;883;260;104;106;NA;227;44;454;454;5;2;562;2263;3,22727273;5887;7;1675;13473;576;2320955,06;26622;18107,57
4216354;7325,1;2516,2;4008;7609;282;765;2308;529;236;249;303;NA;194;71;142;142;187;68;267;7562;1,32945389;22332;2272;14958;24697;273;6570952,8;32482;31055,96
4216404;8864,2;5934,6;8046;13696;728;1653;2528;1175;478;367;487;4143;665;300;434;434;163;205;682;11216;10,39259259;26564;1355;22016;44432;706;15207025,5;52578;66945,21
4216503;135120,6;9248,1;62228;71809;2343;10122;44077;7667;2455;2544;3082;31944;1671;1221;1710;1710;1597;19;2043;72468;7,35675366;193534;18933;163571;376080;2205;138251049,28;283430;327271,3
4216602;982,8;79,6;141;346;106;232;431;171;61;23;23;NA;61;17;36;36;39;12;101;966;0,60000000;2509;166;170;513;105;59042,54;3053;10250,13
4216701;18977,5;9744,6;6131;19893;1136;3281;3132;1999;1282;450;920;11095;1057;252;611;611;1199;27;1102;49348;253,27272727;80711;3976;9171;16276;1123;122251142,16;142348;76122,95
4216800;57049;NA;34795;21833;2050;4880;3479;3226;1654;558;967;13136;1345;476;409;409;1689;45;1880;21245;401,75000000;61417;4529;33144;51944;2018;37614608,21;83010;71404,48
4216909;21827,6;NA;10731;16196;1270;3057;1953;1800;1257;527;1145;NA;1033;100;217;217;1523;23;1174;29621;270,20000000;53006;2022;12304;19482;1212;30136433,6;93556;55845,87
4217006;4350,5;666,7;2280;1573;377;1139;4343;698;441;185;262;2621;262;57;141;141;279;36;374;40393;109,66666667;63117;3578;1131;3052;367;7790214,35;124716;90215,66
4217105;9380,1;1028,9;3537;1569;452;1097;423;664;433;151;188;1118;308;84;196;196;533;18;444;6054;NA;10377;75;1503;3921;441;5134798,21;22079;17668,45
4217154;4793,9;NA;1899;4660;397;999;326;596;403;103;191;NA;361;41;243;243;946;1;368;9470;102,40000000;17137;683;4296;6488;393;8465812,87;29381;12793,98
4217204;12742,1;5281,3;5611;10349;872;2366;5777;1414;952;317;547;5222;788;127;421;421;1115;57;856;18327;94,06666667;44544;5977;11154;20113;870;20943803,91;67679;71171,99
4217253;2804,7;502,4;2672;1281;323;775;2068;503;272;74;75;NA;235;73;156;156;170;36;313;2208;1,50000000;8851;500;1253;10161;322;979333,43;15620;8595,04
4217303;13980,3;6602,6;6626;15807;1120;2909;1855;1699;1210;415;754;11803;983;211;647;647;1801;8;1047;35581;805,66666667;72656;7743;14491;18085;1085;32186747,54;95894;69300,64
4217402;1023,4;773,2;1488;1403;229;451;667;359;92;70;76;NA;135;63;21;21;50;22;221;2392;1,07210031;4515;154;2836;12408;229;1994265,45;8801;35075,33
4217501;18261,5;5398,7;5159;9695;1193;3424;5753;2072;1352;470;1184;8015;1025;178;773;773;1372;29;1123;47754;13,89873418;90335;9533;4194;9483;1166;45418375,88;151732;101481,35
4217550;6588,8;NA;3492;5301;427;890;952;545;345;186;352;NA;337;72;215;215;560;6;357;10949;130,57142857;19027;484;4215;6847;416;6755932,55;36401;24117,93
4217600;5757,2;1171,6;4031;2167;425;1250;859;713;537;229;262;3421;328;151;281;281;297;14;415;3380;0,67069486;12927;1899;3318;7160;423;4181526,9;21197;16090,62
4217709;6487,3;4269,8;6027;10039;602;1841;3554;1361;480;347;562;4829;535;290;337;337;424;144;579;9035;3,10757576;23937;1393;20424;41682;592;9070516,97;42614;115536,66
4217758;7591,4;2750,1;2551;5258;502;1501;NA;804;697;148;290;4899;414;17;223;223;679;3;449;12412;616,00000000;23005;800;2504;4186;493;10133006,5;37092;20322,76
4217808;33482,6;6929,9;25092;14518;1399;3509;6115;2154;1355;1085;1583;12808;1054;359;654;654;2207;168;1339;24117;94,76923077;72511;7745;23959;40317;1362;36043771,61;97896;78907,47
4217907;22654,6;10175,4;23870;20376;836;2932;5874;1921;1011;785;1755;9746;715;240;516;516;1308;38;796;29381;6,22986037;63375;7473;30416;45013;822;54370960,11;102966;85689,93
4217956;3936,2;NA;2231;4863;285;811;576;503;308;77;148;2736;273;46;209;209;114;4;275;8912;NA;15390;797;5471;10565;283;7596819,77;23782;13171,41
4218004;10138,5;2431,2;7248;3363;445;998;2655;760;238;205;244;3644;181;77;118;118;384;42;417;4857;9,45054945;17142;623;6427;14973;430;6568373,68;22224;18624,4
4218103;6949,7;3138,3;6533;6636;392;1140;2001;846;294;277;376;3962;312;133;228;228;435;74;382;6680;15,19753086;20106;2408;13128;23386;387;11282148,15;35079;39804,56
4218202;2781;899,4;1754;1901;321;735;1498;475;260;222;262;1152;242;60;191;191;232;63;311;5294;2,43243243;11335;227;2553;5553;320;2092840,55;14887;11014,87
4218251;33105,8;NA;26019;2426;729;1470;2098;882;588;108;137;3769;119;84;54;54;255;2;674;3204;NA;14565;1420;1563;3177;649;2339519,16;31222;50326,19
4218301;23763,5;7352;28534;17552;390;958;8092;729;229;320;506;8460;196;96;105;105;338;18;340;17706;59,32456140;50394;5675;24937;34470;365;18312734,47;68509;37927,67
4218350;2603;NA;2046;348;171;419;256;249;170;79;91;772;129;42;115;115;114;3;164;722;1,88461538;2907;179;704;1922;172;1388646,9;6592;5849,97
4218400;7757,7;2786;6209;16217;604;1435;1168;936;499;325;616;4967;413;143;348;348;942;56;593;25350;34,82978723;38598;236;22072;19090;592;8836555,57;34538;28058,66
4218509;10658,3;4395;3651;9974;430;1079;4262;674;405;373;845;10661;369;137;302;302;504;4;409;25509;1351,00000000;52114;2342;8571;6554;398;104450391,13;71880;40568,62
4218608;4230,6;1794,3;3337;3236;266;711;2108;434;277;251;374;3233;234;93;182;182;389;19;262;24196;23,04761905;74278;1496;4831;10738;263;3878515,7;99506;23476,61
4218707;15303,1;6724,7;10083;14829;986;1920;4033;1430;490;336;598;5556;500;260;336;336;1107;151;785;12659;544,57142857;41752;2059;21535;39800;965;46754230,88;59917;52019,34
4218756;7714,2;3526,3;1523;9871;548;1614;4371;935;679;345;663;6768;519;71;441;441;856;4;546;41755;169,33333333;72889;5204;2860;6164;545;32271112;116436;49522,65
4218806;14349,7;12291,5;15634;28473;661;1943;6113;1455;488;874;1557;12858;607;334;483;483;798;417;648;22973;49,40875912;62462;5895;46284;67557;651;201567760,84;107862;77826,21
4218855;6346,4;2967;2239;6071;420;1012;753;589;423;174;318;NA;374;49;279;279;554;2;389;11387;NA;25226;2727;5197;7503;411;12955413,01;38939;23011,25
4218905;43545;2716,5;13346;14798;656;2522;5802;1817;705;599;860;6200;527;299;335;335;561;123;623;15120;9,71093750;39305;2268;19909;32224;650;36935608,22;53963;62148,13
4218954;17610,5;888,4;5091;5702;314;1505;4666;1172;333;217;282;NA;191;123;149;149;246;11;278;6229;6,49807692;21213;2543;14344;28504;312;15045345,48;38074;36254,4
4219002;7714,6;1361,5;4743;2654;657;1682;3529;1083;599;268;372;5640;432;160;107;107;274;32;642;9652;3,67375887;46382;2565;4794;15110;647;6380464,81;64431;33385,68
4219101;11548,3;6827,5;8125;12546;336;943;3583;590;353;222;563;5393;294;153;229;229;563;25;311;17784;151,95652174;33655;2956;14083;20269;318;18988410,45;62896;43267,22
4219150;20677,2;NA;10736;8659;713;1769;3357;1259;510;237;464;7643;563;115;179;179;823;2;575;9034;1881,00000000;27073;2145;11651;25051;707;9797589,92;44145;25896,22
4219176;12845,3;2911,1;6082;4010;326;899;1096;554;345;196;391;3281;292;69;155;155;344;7;318;7663;102,12500000;14848;131;3137;7285;316;27839033,82;28618;29546,07
4219200;14055,6;5987,3;17734;22012;1040;2684;3040;1586;1098;985;1180;10046;914;416;678;678;1640;144;1022;21138;1163,20000000;50083;7809;45266;71056;1019;22607633,02;78946;60569,55
4219309;19446,9;9802,9;14412;22081;1045;3644;17684;2484;1160;1026;2202;16844;923;302;602;602;1681;63;986;58273;7,06072351;158505;40772;61984;39338;990;192737276,99;167376;141287,48
4219358;13778,1;4505,6;18488;10250;790;2413;642;1419;994;584;767;NA;606;211;418;418;1261;11;767;11331;56,92857143;30816;3080;20577;39416;770;13681564,04;57817;42406,49
4219408;8343,4;2473,7;6442;6591;645;1722;836;977;745;409;553;5613;574;231;295;295;1648;61;624;10912;97,33333333;33812;11524;14506;15133;628;9308759,87;28771;32974,26
4219507;20101,2;13620,8;14490;28178;704;2097;10089;1356;741;474;1017;11254;561;156;383;383;1136;36;663;41949;158,96078431;89146;10732;31319;47449;684;53852989,39;164833;98065,29
