municipio;ano;produto;tipo_agricultura;despesas_custeio;outras_despesas;juros;renda_fatores;despesas_pos_colheita
Barreiras;2006;SOJA;Agricultura Empresarial;690.01;;56.74;140.58;75.35
Barreiras;2007;SOJA;Agricultura Empresarial;745.83;;50.92;147.97;78.71
Barreiras;2008;SOJA;Agricultura Empresarial;893.24;;81.22;155.97;98.44
Barreiras;2009;SOJA;Agricultura Empresarial;815.6;;49.24;155.32;96.47
Barreiras;2010;SOJA;Agricultura Empresarial;728.4;;47.74;155.71;92.17
Barreiras;2011;SOJA;Agricultura Empresarial;772.19;163.69;33.28;411.12;
Barreiras;2012;SOJA;Agricultura Empresarial;856.29;288.33;33.57;494.11;
Barreiras;2013;SOJA;Agricultura Empresarial;1291.59;;30.42925410505604;467.78;213.63
Barreiras;2014;SOJA;Agricultura Empresarial;1344.17;283.12;46.32;601.44;
Barreiras;2015;SOJA;Agricultura Empresarial;1316.18;277.06;59.89;765.63;
Barreiras;2016;SOJA;Agricultura Empresarial;1409.81;271.66;64.37;834.45;
Barreiras;2017;SOJA;Agricultura Empresarial;1374.32;267.03;66.01;901.33;
Barreiras;2018;SOJA;Agricultura Empresarial;1475.48;277.04;66.25;1059.66;
Barreiras;2019;SOJA;Agricultura Empresarial;1584.08;284.46;62.84;802.92;
Barreiras;2020;SOJA;Agricultura Empresarial;2116.21;372.0;61.1;697.83;
Barreiras;2021;SOJA;Agricultura Empresarial;2458.01;469.45000000000005;48.72;192.43;
Barreiras;2022;SOJA;Agricultura Empresarial;5110.59;656.29;191.31;897.98;
Barreiras;2023;SOJA;Agricultura Empresarial;4838.12;647.0;258.01;2736.46;
Brasília;2005;SOJA;Agricultura Empresarial;1039.44;;53.10756715688939;245.9;132.32999999999998
Brasília;2006;SOJA;Agricultura Empresarial;1114.47;;51.877312524787996;246.24;136.75
Brasília;2007;SOJA;Agricultura Empresarial;1111.62;;49.02086914111541;240.18;136.58
Brasília;2008;SOJA;Agricultura Empresarial;1394.74;;52.801539282856226;233.23;152.78
Brasília;2009;SOJA;Agricultura Empresarial;1103.71;;40.553117429310205;238.94;170.4
Brasília;2010;SOJA;Agricultura Empresarial;1124.31;;41.280941819261045;241.63;171.29
Brasília;2011;SOJA;Agricultura Empresarial;1093.87;214.47;49.21;581.17;
Brasília;2012;SOJA;Agricultura Empresarial;1112.13;265.44;46.94;700.88;
Brasília;2013;SOJA;Agricultura Empresarial;1161.65;172.32;31.53;502.63;
Brasília;2014;SOJA;Agricultura Empresarial;1257.42;165.25;34.12;565.72;
Brasília;2015;SOJA;Agricultura Empresarial;1440.14;173.38;41.3;613.08;
Brasília;2016;SOJA;Agricultura Empresarial;1559.32;198.03;44.62;701.87;
Brasília;2017;SOJA;Agricultura Empresarial;2030.09;205.46;106.75;609.9;
Brasília;2018;SOJA;Agricultura Empresarial;2328.92;200.77;89.53;664.2;
Brasília;2019;SOJA;Agricultura Empresarial;2573.54;216.52;108.52;499.2;
Brasília;2020;SOJA;Agricultura Empresarial;2624.83;229.26;93.99;499.49;
Brasília;2021;SOJA;Agricultura Empresarial;3402.66;584.42;81.02;149.08;
Brasília;2022;SOJA;Agricultura Empresarial;6042.72;808.3100000000001;281.13;454.36;
Brasília;2023;SOJA;Agricultura Empresarial;5864.6;763.3199999999999;382.74;966.35;
Cristalina;2011;SOJA;Agricultura Empresarial;991.43;;52.15452129117314;315.38;106.5
Cristalina;2012;SOJA;Agricultura Empresarial;1010.49;;45.59437451910233;309.18;107.62
Cristalina;2013;SOJA;Agricultura Empresarial;1159.86;;49.68142987063941;312.35;170.94
Cristalina;2014;SOJA;Agricultura Empresarial;1148.48;121.33;117.54;442.77;
Cristalina;2015;SOJA;Agricultura Empresarial;1402.57;139.84;175.79;536.97;
Cristalina;2016;SOJA;Agricultura Empresarial;1449.22;142.32;181.43;572.86;
Cristalina;2017;SOJA;Agricultura Empresarial;1447.21;185.67;191.59;640.22;
Cristalina;2018;SOJA;Agricultura Empresarial;1771.83;435.44;81.64;608.99;
Cristalina;2019;SOJA;Agricultura Empresarial;1857.81;446.36;73.21;479.95;
Cristalina;2020;SOJA;Agricultura Empresarial;1843.35;455.63;73.16;484.19;
Cristalina;2021;SOJA;Agricultura Empresarial;2483.8199999999997;612.54;70.78;138.82999999999998;
Cristalina;2022;SOJA;Agricultura Empresarial;3995.29;721.49;163.04;219.73999999999998;
Cristalina;2023;SOJA;Agricultura Empresarial;2972.29;588.4200000000001;171.45;476.25;
Rio Verde;1997;SOJA;Agricultura Empresarial;290.01;;11.98;55.83;31.67
Rio Verde;1998;SOJA;Agricultura Empresarial;352.58;;13.26;84.19;37.6
Rio Verde;1999;SOJA;Agricultura Empresarial;468.14;;19.02;84.19;44.42
Rio Verde;2000;SOJA;Agricultura Empresarial;496.14;;18.7;91.23;46.07
Rio Verde;2001;SOJA;Agricultura Empresarial;500.8;;15.14;81.67;49.8
Rio Verde;2002;SOJA;Agricultura Empresarial;566.16;;17.57;92.96206;55.68
Rio Verde;2003;SOJA;Agricultura Empresarial;800.18;;29.3;119.240884;81.02
Rio Verde;2004;SOJA;Agricultura Empresarial;869.74;;28.15;134.150884;85.12
Rio Verde;2005;SOJA;Agricultura Empresarial;1017.55;;31.84;254.95;99.21
Rio Verde;2006;SOJA;Agricultura Empresarial;934.1;;24.19;165.76;129.21
Rio Verde;2007;SOJA;Agricultura Empresarial;735.89;;28.743391037501592;329.42;72.01
Rio Verde;2008;SOJA;Agricultura Empresarial;822.14;;30.657810590107527;215.22;204.27
Rio Verde;2009;SOJA;Agricultura Empresarial;894.59;;30.935426238586253;216.5;237.75
Rio Verde;2010;SOJA;Agricultura Empresarial;753.84;257.81;23.7;278.84;
Rio Verde;2011;SOJA;Agricultura Empresarial;801.6;208.69;30.23;407.26;
Rio Verde;2012;SOJA;Agricultura Empresarial;799.28;350.11;28.27;482.68;
Rio Verde;2013;SOJA;Agricultura Empresarial;841.0;350.25;23.15;406.65;
Rio Verde;2014;SOJA;Agricultura Empresarial;1166.08;326.47;29.13;232.05;
Rio Verde;2015;SOJA;Agricultura Empresarial;1406.34;338.7;46.0;331.45;
Rio Verde;2016;SOJA;Agricultura Empresarial;1445.9;338.77;47.22;357.6;
Rio Verde;2017;SOJA;Agricultura Empresarial;1439.74;344.97;49.66;384.99;
Rio Verde;2018;SOJA;Agricultura Empresarial;1647.71;352.0;52.7;399.27;
Rio Verde;2019;SOJA;Agricultura Empresarial;1895.6;314.02;56.03;380.76;
Rio Verde;2020;SOJA;Agricultura Empresarial;2093.63;344.87;56.4;413.28;
Rio Verde;2021;SOJA;Agricultura Empresarial;2178.06;485.4;40.42;122.43;
Rio Verde;2022;SOJA;Agricultura Empresarial;4093.73;564.6800000000001;141.21;399.54;
Rio Verde;2023;SOJA;Agricultura Empresarial;3619.3100000000004;589.26;175.9;980.67;
Balsas;2006;SOJA;Agricultura Empresarial;800.4;;38.92552129980798;113.41;120.13
Balsas;2007;SOJA;Agricultura Empresarial;860.03;;36.122524501286655;108.67;123.64
Balsas;2008;SOJA;Agricultura Empresarial;1418.52;;64.586466708935;112.76;156.59
Balsas;2009;SOJA;Agricultura Empresarial;1127.28;;51.760237598997435;113.46;148.96
Balsas;2010;SOJA;Agricultura Empresarial;827.87;208.37;30.51;133.58;
Balsas;2011;SOJA;Agricultura Empresarial;866.02;173.56;35.53;210.08;
Balsas;2012;SOJA;Agricultura Empresarial;897.13;210.01;34.86;247.25;
Balsas;2013;SOJA;Agricultura Empresarial;1136.62;;44.17220878478103;190.2;175.32
Balsas;2014;SOJA;Agricultura Empresarial;1203.09;216.43;52.32;208.58;
Balsas;2015;SOJA;Agricultura Empresarial;1595.28;381.81;74.12;327.88;
Balsas;2016;SOJA;Agricultura Empresarial;1495.58;293.21;69.64;325.26;
Balsas;2017;SOJA;Agricultura Empresarial;1477.83;298.21;69.08;359.7;
Balsas;2018;SOJA;Agricultura Empresarial;1496.14;289.88;68.38;326.42;
Balsas;2019;SOJA;Agricultura Empresarial;1746.65;325.64;79.75;170.75;
Balsas;2020;SOJA;Agricultura Empresarial;1992.56;374.39;61.68;256.51;
Balsas;2021;SOJA;Agricultura Empresarial;2670.98;505.26;56.33;144.96;
Balsas;2022;SOJA;Agricultura Empresarial;4803.789999999999;592.3800000000001;205.1;463.05;
Balsas;2023;SOJA;Agricultura Empresarial;4604.280000000001;622.48;273.02;994.4;
Unaí;2005;SOJA;Agricultura Empresarial;991.41;;25.1;381.94;144.06
Unaí;2006;SOJA;Agricultura Empresarial;782.86;;19.82;370.16;136.72
Unaí;2007;SOJA;Agricultura Empresarial;797.47;;21.02;373.41;140.69
Unaí;2008;SOJA;Agricultura Empresarial;1145.38;;31.56;371.12;173.66
Unaí;2009;SOJA;Agricultura Empresarial;968.27;;40.5;383.68;163.27
Unaí;2010;SOJA;Agricultura Empresarial;848.65;174.81;26.26;348.65;
Unaí;2011;SOJA;Agricultura Empresarial;940.21;179.79;29.77;473.91;
Unaí;2012;SOJA;Agricultura Empresarial;938.8;248.6;29.86;560.18;
Unaí;2013;SOJA;Agricultura Empresarial;1012.04;252.73;26.02;483.55;
Unaí;2014;SOJA;Agricultura Empresarial;1492.88;363.49;38.22;290.46;
Unaí;2015;SOJA;Agricultura Empresarial;1620.11;381.42;57.7;345.02;
Unaí;2016;SOJA;Agricultura Empresarial;1672.46;350.72;59.15;368.08;
Unaí;2017;SOJA;Agricultura Empresarial;1701.74;353.08;63.96;462.35;
Unaí;2018;SOJA;Agricultura Empresarial;1793.63;292.61;61.14;489.65;
Unaí;2019;SOJA;Agricultura Empresarial;1991.31;307.07;58.14;376.71;
Unaí;2020;SOJA;Agricultura Empresarial;2065.89;329.32;59.32;377.97;
Unaí;2021;SOJA;Agricultura Empresarial;2680.82;518.98;61.13;102.27;
Unaí;2022;SOJA;Agricultura Empresarial;4574.129999999999;729.9499999999998;194.5;327.15;
Unaí;2023;SOJA;Agricultura Empresarial;3473.98;608.4599999999999;208.19;664.4300000000001;
Chapadão do Sul;1997;SOJA;Agricultura Empresarial;275.14;;19.03;44.1;25.83
Chapadão do Sul;1998;SOJA;Agricultura Empresarial;314.96;;26.16;59.83;32.35
Chapadão do Sul;1999;SOJA;Agricultura Empresarial;380.45;;63.68;44.1;62.05
Chapadão do Sul;2000;SOJA;Agricultura Empresarial;372.11;;25.97;45.62;61.55
Chapadão do Sul;2001;SOJA;Agricultura Empresarial;397.14;;20.43;56.6;48.56
Chapadão do Sul;2002;SOJA;Agricultura Empresarial;457.2;;23.49;71.59;53.91
Chapadão do Sul;2003;SOJA;Agricultura Empresarial;655.95;;34.11;93.45;78.22
Chapadão do Sul;2004;SOJA;Agricultura Empresarial;700.51;;37.07;103.03;80.85
Chapadão do Sul;2005;SOJA;Agricultura Empresarial;831.41;;50.96;114.72;98.74
Chapadão do Sul;2006;SOJA;Agricultura Empresarial;641.85;;29.67;108.71;78.9
Chapadão do Sul;2007;SOJA;Agricultura Empresarial;939.77;;36.355922538883945;320.66;86.37
Chapadão do Sul;2008;SOJA;Agricultura Empresarial;1099.17;;38.70331038367817;212.56;97.85
Chapadão do Sul;2009;SOJA;Agricultura Empresarial;1117.64;;37.506031471824926;216.75;101.46
Chapadão do Sul;2010;SOJA;Agricultura Empresarial;796.03;200.17;24.6;272.99;
Chapadão do Sul;2011;SOJA;Agricultura Empresarial;908.78;176.34;33.4;436.69;
Chapadão do Sul;2012;SOJA;Agricultura Empresarial;936.67;240.43;31.59;513.19;
Chapadão do Sul;2013;SOJA;Agricultura Empresarial;930.66;234.08;24.68;444.04;
Chapadão do Sul;2014;SOJA;Agricultura Empresarial;1350.16;273.01;40.35;638.18;
Chapadão do Sul;2015;SOJA;Agricultura Empresarial;1910.72;296.01;59.9;673.54;
Chapadão do Sul;2016;SOJA;Agricultura Empresarial;1822.69;273.18;57.61;718.66;
Chapadão do Sul;2017;SOJA;Agricultura Empresarial;1704.64;261.04;54.53;688.73;
Chapadão do Sul;2018;SOJA;Agricultura Empresarial;1666.65;266.8;52.5;626.96;
Dourados;2019;SOJA;Agricultura Empresarial;2138.98;416.12;96.39;559.28;
Dourados;2020;SOJA;Agricultura Empresarial;2142.74;433.91;87.47;633.74;
Dourados;2021;SOJA;Agricultura Empresarial;2243.6;558.32;77.36;173.74;
Dourados;2022;SOJA;Agricultura Empresarial;5183.08;997.69;313.33;1084.64;
Dourados;2023;SOJA;Agricultura Empresarial;3593.38;998.98;233.56;1823.59;
C. Novo do Parecis;2006;SOJA;;959.26;;50.49;232.03;101.68
C. Novo do Parecis;2007;SOJA;;941.71;;42.42;270.5;100.64
C. Novo do Parecis;2008;SOJA;;1034.63;;41.47;298.7;108.54
C. Novo do Parecis;2009;SOJA;;878.39;;34.85;299.81;100.85
C. Novo do Parecis;2010;SOJA;;965.37;;33.44;318.08;105.98
C. Novo do Parecis;2011;SOJA;;962.56;232.35;44.84;414.61;
C. Novo do Parecis;2012;SOJA;;1122.76;298.39;47.33;493.98;
C. Novo do Parecis;2013;SOJA;;1082.74;294.82;39.39;489.66;
C. Novo do Parecis;2014;SOJA;;1569.65;319.26;54.01;246.85;
C. Novo do Parecis;2015;SOJA;;1903.97;336.91;72.22;325.85;
C. Novo do Parecis;2016;SOJA;;1864.24;340.55;71.24;368.35;
C. Novo do Parecis;2017;SOJA;;1785.1;347.17;69.96;404.49;
C. Novo do Parecis;2018;SOJA;;1746.3;350.17;66.48;367.83;
OGM;2014;SOJA;;1585.08;320.11;66.51;247.05;
OGM;2015;SOJA;;1903.15;336.86;87.48;326.08;
OGM;2016;SOJA;;1872.03;340.97;86.69;368.63;
OGM;2017;SOJA;;1766.09;346.12;84.17;404.8;
OGM;2018;SOJA;;1738.84;349.76;80.56;368.11;
OGM;2019;SOJA;;2106.48;385.3;93.47;285.06;
OGM;2020;SOJA;;2323.35;452.78;91.53;294.07;
OGM;2021;SOJA;;2721.9799999999996;602.05;76.81;87.36000000000001;
OGM;2022;SOJA;;4394.43;778.03;190.53;604.88;
OGM;2023;SOJA;;3984.25;690.39;262.23;1245.62;
P. do Leste;1997;SOJA;;337.73;;23.08;31.99;26.12
P. do Leste;1998;SOJA;;327.11;;34.4;46.49;71.8
P. do Leste;1999;SOJA;;453.79;;48.39;41.96;79.28
P. do Leste;2000;SOJA;;448.91;;31.65;44.22;81.78
P. do Leste;2001;SOJA;;481.11;;30.31;48.73;80.24
P. do Leste;2002;SOJA;;521.12;;36.56;59.3;86.03
P. do Leste;2003;SOJA;;714.13;;50.52;76.03;122.66
P. do Leste;2004;SOJA;;803.8;;52.0;85.9;127.96
P. do Leste;2005;SOJA;;891.48;;64.87;101.56;133.13
P. do Leste;2006;SOJA;;821.47;;55.5;101.7;129.0
P. do Leste;2007;SOJA;;790.95;;40.41;222.3;110.91
P. do Leste;2008;SOJA;;1153.2;;71.19730140823117;223.31;212.18
P. do Leste;2009;SOJA;;1120.45;;60.37429505577842;196.89;234.4
P. do Leste;2010;SOJA;;923.56;;42.25716694654119;198.19;205.85
P. do Leste;2011;SOJA;;950.56;183.92;53.86;415.88;
P. do Leste;2012;SOJA;;1072.49;243.74;55.52;492.47;
P. do Leste;2013;SOJA;;1039.71;232.22;40.91;413.83;
P. do Leste;2014;SOJA;;1778.52;332.38;59.06;237.98;
P. do Leste;2015;SOJA;;2378.09;375.63;82.01;337.51;
P. do Leste;2016;SOJA;;2228.65;363.54;77.24;382.84;
P. do Leste;2017;SOJA;;2144.97;360.65;74.68;429.85;
P. do Leste;2018;SOJA;;2096.06;361.13;69.79;389.62;
OGM;2007;SOJA;;916.26;;51.59536549829754;219.9;196.62
OGM;2008;SOJA;;1222.57;;64.24906396711256;220.65;242.73
OGM;2009;SOJA;;1136.4;;60.75432085065545;226.89;241.86
OGM;2010;SOJA;;928.38;;42.79275615063159;228.19;245.56
OGM;2011;SOJA;;976.78;226.84;54.68;397.14;
OGM;2012;SOJA;;1162.26;292.9;56.25;472.25;
OGM;2013;SOJA;;1043.71;287.47;41.46;402.53;
OGM;2014;SOJA;;1791.27;333.02;57.11;237.98;
OGM;2015;SOJA;;2303.15;371.88;81.04;337.51;
OGM;2016;SOJA;;2152.69;359.74;75.72;382.84;
OGM;2017;SOJA;;2026.48;354.72;73.13;429.85;
OGM;2018;SOJA;;1990.54;355.86;63.74;389.62;
OGM;2019;SOJA;;2325.94;377.41;78.81;301.95;
OGM;2020;SOJA;;2465.72;399.82;55.35;346.75;
OGM;2021;SOJA;;2867.62;401.91999999999996;26.84;76.64;
OGM;2022;SOJA;;4945.34;504.16;196.17;477.59000000000003;
OGM;2023;SOJA;;4411.58;556.53;224.84;985.0;
Sorriso;2007;SOJA;Agricultura Empresarial;759.81;;43.911159802218464;187.22;184.92
Sorriso;2008;SOJA;Agricultura Empresarial;1095.51;;59.273298084927774;190.87;257.54
Sorriso;2009;SOJA;Agricultura Empresarial;1064.02;;59.90301940052958;190.84;219.1
Sorriso;2010;SOJA;Agricultura Empresarial;854.01;;40.51055652479603;190.9;196.73
Sorriso;2011;SOJA;Agricultura Empresarial;858.77;217.86;74.82;400.49;
Sorriso;2012;SOJA;Agricultura Empresarial;1016.76;279.0;80.36;475.51;
Sorriso;2013;SOJA;Agricultura Empresarial;1014.94;275.64;60.31;406.05;
Sorriso;2014;SOJA;Agricultura Empresarial;1685.06;301.41;54.87;80.49;
Sorriso;2015;SOJA;Agricultura Empresarial;1979.16;316.57;66.19;100.46;
Sorriso;2016;SOJA;Agricultura Empresarial;1775.93;313.93;58.24;124.73;
Sorriso;2017;SOJA;Agricultura Empresarial;1728.49;315.39;58.23;150.6;
Sorriso;2018;SOJA;Agricultura Empresarial;1683.7;316.43;56.49;141.55;
OGM;2007;SOJA;;801.21;;46.65806619431742;187.65;209.36
OGM;2008;SOJA;;1158.77;;62.719478492938634;191.4;297.75
OGM;2009;SOJA;;1078.65;;59.32463219153509;191.31;310.73
OGM;2010;SOJA;;959.98;;47.035356271691356;191.29;237.93
OGM;2011;SOJA;;876.14;224.05;41.01;400.46;
OGM;2012;SOJA;;1019.16;287.22;42.33;475.48;
OGM;2013;SOJA;;1007.77;287.38;34.21;406.02;
OGM;2014;SOJA;;1673.87;297.96;54.32;80.77;
OGM;2015;SOJA;;1978.77;313.71;65.94;101.99;
OGM;2016;SOJA;;1762.27;310.28;57.92;126.93;
OGM;2017;SOJA;;1695.13;312.38;56.67;153.7;
OGM;2018;SOJA;;1683.27;313.79;55.73;144.29;
OGM;2019;SOJA;;1989.78;346.94;64.76;112.69;
OGM;2020;SOJA;;2068.12;367.16;41.05;112.05;
OGM;2021;SOJA;;2672.0;478.25;29.06;36.010000000000005;
OGM;2022;SOJA;;5246.91;710.55;255.99;631.18;
OGM;2023;SOJA;;4798.76;640.3800000000001;325.35;1298.41;
Uruçuí;2019;SOJA;Agricultura Empresarial;1350.35;185.83;49.68;427.09;
Uruçuí;2020;SOJA;Agricultura Empresarial;1668.96;212.56;36.07;437.31;
Uruçuí;2021;SOJA;Agricultura Empresarial;1928.92;287.14;24.89;120.03999999999999;
Uruçuí;2022;SOJA;Agricultura Empresarial;3069.1299999999997;352.49;116.88;437.15;
Uruçuí;2023;SOJA;Agricultura Empresarial;3452.42;344.47;172.47;1062.93;
Campo Mourão;1998;SOJA;Agricultura Empresarial;296.94;;29.52;118.57;34.45
Campo Mourão;1999;SOJA;Agricultura Empresarial;382.99;;39.27;118.57;39.53
Campo Mourão;2000;SOJA;Agricultura Empresarial;378.0;;31.13;124.82;39.23
Campo Mourão;2001;SOJA;Agricultura Empresarial;387.98;;23.19;118.51;61.64
Campo Mourão;2002;SOJA;Agricultura Empresarial;454.08;;27.28;150.66;67.36
Campo Mourão;2003;SOJA;Agricultura Empresarial;597.72;;51.71;196.91;93.8
Campo Mourão;2004;SOJA;Agricultura Empresarial;650.41;;39.97;208.82;96.92
Campo Mourão;2005;SOJA;Agricultura Empresarial;698.0;;48.34;224.72;109.06
Campo Mourão;2006;SOJA;Agricultura Empresarial;691.6;;45.34;236.31;97.94
Campo Mourão;2007;SOJA;Agricultura Empresarial;644.98;;31.46;234.7;95.19
Campo Mourão;2008;SOJA;Agricultura Empresarial;920.27;;49.897137498986595;279.41;164.91
Campo Mourão;2009;SOJA;Agricultura Empresarial;904.57;;40.32688065131621;283.7;237.59
Campo Mourão;2010;SOJA;Agricultura Empresarial;757.05;208.76;33.52;318.26;
Campo Mourão;2011;SOJA;Agricultura Empresarial;764.34;174.3;36.87;351.03;
Campo Mourão;2012;SOJA;Agricultura Empresarial;844.49;239.48;39.45;356.1;
Campo Mourão;2013;SOJA;Agricultura Empresarial;1001.24;254.62;36.2;308.4;
Campo Mourão;2014;SOJA;Agricultura Empresarial;989.88;265.7;36.01;323.86;
OGM;2007;SOJA;;725.55;;44.13641824888275;274.37;106.04
OGM;2008;SOJA;;855.38;;52.447907996127434;274.63;161.73
OGM;2009;SOJA;;822.39;;44.87231143023395;277.67;233.57
OGM;2010;SOJA;;684.49;205.21;33.1;313.25;
OGM;2011;SOJA;;686.92;170.5;40.39;345.34;
OGM;2012;SOJA;;787.22;236.67;41.72;350.07;
OGM;2013;SOJA;;904.44;249.88;36.28;302.95;
OGM;2014;SOJA;;876.4;260.14;35.16;318.08;
OGM;2015;SOJA;;1123.71;177.26;42.26;555.67;
OGM;2016;SOJA;;1176.58;173.1;44.19;594.06;
OGM;2017;SOJA;;1168.2;180.62;46.03;636.78;
OGM;2018;SOJA;;1155.44;174.25;42.64;578.57;
OGM;2019;SOJA;;1930.59;447.8;65.56;806.6;
OGM;2020;SOJA;;2020.76;493.21;65.97;1087.13;
OGM;2021;SOJA;;2464.47;616.5999999999999;56.92;334.95;
OGM;2022;SOJA;;4480.33;902.88;171.96;1235.36;
OGM;2023;SOJA;;3180.76;731.81;182.95;3732.49;
Francisco Beltrão;2007;SOJA;Agricultura Familiar;916.06;45.760000000000005;14.068696925742518;449.33;
Francisco Beltrão;2008;SOJA;Agricultura Familiar;1380.24;67.24;20.968753841785222;449.33;
Francisco Beltrão;2009;SOJA;Agricultura Familiar;1346.97;72.8;18.656657003527556;461.45;
Francisco Beltrão;2010;SOJA;Agricultura Familiar;1138.01;55.16;15.479854817504457;464.31;
Francisco Beltrão;2011;SOJA;Agricultura Familiar;1281.72;;20.051713948658396;;25.63
Francisco Beltrão;2012;SOJA;Agricultura Familiar;1360.65;;18.578637542640365;;78.27
Francisco Beltrão;2013;SOJA;Agricultura Familiar;1435.13;;18.467784442579458;;80.05
Francisco Beltrão;2014;SOJA;Agricultura Familiar;1590.86;;22.36239767844915;;102.79
Francisco Beltrão;2015;SOJA;Agricultura Familiar;1635.3500000000001;;26.146800345374373;;95.96000000000001
Francisco Beltrão;2016;SOJA;Agricultura Familiar;1807.8300000000002;;26.66325952480392;;118.96
OGM;2007;SOJA;;837.0300000000001;44.18;12.765050684433426;449.33;
OGM;2008;SOJA;;1163.87;63.43;17.39677382332218;449.33;
OGM;2009;SOJA;;1186.2;70.62;16.23902556430142;461.45;
OGM;2010;SOJA;;989.09;52.6;13.411694039618283;464.31;
OGM;2011;SOJA;;1135.75;;18.004380222049683;;58.41
OGM;2012;SOJA;;1194.72;;16.36966187893905;;119.35
OGM;2013;SOJA;;1268.9;;16.380600771820912;;121.38
OGM;2014;SOJA;;1392.81;;19.32967314860136;;160.54
OGM;2015;SOJA;;1438.5500000000002;;22.788902858880594;;147.01999999999998
OGM;2016;SOJA;;1595.94;;23.0909433436224;651.22;186.72
OGM;2017;SOJA;;1808.02;;68.66504058498984;788.4;286.53
OGM;2018;SOJA;;1929.55;;67.71972520924638;591.29;268.74
OGM;2019;SOJA;;1943.71;297.03;39.15;530.1;
OGM;2020;SOJA;;2071.04;319.18;60.61;582.8;
OGM;2021;SOJA;;2774.3;431.37;67.43;215.42999999999998;
OGM;2022;SOJA;;4128.72;794.4499999999999;128.13;1940.5600000000002;
Guarapuava;2019;SOJA;Agricultura Familiar;2480.51;251.61;96.71645420452441;188.93;
Guarapuava;2020;SOJA;Agricultura Familiar;2203.9;266.68;139.48;514.27;
Guarapuava;2021;SOJA;Agricultura Familiar;3025.92;364.59;95.33;228.82;
Londrina;1998;SOJA;Agricultura Empresarial;302.58;;12.01;112.17;49.39
Londrina;1999;SOJA;Agricultura Empresarial;366.39;;14.73;105.78;53.16
Londrina;2000;SOJA;Agricultura Empresarial;384.32;;13.8;109.53;54.22
Londrina;2001;SOJA;Agricultura Empresarial;421.13;;13.08;108.29;67.89
